,Molecule,Score,admet_smiles
858,EOS63514,-8.516,Cc1[nH]c2nc(C(=O)NCc3ccccc3)nn2c(=O)c1C
859,EOS63190,-7.519,O=C(Cn1c(=O)[nH]c2ccccc2c1=O)NCCCN1CCOCC1
860,EOS63530,-6.782,CN(CCC1CCCCO1)C(=O)CCCN1CCCCC1=O
861,EOS63536,-6.821,CCCNC(O)c1cc(O)n(-c2ccc(O)cc2)c1
862,EOS63213,-7.076,CC(Oc1ccc(C(C)(C)C)cc1)C(=O)NCC1CCCO1
863,EOS63246,-8.158,Cc1cn2c3c(=O)n(C)c(=O)n(C)c3nc2n1-c1ccccc1N
864,EOS63253,-6.196,CNC(=O)c1c(C(C)=O)c(C)n(C)c1N
865,EOS63261,-5.754,CCCNC(=O)c1ccc(OCCC)cc1
866,EOS61506,-7.504,CCn1c(=O)c2c(nc3n(CC(C)C)c(C)cn23)n(C)c1=O
867,EOS63266,-7.38,CSc1cccc(NC(=O)CCCCC2SCC3NC(=O)NC32)c1
868,EOS63267,-7.626,Cn1c(=O)c2c(nc3n(C)c(C(C)(C)C)cn23)n(C)c1=O
869,EOS61507,-5.648,CCCOc1ccc(C(=O)NCCN(C)C)cc1
870,EOS63273,-7.95,CC(C)Cn1c(C(C)(C)C)cn2c3c(=O)n(C)c(=O)n(C)c3nc12
871,EOS63610,-7.408,CCCn1c(C)cn2c3c(=O)n(CC(C)C)c(=O)n(C)c3nc12
872,EOS61511,-7.053,CCn1c(C)cn2c3c(=O)n(CCOC)c(=O)n(C)c3nc12
873,EOS63284,-7.256,CCCn1c(C)cn2c3c(=O)n(CC)c(=O)n(C)c3nc12
874,EOS63288,-8.01,Cc1cn2c3c(=O)n(CCCO)c(=O)n(C)c3nc2n1-c1ccccc1
875,EOS63290,-7.908,CCn1c(C(C)(C)C)cn2c3c(=O)n(C)c(=O)n(C)c3nc12
876,EOS63628,-7.01,CCOCCn1c(=O)c2c(nc3n(CC)c(C)cn23)n(C)c1=O
877,EOS63296,-7.281,CCC(C)n1c(C)c(C)n2c3c(=O)n(CC)c(=O)n(C)c3nc12
878,EOS61515,-7.588,CCCn1c(C)cn2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc12
879,EOS63633,-7.06,CCC(C)n1c(C)cn2c3c(=O)n(CCOC)c(=O)n(C)c3nc12
880,EOS63303,-7.347,CCCn1c(=O)c2c(nc3n(C(C)CC)c(C)cn23)n(C)c1=O
881,EOS63305,-7.396,CCCCn1c(=O)c2c(nc3n(C(C)CC)c(C)cn23)n(C)c1=O
882,EOS63642,-7.4,Cc1cccc(OC(C)C(=O)NC2CC3CCC2C3)c1
883,EOS63307,-6.816,CCOCCn1c(=O)c2c(nc3n(CCCOC)c(C)cn23)n(C)c1=O
884,EOS63308,-7.257,CCn1c(=O)c2c(nc3n(C)c(C)cn23)n(C)c1=O
885,EOS63646,-7.845,CC(C)CCn1c(C(C)(C)C)cn2c3c(=O)n(C)c(=O)n(C)c3nc12
886,EOS63311,-7.085,CCCCn1c(=O)c2c(nc3n(CCOC)c(C)cn23)n(C)c1=O
887,EOS63650,-7.187,COCCCn1c(C)cn2c3c(=O)n(CCC(C)C)c(=O)n(C)c3nc12
888,EOS63651,-8.292,CCn1c(=O)c2c(nc3n(-c4ccccc4)c(C)c(C)n23)n(C)c1=O
889,EOS63317,-7.289,CCCCN1C(=O)c2ccc(C(=O)NCc3ccco3)cc2C1=O
890,EOS63318,-8.608,CCn1c(=O)c2c(nc3n(-c4ccc(C)cc4)c(C)cn23)n(C)c1=O
891,EOS63319,-7.155,CC(Oc1ccc(F)cc1)C(=O)NC1CC2CCC1C2
892,EOS63321,-7.864,CCCn1c(C)cn2c3c(=O)n(Cc4ccccc4)c(=O)n(C)c3nc12
893,EOS63324,-7.302,CC(=O)c1cccc(OCCCCN2CC(C)OC(C)C2)c1
894,EOS63659,-7.132,CCCn1c(=O)c2c(nc3n(CC)c(C)cn23)n(C)c1=O
895,EOS63325,-8.267,Cc1cn2c3c(=O)n(Cc4ccccc4)c(=O)n(C)c3nc2n1CCO
896,EOS63327,-7.273,Cn1c(CN2CCOCC2)nnc1SCC(=O)Nc1cccc(F)c1
897,EOS63328,-7.853,CCn1c(=O)c2c(nc3n(CCN4CCOCC4)c(C)cn23)n(C)c1=O
898,EOS63664,-7.014,CCCOc1ccccc1OCCN1CC(C)OC(C)C1
899,EOS61525,-7.481,CCNC(=O)c1cccc(OCc2ccccc2)c1
900,EOS61526,-7.318,CCCn1c(=O)c2c(nc3n(CCOC)c(C)cn23)n(C)c1=O
901,EOS63333,-7.206,CCC(C)n1c(C)c(C)n2c3c(=O)n(CCOC)c(=O)n(C)c3nc12
902,EOS63671,-8.25,COc1ccc(-n2cc(C(O)N3CCC(C)CC3)cc2O)cc1
903,EOS63338,-7.358,Cc1cc(OC(C)C(=O)NCC2CCCO2)ccc1Cl
904,EOS63673,-7.434,CCCCn1c(C)cn2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc12
905,EOS63340,-8.72,CCCn1c(C)cn2c3c(=O)n(Cc4ccc(F)cc4)c(=O)n(C)c3nc12
906,EOS63341,-7.978,CCCCn1c(=O)c2c(nc3n(CCN4CCOCC4)c(C)cn23)n(C)c1=O
907,EOS63678,-8.074,Cc1cccc(Cn2c(=O)c3c(nc4n(CCO)c(C)cn34)n(C)c2=O)c1
908,EOS63679,-7.818,COCCn1c(=O)c2c(nc3n(-c4cccc(C)c4)c(C)cn23)n(C)c1=O
909,EOS63681,-8.498,Cc1ccc(-n2c(C)cn3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)cc1C
910,EOS63682,-8.099,CCCCn1c(C)cn2c3c(=O)n(CCN4CCCCC4)c(=O)n(C)c3nc12
911,EOS63684,-7.256,CCc1ccc(-n2cc(C(O)NCC3CCCO3)cc2O)cc1
912,EOS63349,-8.276,COCCn1c(=O)c2c(nc3n(-c4ccccc4OC)c(C)cn23)n(C)c1=O
913,EOS63352,-7.856,Cc1c(C)n2c3c(=O)n(Cc4ccccc4)c(=O)n(C)c3nc2n1CCCO
914,EOS63353,-6.263,CC(C)Oc1ccc(OCCCN2CCOCC2)cc1
915,EOS63354,-8.034,Cc1c(C)n2c3c(=O)n(CCc4ccccc4)c(=O)n(C)c3nc2n1CCO
916,EOS61533,-8.166,Cc1ccc(Cn2c(=O)c3c(nc4n(CCO)c(C)c(C)n34)n(C)c2=O)cc1
917,EOS63355,-8.458,Cc1cc(C)cc(-n2c(C)cn3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)c1
918,EOS63359,-8.237,Cc1cn2c3c(=O)n(Cc4cccc(Cl)c4)c(=O)n(C)c3nc2n1CCO
919,EOS61534,-8.224,Cc1cn2c3c(=O)n(CCCO)c(=O)n(C)c3nc2n1-c1cccc(Cl)c1
920,EOS63360,-8.016,Cc1cn2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc2n1CCO
921,EOS63694,-5.842,CCNC(=O)c1ccc(OCC(C)C)cc1
922,EOS63361,-7.623,COCCCn1c(C)cn2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc12
923,EOS63363,-6.586,CCC(=O)c1ccc(OCCCCN2CC(C)OC(C)C2)cc1
924,EOS63696,-7.554,CCOCCn1c(=O)c2c(nc3n(Cc4ccco4)c(C)c(C)n23)n(C)c1=O
925,EOS63700,-8.319,Cc1c(C)n2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc2n1CCO
926,EOS63368,-7.829,Cc1cn2c3c(=O)n(CCCc4ccccc4)c(=O)n(C)c3nc2n1CCO
927,EOS61537,-8.043,CCCn1c(C)cn2c3c(=O)n(CCc4ccccc4)c(=O)n(C)c3nc12
928,EOS63701,-6.628,CCC(=O)c1ccc(OCCOCCN2CC(C)OC(C)C2)cc1
929,EOS63371,-7.963,COCCn1c(C)cn2c3c(=O)n(Cc4ccccc4)c(=O)n(C)c3nc12
930,EOS63372,-6.81,Cc1cc(OC(C)C(=O)NCCCN2CCOCC2)ccc1Cl
931,EOS63374,-7.999,Cc1cn2c3c(=O)n(CCN4CCCCC4)c(=O)n(C)c3nc2n1CCO
932,EOS63708,-7.865,CCOCCn1c(=O)c2c(nc3n(-c4ccccc4)c(C)c(C)n23)n(C)c1=O
933,EOS63378,-7.629,CCOCCn1c(=O)c2c(nc3n(-c4ccc(CC)cc4)c(C)cn23)n(C)c1=O
934,EOS61540,-8.511,CCn1c(=O)c2c(nc3n(C(C)c4ccccc4)c(C)c(C)n23)n(C)c1=O
935,EOS63379,-8.0,COCCn1c(=O)c2c(nc3n(-c4ccc(C)cc4)c(C)cn23)n(C)c1=O
936,EOS61541,-7.184,CC(=O)c1ccccc1OCCOCCN1CC(C)OC(C)C1
937,EOS63381,-7.483,CCOCCn1c(=O)c2c(nc3n(-c4cccc(C)c4)c(C)cn23)n(C)c1=O
938,EOS63382,-8.549,COCCn1c(=O)c2c(nc3n(-c4ccccc4C)c(C)c(C)n23)n(C)c1=O
939,EOS63383,-7.107,Cc1cc(OC(C)C(=O)NC2CCCC2)ccc1Cl
940,EOS63712,-8.116,Cc1cn2c3c(=O)n(Cc4ccccc4)c(=O)n(C)c3nc2n1CCCO
941,EOS63385,-7.658,COc1ccc(-n2c(C)cn3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)cc1
942,EOS63716,-7.979,CCOCCn1c(=O)c2c(nc3n(-c4ccc(F)cc4)c(C)c(C)n23)n(C)c1=O
943,EOS63717,-7.944,COCCn1c(=O)c2c(nc3n(-c4ccc(C)cc4)c(C)c(C)n23)n(C)c1=O
944,EOS63388,-7.908,COc1ccc(-n2c(C)c(C)n3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)cc1
945,EOS63719,-7.99,COCCCn1c(C)cn2c3c(=O)n(CCN4CCCCC4)c(=O)n(C)c3nc12
946,EOS63391,-8.153,Cc1ccc(-n2c(C)cn3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)cc1
947,EOS63393,-6.541,Cc1cc(OCCOCCN2CCN(C)CC2)c(Cl)c(C)c1Cl
948,EOS63394,-6.843,COCCn1c(C)cn2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc12
949,EOS63400,-7.452,CCOCCn1c(=O)c2c(nc3n(-c4ccc(F)cc4)c(C)cn23)n(C)c1=O
950,EOS63401,-8.595,COCCn1c(=O)c2c(nc3n(CCc4ccccc4)c(C)cn23)n(C)c1=O
951,EOS63734,-5.753,CCCOc1ccc(C(=O)NCCOC)cc1
952,EOS61548,-7.135,COCCn1c(=O)c2c(nc3n(-c4ccc(OC)cc4)c(C)c(C)n23)n(C)c1=O
953,EOS63405,-7.63,CCC(C)n1c(C)cn2c3c(=O)n(CCN4CCCCC4)c(=O)n(C)c3nc12
954,EOS63408,-8.364,Cc1cccc(-n2c(C)cn3c4c(=O)n(CCCO)c(=O)n(C)c4nc23)c1
955,EOS63739,-6.045,CCc1cc(C(=O)NCC2CCCO2)cs1
956,EOS63411,-6.181,CCc1c(C(=O)NCC2CCCO2)csc1C
957,EOS63741,-6.564,CCC1CCCCN1C(=O)c1cc(Br)cs1
958,EOS63742,-6.314,CCCc1cc(C(=O)NCC2CCCO2)cs1
959,EOS61551,-6.998,CCCn1c(=O)c2c(nc3n(CCCOC)c(C)c(C)n23)n(C)c1=O
960,EOS63754,-7.177,COc1ccccc1CNC(=O)c1cccc(OC(C)C)c1
961,EOS63791,-7.018,CCC(Oc1ccc(Cl)c(C)c1)C(=O)NCC1CCCO1
962,EOS63793,-6.996,Cc1ccc(Cl)c(OC(C)C(=O)NC2CCCC2)c1
963,EOS61557,-7.059,CCCn1c(=O)c2c(nc3n(CCOC)c(C)c(C)n23)n(C)c1=O
964,EOS63771,-7.434,COc1cccc(C(=O)NC(C)c2cc(OC)ccc2OC)c1
965,EOS63776,-8.635,Cn1c(=O)c2c(nc3n(C)c(-c4ccccc4)cn23)n(C)c1=O
966,EOS63819,-7.656,Cc1ccccc1OCc1ccc(C(=O)NC(C)C)o1
967,EOS63824,-7.11,CCc1nnc(SCC(=O)Nc2ccc(OC)cc2)n1C
968,EOS63836,-7.271,CC(C)Oc1cccc(C(=O)NCc2ccc(F)cc2)c1
969,EOS63839,-7.393,Cc1c(C)n2c3c(=O)n(C)c(=O)n(C)c3nc2n1C(C)C
970,EOS61568,-6.038,O=C(NCC1CCCO1)c1ccc(Cl)s1
971,EOS64181,-7.713,CN(C)CCNC(=O)C1c2ccccc2Oc2ccccc21
972,EOS64191,-6.617,Cc1ccc(OCC(O)CN2CCCCC2C)cc1
973,EOS64197,-7.31,COc1ccc(CNC(=O)CCn2c(O)c3c(c2O)CC=CC3)cc1
974,EOS64198,-6.956,CCC(Oc1ccc(C)cc1)C(=O)NCC1CCCO1
975,EOS64199,-6.944,CC(Oc1cccc(Cl)c1Cl)C(=O)NCC1CCCO1
976,EOS64204,-7.91,Cc1ccc2nc3c(cc(C(=O)NCCCN4CCOCC4)n3C)c(=O)n2c1
977,EOS63885,-8.182,Cc1cn2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCN1CCCCC1
978,EOS63887,-8.253,Cc1cn2c(nc3c2c(=O)n(Cc2ccccc2)c(=O)n3C)o1
979,EOS64211,-7.704,Cc1cn2c3c(=O)n(C)c(=O)n(C)c3nc2n1CCC(C)C
980,EOS64217,-6.712,CC(C)NC(=O)c1ccc(OCC2CCCO2)c(Br)c1
981,EOS64219,-8.06,Cc1cn2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCCN1CCCCC1
982,EOS63898,-8.407,Cc1ccc2nc3c(cc(C(=O)NCCN4CCOCC4)n3C)c(=O)n2c1
983,EOS63906,-7.911,Cc1ccc(-n2nnc(C(=O)NCC3CCCO3)c2C)cc1
984,EOS63909,-6.424,CC(C)c1ccc(CCC(=O)NCC2CCCO2)cc1
985,EOS64231,-6.125,CCCCNC(=O)c1ccc(OCCC)cc1
986,EOS63911,-8.006,CCCCNC(=O)c1cc2c(=O)n3cc(C)ccc3nc2n1C
987,EOS63918,-7.317,Cc1ccc(CCC(=O)NC2CC3CCC2C3)cc1
988,EOS63920,-8.453,Cn1c(C(=O)NCCCN2CCOCC2)cc2c(=O)n3ccccc3nc21
989,EOS64240,-6.904,Cc1ccccc1-n1cc(C(O)NC(C)C)cc1O
990,EOS64251,-9.111,CC1=NN(C)c2nc3c(c(=O)n(Cc4ccccc4C)c(=O)n3C)n2C1C
991,EOS64253,-6.645,CCc1ccc(CCC(=O)NCC2CCCO2)cc1
992,EOS63923,-7.566,Oc1ccc(-n2cc(C(O)NCC3CCCO3)cc2O)cc1
993,EOS63965,-6.444,Cc1cccc(NC(=O)NC2CC2)c1C
994,EOS64288,-8.163,CCNC(=O)c1cc2c(=O)n3cc(C)ccc3nc2n1C
995,EOS64518,-7.259,CCNC(=O)c1ccccc1NC(O)c1cc(O)n(C(C)C)c1
996,EOS63978,-7.726,Cc1cc(C)cc(NC(=O)NCc2ccc(F)cc2)c1
997,EOS63982,-7.343,CCc1ccc(CCC(=O)NC2CC3CCC2C3)cc1
998,EOS64311,-6.492,CCNC(=O)c1ccc(OCC2CCCO2)c(Br)c1
999,EOS63987,-7.234,CC1CCCN(CC(=O)Nc2ccc(C(C)C)cc2)C1
1000,EOS64318,-7.99,Cc1cn2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCCN1CCC(C)CC1
1001,EOS64526,-8.466,COc1ccc(-n2cc(C(O)N3CCc4ccccc4C3)cc2O)cc1
1002,EOS64007,-6.901,CCc1ccc(NC(=O)CN2CCCCC2C)cc1
1003,EOS64337,-7.739,COc1cc(NC(=O)N2CCC(C(N)=O)(N3CCCCC3)CC2)cc(OC)c1
1004,EOS64017,-5.552,CN(C)CCN(C)CC1CC2C=CC1C2
1005,EOS64345,-5.817,CC(C)c1ccc(CN(CCCN(C)C)CCCN(C)C)cc1
1006,EOS64350,-7.364,CN1CCCC1C(O)(c1ccccc1)c1ccccc1
1007,EOS64041,-7.053,Cc1cc(Cl)ccc1OCC(=O)NC(C)C1CCCO1
1008,EOS64538,-7.184,CCc1cc(CC)n(-c2nc3c(c(=O)n(CCOC)c(=O)n3C)n2CC)n1
1009,EOS64373,-5.632,CCCCNCCOc1ccccc1OCC
1010,EOS64375,-6.563,CCCCNC(=O)CCn1c(O)c2c(c1O)CC=CC2
1011,EOS64050,-5.939,CCC(C#CCN1CCOCC1)(CC)OCCC#N
1012,EOS64051,-7.89,Cc1nc2n(Cc3ccccc3)c3ccccc3n2n1
1013,EOS64380,-5.967,Cc1cc(C)cc(OCCOCCNC(C)C)c1
1014,EOS64541,-6.734,CSc1nc(C)c(Oc2ccccc2)c(=O)n1C
1015,EOS64056,-7.14,c1ccc2c(c1)COC(CN1CCOCC1)OC2
1016,EOS64058,-6.497,CC(C)(NO)C(=O)c1ccc(Cl)cc1
1017,EOS64059,-8.124,CCCn1c(-n2nc(C)cc2C)nc2c1c(=O)n(CC(C)=O)c(=O)n2C
1018,EOS64060,-7.722,COc1cccc(OCC(O)CNC(=O)CCC2(Cc3ccccc3)CCC(=O)N2)c1
1019,EOS64388,-6.698,Cc1n[nH]c(SCC(=O)NC2CCCCC2)n1
1020,EOS64390,-7.774,NC(=O)C1CCN(c2cc(O)n(-c3cc(Cl)cc(Cl)c3)c2O)CC1
1021,EOS64546,-6.519,CCNC(=O)NC1C(NC(=O)NCC)N(C)C(=O)N1C
1022,EOS64080,-7.315,Cc1ccc(C2CC(=O)CC(=NCC(C)C)C2)cc1
1023,EOS64085,-5.807,CC(Sc1ccccc1)C(=O)NC1CC1
1024,EOS64408,-6.18,CC(C)c1nc2ccccc2n1C(C)C
1025,EOS64551,-6.226,CCCCC(=O)NC(NC(=O)CCCC)c1ccc(Cl)cc1
1026,EOS64553,-8.094,COc1cc(C(=O)NC(C)C2COc3ccccc3O2)cc(OC)c1OC
1027,EOS64104,-8.054,CCc1ccc(NC(=O)CC2NC3CCCCC3NC2=O)cc1
1028,EOS64426,-7.872,COCCCN1C(=O)CC(CC(=O)NCC(C)Oc2cccnc2)(c2ccccc2C)C1=O
1029,EOS64429,-6.595,COCC(=O)NCC1CCC2(CCNCC2)O1
1030,EOS64113,-7.25,CCOCCn1c(=O)c2c(nc3n(C(C)CC)c(C)c(C)n23)n(C)c1=O
1031,EOS64114,-6.776,CC(NC(=O)COc1cccc(Cl)c1Cl)C1CCCO1
1032,EOS64116,-7.026,CCOc1ccc(C(=O)NC(C)C2CC3CCC2C3)cc1
1033,EOS64118,-7.068,COc1ccc(OC)c(C(C)NC(=O)c2ccoc2C)c1
1034,EOS64441,-6.442,CC1CCCN(C(=O)c2cc(Br)cs2)C1
1035,EOS64445,-6.789,COc1ccc(CNC(=O)c2csc(C)c2)cc1OC
1036,EOS64126,-7.255,CC(NC(=O)C1CCCC1)c1ccc2c(c1)OCO2
1037,EOS64452,-6.832,CCNC(=O)C1CCN(Cc2ccc(C)cc2)CC1
1038,EOS64454,-6.833,O=C(NCc1cccs1)Nc1ccc(F)cc1
1039,EOS64567,-7.77,CCCC(=O)Nc1cccc(C(=O)NCC(c2cccnc2)N2CCOCC2)c1
1040,EOS64461,-7.332,CCN1CCOC(=O)C1CC(=O)Nc1cccc(F)c1
1041,EOS64570,-7.611,CCOc1ccc(Cl)cc1CN(C)C(=O)c1cc(C)c(C)n(C)c1=O
1042,EOS64571,-7.128,CCc1nc(C)c(CN(Cc2ccncc2)C[C@@H]2CCC(=O)N2)[nH]1
1043,EOS64476,-8.27,Cn1cccc(C(=O)N2CC(c3ccccc3)C(C)(C)C2)c1=O
1044,EOS64479,-6.363,CCN(CC)C(=O)c1c(C)cc(C)cc1C
1045,EOS64889,-7.029,O=C(NCCN1CCCCC1CO)c1ccc(F)c(Cl)c1
1046,EOS64896,-7.09,COc1ccc(CCc2nc(C)ccc2O)cc1
1047,EOS64578,-6.914,Cc1cccc(OCC(=O)NC(C)C2CCCO2)c1
1048,EOS64491,-5.976,N=c1ccc(Br)cn1CC(N)=O
1049,EOS64902,-7.952,CC1[N+]([O-])=C(c2ccccc2)C(c2ccccc2)=[N+]([O-])C1(C)C
1050,EOS64910,-8.28,CCc1cc(CC)n(-c2nc3c(c(=O)n(CC(C)=O)c(=O)n3C)n2C)n1
1051,EOS64582,-7.255,CC(NC(=O)CN(C)C1CCCCC1)c1ccccc1
1052,EOS64504,-6.053,COc1ccc(CCCNS(C)(=O)=O)cc1
1053,EOS64919,-7.162,CC(Sc1ccc(Cl)cc1)C(=O)NCCCN1CCN(C)CC1
1054,EOS64510,-7.087,COCCOc1ccc(N2CCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1
1055,EOS64923,-7.449,CC(C)c1ccc(-c2nnc(SCC(N)=O)n2C)cc1
1056,EOS65248,-7.661,OCC1C2c3ccccc3C(c3ccccc32)C1CO
1057,EOS65249,-5.466,ON=Cc1ccc(Br)cc1
1058,EOS64934,-8.397,NC(=O)C(Cc1ccccc1)NC(=O)c1ccc2c(c1)OCO2
1059,EOS64939,-7.263,Cc1ccc(C)c(OC(C)C(=O)NCCN2CCOCC2)c1
1060,EOS65257,-7.583,Oc1cc(Cc2ccccc2)cnc1CN1CCCCC1
1061,EOS65258,-6.009,Cc1cc(C)[n+]2cc(Br)ccc2n1
1062,EOS64943,-7.254,CC(Oc1ccccc1Cl)C(=O)NC1CC2CCC1C2
1063,EOS65265,-6.979,Cc1cc(C)c(OCC(O)CN2CCOCC2)c(C)c1
1064,EOS64951,-6.841,CC(Oc1ccccc1Cl)C(=O)NCCN1CCOCC1
1065,EOS65269,-5.606,CN(CC(O)CN)CC(O)CN1CCOCC1
1066,EOS64957,-6.632,CC(=O)NC(C)(C)C1CC=C(C)C(=NO)C1
1067,EOS64960,-6.718,CCCOc1ccc(C2(C)CC(=O)NC2=O)cc1
1068,EOS64961,-7.141,CC(C)Oc1ccc(CC2CCC(=O)N(C)C2=O)cc1
1069,EOS65281,-7.584,Cc1ccc(NC(=O)CN2CCCC(C)C2)cc1C
1070,EOS64967,-7.09,CC(C)NC(=O)CCn1c(O)c2c(c1O)CC=CC2
1071,EOS64977,-8.32,Cc1cc(C)n(-c2nc3c(c(=O)n(C)c(=O)n3C)n2CCC(C)C)n1
1072,EOS64989,-7.241,Cc1cc(C(=O)N2CCCC2)ccc1NS(C)(=O)=O
1073,EOS65010,-7.208,Cc1ccccc1C(=O)NCCCN1CC(C)CC(C)C1
1074,EOS65339,-7.169,COc1ccc(CN(C)C(=O)CCn2c(O)c3c(c2O)CC=CC3)cc1
1075,EOS64619,-7.432,Cc1ccc(C)c(OC(C)C(=O)NCC2CCCO2)c1
1076,EOS64620,-6.983,CCOc1ccc(C(=O)NC(CC)c2ccccc2)cc1
1077,EOS65352,-6.808,COc1ccc(OC(C)C(=O)NCCCN2CCN(C)CC2)cc1
1078,EOS65361,-7.877,Cc1cccc(C)c1NC(=O)CCn1c(O)c2c(c1O)CC=CC2
1079,EOS65365,-6.842,Cn1ncc(Cl)c1C(=O)NCCc1ccc(F)cc1
1080,EOS65064,-8.615,CC(C)c1ccc(-c2nc3c(=O)n(C)c(=O)n(C)c3[nH]2)cc1
1081,EOS65065,-7.02,CCC(C)NC(=O)C12CCC(C)(C(=O)C1)C2(C)C
1082,EOS65076,-7.887,CCc1[nH]c(SCC(=O)NCc2ccccc2)nc1C
1083,EOS65078,-7.256,Cc1cc(OC(C)c2nnc(SCC(N)=O)n2C)ccc1Cl
1084,EOS65398,-6.67,Cc1cc(OC(C)C(=O)NCCN2CCOCC2)ccc1Cl
1085,EOS64636,-8.144,Cc1ccc(C(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1
1086,EOS65096,-7.228,CCn1c(SCC(N)=O)nnc1-c1ccc(C(C)C)cc1
1087,EOS65101,-7.079,Cc1ccc(C)c(OC(C)C(=O)NCCCN2CCOCC2)c1
1088,EOS65104,-6.695,CCc1ccccc1NC(=O)CN1CCCCC1
1089,EOS65420,-7.675,Cc1ccc(OCC(=O)NC2CC3CCC2C3)c(C)c1
1090,EOS65431,-7.44,Cc1cccc(OCC(=O)NC2CC3CCC2C3)c1
1091,EOS65129,-7.235,Cc1ccc(NC(=O)CN2CCCC(C)C2)c(C)c1
1092,EOS65132,-8.433,Cc1cc(C)n(-c2nc3c(c(=O)n(C)c(=O)n3C)n2C(C)C)n1
1093,EOS65146,-7.345,CC(C)c1ccccc1OCC(=O)NC1CC2CCC1C2
1094,EOS65151,-7.029,O=C(CCc1ccccc1Cl)NC1CC2CCC1C2
1095,EOS65154,-6.326,CC(Oc1ccccc1)C(=O)NCCCN1CCOCC1
1096,EOS64661,-8.082,Cc1cccc(C23NC(=O)C4C5CC(C(O2)C5O)C43)c1
1097,EOS65170,-8.128,CCn1c(=O)c2c(nc(-n3nc(C)cc3C)n2CC)n(C)c1=O
1098,EOS65495,-7.52,Cc1nn(C)c2c1C(c1cccc(Br)c1)CC(=O)N2
1099,EOS65502,-6.955,CC(Oc1ccc(Cl)cc1)C(=O)NC1CCCC1
1100,EOS65510,-7.585,O=C(Cn1nc(-c2ccc(Cl)cc2)ccc1=O)NC1CCCCC1
1101,EOS65520,-6.847,COc1ccc2c(ccn2CC(=O)NCCCc2ccco2)c1
1102,EOS65245,-6.771,COc1ccc2c(ccn2CC(=O)NCCc2ccco2)c1
1103,EOS65546,-6.592,CCC(Oc1ccc(Cl)cc1)C(=O)NCC1CCCO1
1104,EOS65566,-6.955,COc1ccccc1CNC(=O)c1ccc(OC(C)C)cc1
1105,EOS65682,-7.731,O=C(NC1CC2CCC1C2)C1(c2ccccc2)CCOCC1
1106,EOS65984,-7.317,O=C(COc1ccc(F)cc1)NC1CC2CCC1C2
1107,EOS65689,-7.375,CCC(=O)N(Cc1cc2cc(OC)ccc2[nH]c1=O)C(C)C
1108,EOS65988,-7.221,Cc1ccc(OC(C)C(=O)NC2CCCC2)cc1
1109,EOS64716,-8.096,COc1ccc(-n2cc(C(O)N3CCN(C(=O)c4ccncc4)CC3)cc2O)cc1
1110,EOS65693,-7.224,Cc1ccccc1OC(C)C(=O)NC1CC2CCC1C2
1111,EOS64719,-7.267,Cc1ccc(OC(C)C(=O)NC2CC3CCC2C3)cc1
1112,EOS64720,-7.741,COc1ccc2[nH]c(=O)c(CN(C)C(=O)C(C)(C)C)cc2c1
1113,EOS65708,-6.789,CCC(=O)N(CC)Cc1cc2cc(OC)ccc2[nH]c1=O
1114,EOS65710,-8.571,COc1cc(OC)cc(C(=O)N2CCN(C(=O)c3cc4ccccc4n3C)CC2)c1
1115,EOS65712,-7.053,Cc1ccc(S(=O)(=O)CC(C)N2CCN(C)CC2)cc1
1116,EOS65719,-7.152,O=C(NCCc1cccs1)c1cc2c([nH]c1=O)CCC2
1117,EOS65721,-7.098,O=C(COc1ccccc1F)NC1CC2CCC1C2
1118,EOS66029,-5.927,CCCCNC(=O)C(C)Oc1ccc(OC)cc1
1119,EOS64729,-8.255,CC(C)NC(=O)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
1120,EOS65738,-7.105,CCCCn1c(=O)c2c(nc3n(CCO)c(C)cn23)n(C)c1=O
1121,EOS65743,-7.204,CCNC(=O)c1cc(S(=O)(=O)NCCCN2CCCC2)ccc1OC
1122,EOS66045,-8.315,Cc1cn2c3c(=O)n(CCN4CCOCC4)c(=O)n(C)c3nc2n1-c1ccccc1
1123,EOS66048,-7.253,CCOCCn1c(=O)c2c(nc3n(C)c(C)cn23)n(C)c1=O
1124,EOS66049,-6.88,CNC(=O)c1cc(S(=O)(=O)NCCCN2CCCCC2)ccc1OC
1125,EOS65755,-7.349,Cc1cn2c3c(=O)n(CCC(C)C)c(=O)n(C)c3nc2n1CCO
