Molecule,Score
Cc1nc(=O)cc(CN2CCCC(CNC(=O)CCN3CCCCCC3=O)C2)[nH]1os,-10.939
O=C(NCCCN1CCOCC1)C1CCc2sc(C(=O)N3CCCCCC3)cc2C1os,-10.936
Cn1nc2c(c1C(=O)N1CCCN([C@H]3COC[C@@H]3O)CC1)CCCC2os,-10.927
C#CCNC(=O)CN1C(=O)N[C@@]2(CCCCc3ccccc32)C1=Oos,-10.919
O=C(NC1CCCCNC1=O)c1cc(Cl)ccn1os,-10.913
CN1CCOCC(CNC(=O)c2cccc3c2NCCC3)C1os,-10.898
O=C(Cn1c(=O)n(-c2ccccc2)c2ncccc21)NC1CCCCCC1os,-10.885
Cc1nn(C(C)C)cc1CN1CCCNC(=O)C1Cc1ccccc1os,-10.883
CSc1ccc(C)c(C(=O)NC2CCCCNC2=O)c1os,-10.881
Cc1cc(C(=O)N2CC(=O)N(CCc3ccccc3)CC(O)C2)n(C)n1os,-10.879
O=C(Cc1ccc(Br)cc1)NC1CCCCNC1=Oos,-10.858
Cc1ccc(C)c(C(C)NC(=O)CN2CCCN(c3ncccn3)CC2)c1os,-10.845
Cn1cnc(-c2nnc3n2CCN(C[C@H]2CCCCNC2)C3)c1os,-10.842
COc1ccc(C2(C(=O)N3CCCNC(=O)C3)CC2(C)C)cc1os,-10.839
Cn1nc2n(c1=O)CCC(NC(=O)COCc1ccccc1)CC2os,-10.825
Cc1ccc(SCC(=O)NC2CCCCNC2=O)cc1os,-10.797
Cn1cccc1C(=O)N1CCOc2ccc(CCC(=O)N3CCCC3)cc2C1os,-10.643
NC(=O)c1csc(CN2CCNC(=O)C[C@H]2c2ccccc2)c1os,-10.633
O=C(Cn1nc2c(cc1=O)CCCCC2)NCCc1ccc(O)cc1os,-10.619
COCCn1cc(C(O)N2CCCN(C3Cc4ccccc4C3)CC2)cc1Oos,-10.615
NC(=O)N[C@@H](CC(=O)N1CCCC2(CCCCC2)CC1)c1cccs1os,-10.478
CCC1C(=O)NCCCN1Cc1nc(C(C)(C)N)no1os,-10.344
CC(C)c1cnc(CN2CCCNC(=O)C2Cc2ccccc2)s1os,-10.296
