,Unnamed: 0,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,eos,rules_sum,scores_sum,warning_scores,warning_PAINS
50079,4143,CC(NC(=O)NCc1ccc(C(=O)N2CCN(C)CC2)cc1)C(=O)NC(C)(C)C,-2.345,1.292,0.798,0.001,0.989,0.803,0.008,0.006,-5.986,6.600657798117027e-06,0.928,50.32766342163086%,1.631,64.27698516845703%,0.007,0.076,0.089,0.695,0.013,0.393,0.004,0.868,0.031,0.078,2.127,0.587,0.105,0.114,0.079,0.004,0.044,0.102,0.09,0.015,0.003,0.009,0.043,0.115,1.93,2.138,2.411,0.007,0.001,0.009,0.001,0.188,0.007,0.005,0.088,0.004,0.004,0.016,0.006,403.26,420.195,0.96,8,3,93.78,10,2,6,8,0,15,0.667,1,0,0,0,0,1,1,0,0,0.688,2.57,0.571,55.121,-1.609,0,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS50143,3,16,,None
50082,4146,CCN(Cc1ccccc1)C(=O)CNC(=O)c1cc(Br)c[nH]1,-3.282,2.924,2.851,0.434,0.001,0.01,0.001,0.005,-4.88,1.956299092853442e-05,0.995,82.23807525634766%,0.759,18.587787628173828%,0.676,0.113,0.896,0.095,0.433,0.314,0.084,0.307,0.598,0.119,4.728,0.758,0.186,0.113,0.085,0.007,0.24,0.391,0.235,0.022,0.003,0.02,0.045,0.394,2.836,3.336,5.441,0.043,0.003,0.033,0.011,0.09,0.004,0.006,0.027,0.008,0.009,0.027,0.005,363.06,319.578,1.136,5,2,65.2,8,2,6,6,0,13,0.615,0,0,0,0,0,1,1,1,1,0.828,2.162,0.25,12.0,-1.553,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS50144,4,16,,None
50084,4148,O=C(CCn1c(O)ccc1O)NC[C@H]1CCN(c2ccc(Cl)cc2)C1,-2.817,2.522,1.544,0.635,0.99,0.017,0.986,0.989,-5.393,7.821723556844518e-06,0.097,87.60980987548828%,0.753,9.423912048339844%,0.677,0.111,0.862,0.064,0.805,0.356,0.832,0.886,0.296,0.2,3.982,0.745,0.149,0.647,0.615,0.209,0.09,0.886,0.564,0.897,0.003,0.035,0.558,0.514,3.15,3.789,4.249,0.594,0.008,0.391,0.005,0.558,0.011,0.004,0.228,0.021,0.026,0.173,0.145,363.13,352.968,1.029,6,3,77.73,7,3,6,7,0,17,0.412,1,1,0,1,0,2,1,1,2,0.737,2.865,0.389,56.44,-1.653,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS50145,4,16,,None
50105,4169,CN1C(=O)c2ccc(C(=O)NCCC3CCCC3)cc2C1=O,-4.27,2.379,2.871,0.03,0.012,0.007,0.009,0.869,-4.61,2.2929871192900464e-05,0.978,70.22378540039062%,0.753,36.591949462890625%,0.637,0.658,0.525,0.142,0.54,0.74,0.338,0.369,0.494,0.12,2.867,0.235,0.029,0.205,0.48,0.01,0.395,0.049,0.151,0.035,0.003,0.055,0.015,0.306,3.147,3.843,3.946,0.012,0.003,0.416,0.228,0.247,0.005,0.027,0.185,0.016,0.051,0.127,0.055,300.15,309.464,0.97,5,1,66.48,5,3,9,5,0,18,0.278,0,0,0,0,0,0,2,0,0,0.867,2.054,0.471,40.8,-0.884,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS49832,4,16,,None
50122,4186,COc1ccccc1CNC(=O)Cn1c(O)c(C)n(-c2ccc(C)cc2)c1=O,-2.575,2.522,2.224,0.051,0.464,0.005,0.009,0.064,-4.756,2.849872362276073e-05,0.818,90.83155059814453%,0.491,4.506272315979004%,0.093,0.216,0.31,0.677,0.698,0.732,0.458,0.298,0.651,0.897,4.411,0.889,0.038,0.376,0.513,0.022,0.015,0.093,0.086,0.141,0.003,0.015,0.052,0.736,2.68,3.952,3.807,0.01,0.005,0.32,0.008,0.132,0.008,0.006,0.067,0.008,0.006,0.04,0.016,381.17,390.526,0.976,7,2,85.49,7,3,6,7,0,19,0.368,0,0,0,0,0,0,1,0,2,0.686,2.265,0.238,19.0,-1.439,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS50159,4,16,,None
50123,4187,Cc1ccc(C(=O)N(C)Cc2ccc(C(=O)NC3CC3)cc2)c(O)c1,-4.197,2.817,3.13,0.124,0.483,0.007,0.005,0.058,-4.764,8.048766176216304e-06,0.782,91.44029998779297%,0.697,10.53197193145752%,0.369,0.596,0.538,0.066,0.762,0.661,0.217,0.718,0.708,0.231,3.221,0.375,0.457,0.302,0.582,0.011,0.485,0.122,0.122,0.059,0.003,0.012,0.025,0.386,3.123,3.843,4.967,0.111,0.007,0.355,0.04,0.355,0.007,0.382,0.226,0.027,0.038,0.422,0.064,338.16,356.079,0.95,5,2,69.64,7,3,6,5,0,17,0.412,0,0,0,0,0,1,1,0,2,0.881,1.927,0.3,40.154,-1.34,1,0,0,0,Accepted,Rejected,Accepted,Accepted,EOS50160,3,16,,None
50129,4193,NC(=O)c1ccccc1OCC(=O)N1CCOCC1,-1.536,0.258,-0.156,0.001,0.085,0.015,0.676,0.152,-5.317,2.330007191631012e-05,0.969,44.660099029541016%,0.716,53.78133773803711%,0.035,0.103,0.038,0.076,0.038,0.415,0.004,0.228,0.018,0.271,5.786,0.388,0.319,0.076,0.683,0.059,0.022,0.007,0.139,0.227,0.003,0.084,0.011,0.212,1.682,2.195,2.726,0.124,0.038,0.173,0.006,0.267,0.009,0.004,0.524,0.013,0.017,0.034,0.011,264.11,260.263,1.015,6,2,81.86,5,2,6,6,0,14,0.357,0,0,0,0,0,1,0,0,0,0.831,1.836,0.385,26.889,-1.73,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS50166,4,16,,None
50130,4194,O=C(CNC(=O)c1ccc(Cl)cc1Cl)NC[C@H]1CCCO1,-3.294,2.489,2.044,0.626,0.115,0.003,0.001,0.015,-4.741,4.103292667423375e-05,0.971,92.94316101074219%,0.911,5.146297931671143%,0.638,0.116,0.609,0.475,0.168,0.065,0.02,0.183,0.29,0.177,5.039,0.318,0.538,0.329,0.282,0.049,0.361,0.711,0.432,0.118,0.003,0.015,0.038,0.393,3.189,3.709,4.304,0.085,0.003,0.049,0.009,0.197,0.005,0.007,0.164,0.015,0.013,0.025,0.016,330.05,299.191,1.103,5,2,67.43,7,2,6,7,0,13,0.538,1,0,0,0,0,2,1,1,1,0.867,2.398,0.429,40.8,-1.715,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS50167,4,16,,None
50136,4200,C[C@]1(O)[C@@H]2CN(Cc3ccccc3)C[C@H]1CS(=O)(=O)C2,-2.11,1.053,0.44,0.029,0.019,0.351,0.951,0.601,-5.875,1.644413532631006e-05,0.974,48.167049407958984%,1.221,65.0136947631836%,0.035,0.099,0.036,0.876,0.018,0.046,0.638,0.313,0.028,0.896,10.35,0.418,0.278,0.267,0.167,0.017,0.32,0.038,0.93,0.108,0.108,0.325,0.96,0.371,2.911,3.376,3.683,0.03,0.021,0.005,0.003,0.188,0.255,0.045,0.237,0.011,0.068,0.013,0.013,295.12,290.294,1.017,4,1,57.61,2,3,8,5,0,18,0.111,3,0,0,0,0,0,0,0,0,0.881,4.177,0.6,68.083,-0.585,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS50173,4,16,,None
50142,4206,CC[C@H](C)n1c(SCC(=O)NCCC#N)nnc1-c1ccccc1,-2.266,2.059,1.665,0.002,0.25,0.008,0.003,0.003,-4.666,3.4583801607368514e-05,0.975,75.37303924560547%,1.707,15.284244537353516%,0.246,0.195,0.488,0.072,0.259,0.325,0.036,0.081,0.769,0.498,7.51,0.673,0.027,0.209,0.441,0.08,0.021,0.888,0.787,0.809,0.004,0.049,0.975,0.512,2.951,3.781,4.611,0.018,0.004,0.03,0.238,0.129,0.037,0.277,0.521,0.006,0.011,0.083,0.043,343.15,346.667,0.99,6,1,83.6,9,2,6,7,0,13,0.692,1,0,0,0,0,0,0,0,1,0.588,2.756,0.412,24.0,-2.424,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS49839,4,16,,None
50161,4225,COc1ccccc1CNC(=O)c1ccc(OC)c(OC)c1,-3.049,2.555,2.29,0.389,0.127,0.004,0.005,0.122,-4.705,2.353303170821164e-05,0.657,89.20441436767578%,0.742,5.51241397857666%,0.746,0.888,0.762,0.889,0.321,0.629,0.277,0.909,0.757,0.337,8.601,0.864,0.532,0.227,0.239,0.088,0.018,0.016,0.146,0.045,0.003,0.036,0.03,0.676,3.139,3.79,5.287,0.066,0.019,0.435,0.22,0.106,0.009,0.003,0.162,0.205,0.008,0.078,0.022,301.13,313.178,0.962,5,1,56.79,7,2,6,5,0,13,0.538,0,0,0,0,0,0,3,0,0,0.891,1.553,0.235,12.0,-1.003,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS49852,4,16,,None
