,Molecule,Score,admet_smiles
257,EOS3035,-7.852,Cc1cc(=NC(=O)NC2CC(C)(C)NC(C)(C)C2)n(C(C)C2CC2)[nH]1
258,EOS3044,-6.876,CCc1csc(CNC(=O)C(CC)Nc2cccc(OC)c2)n1
259,EOS3046,-7.662,CC1=C(C(=O)N2CCCCC2CCc2ccccn2)OCCO1
260,EOS2824,-6.836,CC(=O)NCCCC(=O)NCc1ccc2[nH]cnc2c1
261,EOS2830,-8.182,Cc1ccccc1C(CNC(=O)c1ccc(=O)n(C)c1)N1CCC(C)CC1
262,EOS2833,-7.113,CNC(=O)CCC(C)(C)NC(=O)N(C)Cc1ccc(C(F)(F)F)cc1
263,EOS3053,-6.513,Cc1[nH]nc(CN2CCC(N)CC2)c1Cl
264,EOS2836,-7.397,CCCCN(Cc1ccco1)C(=O)N[C@H]1CC2C(=O)NCC(=O)N2C1
265,EOS3056,-7.359,Cc1nnsc1CN(C)C(=O)Cn1nc(C)c(Cl)c1C
266,EOS3396,-7.937,O=C(NCc1ccc(C(F)(F)F)cc1F)C1CCC[C@H](O)C1
267,EOS3060,-8.638,CCc1c(C)cc(C(=O)N[C@H]2CCOC[C@H]2C2CCOCC2)c(=O)n1C
268,EOS2847,-6.895,Cc1ccnc(CC(C)N(C)C(=O)NCC(C)(C)CN(C)C)c1
269,EOS2849,-6.453,COC(C(=O)N(C)CCN1CCCC1)c1ccccc1
270,EOS2851,-6.954,CCCC[C@@H]1CC1C(=O)NCCc1cccc(=O)[nH]1
271,EOS2854,-6.265,CCCCNC(=O)CN(C)Cc1nc2ncccn2n1
272,EOS3400,-6.306,OCCN(Cc1ccccc1)C[C@@H]1[C@H]2CNC[C@H]21
273,EOS2855,-11.176,CCC(C)(CCNC(=O)N1CCCNC(=O)C1)c1ccccc1OC
274,EOS3075,-7.809,CCCC1CCc2sc(C(=O)N3CC4(CNC(=O)N4)C3)cc2C1
275,EOS2857,-7.057,O=C(NCCc1ccc(Cl)cc1)NC[C@@H]1CCNC[C@H]1O
276,EOS2858,-7.575,Cc1ccccc1CC1(NC(=O)NCC(O)CN2CCCCC2)CC1
277,EOS3402,-8.084,C#CCNC(=O)C(NC(=O)c1cc(-c2ccc(CC)cc2)[nH]n1)C(C)O
278,EOS2860,-6.236,Cc1nc(CNCCCN2CCCC(O)C2)n(C)c1C
279,EOS3403,-7.272,CNC(=O)CN(C)C(C)c1cc(-c2ccccc2)[nH]n1
280,EOS3085,-8.003,CCC1(CNC(=O)NC(Cc2ccc(O)cc2)C(N)=O)CCC1
281,EOS3086,-6.884,Cc1ccc(Cl)c(OCCN2CCOC(CCN)C2)c1
282,EOS2870,-7.134,CC(C)N1CCCC(CN(C)C(=O)c2cncnc2)C1
283,EOS3091,-12.68,Cc1nc2cc(CNC(=O)N3CCCC4(CC3)CNC(=O)O4)ccc2n1C
284,EOS2876,-7.802,CCCCN1CCn2nc(CNC(=O)C(N)Cc3ccc(O)cc3)cc2C1
285,EOS3095,-8.358,O=C(NCC(c1ccccc1)C1CCCC1)c1cccc(=O)[nH]1
286,EOS3096,-10.212,Cc1nc(CN2CCOCC(CN(C)C)C2)n(C)c1C
287,EOS2886,-7.502,Cc1ccc(C(=O)NC(C)C)cc1NC(=O)C1CCCN1
288,EOS2890,-7.982,CC(=O)Nc1ccccc1NC(=O)CN(C)CC1(CO)CCCC1
289,EOS3103,-12.417,CC(=O)NCCC(=O)N1CCOc2c(O)cc(-c3cccc(Cl)c3)cc2C1
290,EOS2892,-12.03,CC(C)Oc1ccc(CCNC(=O)c2cc3n(n2)CC(O)CNC3=O)cc1
291,EOS3412,-7.119,O=C(N[C@H]1CC[C@H](O)CC1)C1CC12CCNCC2
292,EOS3108,-7.774,O[C@@]12CCOC[C@@H]1CN(CCCc1ccco1)[C@H]1CCOC[C@H]12
293,EOS3111,-7.384,O=C(CCc1[nH]c(=O)[nH]c1O)N[C@H](CO)CC1CCCCC1
294,EOS2899,-11.972,Cc1cnc(C)c(-c2cc(O)c3c(c2)CN(C(C)C(N)=O)CCO3)n1
295,EOS3416,-8.151,CN1CC[C@@H](NC(=O)NCC2(O)CCCCC2)[C@@H](Cc2ccccc2)C1
296,EOS2913,-6.699,CCCN(CC1CC1)C(=O)CC1COc2ccc(C(=O)N(C)C)cc2N1C
297,EOS2914,-8.148,CC(CN(C)Cc1ccc(-c2ccc3c(c2)C(=O)OC3)o1)N1CCOCC1
298,EOS3129,-6.459,CCCCN(CCCCO)C(=O)c1ccc2nc(C)cn2c1
299,EOS2917,-7.322,CCc1ccc(CN(C)C(=O)NCc2ccccc2CN(C)C)nc1
300,EOS3131,-6.96,CCC(C(=O)Nc1cc(NC(=O)COC)ccc1C)N(C)C
301,EOS3133,-7.076,CCCN(CCO)Cc1cc(=O)c2cc(C(N)=O)ccc2[nH]1
302,EOS2921,-7.208,CN(C)C(=O)CC(O)c1cc2n(n1)CCN(Cc1ccc(N(C)C)nc1)C2
303,EOS3420,-8.176,CN1CCN(CC2(CNC(=O)C(C)(Nc3ccccc3)c3ccccc3)CC2)CC1
304,EOS3138,-7.531,Cc1ccc2[nH]c(COCC(=O)NCC3COCCO3)nc2c1
305,EOS3142,-6.646,NCCOc1ccc(Cl)cc1C(=O)NCCn1cccc1
306,EOS2928,-6.052,CCc1ccccc1OCCN(CC)C(=O)c1cc(C)c(C)n(C)c1=O
307,EOS3146,-7.146,COc1cccc(C(=O)N2Cc3ccccc3C(O)C2)c1OCCCN
308,EOS3147,-7.49,CC(C)C(CNC(=O)c1c[nH]c(=O)c(Cl)c1)N1CCCC1
309,EOS2932,-6.686,CSCCN1CCN(C(=O)CCc2ccc(O)cc2)CC1
310,EOS3151,-7.198,CCCc1cc(N2CCC(NCCOC(C)C)CC2)nc(C)n1
311,EOS2935,-6.902,CCC1C=CCN1C(=O)Nc1c(C)cc(C)cc1C
312,EOS2937,-6.3,CC(C)C(CNC(=O)CCc1n[nH]c(Cl)n1)N(C)C
313,EOS2942,-7.65,COc1ccccc1OCc1nc(C(C)(C)N)n(CC(C)(C)O)n1
314,EOS2944,-5.887,COCCN(C)CC(=O)NC(C)Cc1cccc(C)n1
315,EOS3161,-6.645,Cc1nnc(CCNC(=O)CNC(=O)N(C)C)s1
316,EOS3163,-7.184,Cc1cccc(OC2CN(C(C)Cn3nc(C)cc3C)C2)c1
317,EOS2949,-8.221,CNC(=O)C1CC[C@@](C)(C(=O)N2CC(n3cccn3)C2)C1(C)C
318,EOS2950,-6.697,COCC(C)(C)N(C)C(=O)CC(c1ccccc1)c1ccco1
319,EOS3165,-7.348,CC(=O)c1cc(-c2cccc(C(=O)N(C)CCCN(C)C)c2)ccc1O
320,EOS2952,-9.305,O=C1N(CCC2CCCCC2)CCCC12CCN(Cc1cc(=O)[nH]c(=O)[nH]1)C2
321,EOS3173,-6.867,CN(CC(C)(C)CO)c1ccc2ccccc2n1
322,EOS2963,-8.747,Cc1cccc2nc(C(=O)N[C@H]3[C@H]4CCO[C@H]4[C@@H]3N3CCCC3)c(F)n12
323,EOS3180,-11.382,CC(C)Cc1cc(C(=O)N2CCCN(C(=O)CCc3[nH]c(=O)[nH]c3O)CC2)[nH]n1
324,EOS3434,-7.317,CNC(=O)C1CCC(CNC(=O)c2ccc(SCCO)cc2)CC1
325,EOS2974,-8.463,Cc1ccccc1[C@@H]1C(C(=O)N(C)CCCC2CCCC2)OCC(=O)N1C
326,EOS3187,-6.882,CCCc1nc(C)c(CNC(=O)Cn2ccc(C3CCCNC3)n2)s1
327,EOS2983,-8.115,Cc1c(-c2ccccc2C(=O)N(C(C)C)C(C)C)c(=O)n(C)c(=O)n1C
328,EOS3198,-7.451,O=C(N[C@H]1CNCC[C@H]1O)c1ccc2[nH]nnc2c1
329,EOS2992,-8.385,O=C(CCC(F)(F)F)NCc1cc(-c2ccccc2)[nH]n1
330,EOS3442,-7.825,O=C(CC1C=CCC1)NCc1ccc2[nH]c(=O)[nH]c2c1
331,EOS2996,-11.998,Cn1nc2c(c1C(=O)N1CCCN([C@H]3COC[C@@H]3O)CC1)CCCC2
332,EOS3212,-7.277,CCO[C@H]1CN(C(=O)c2ccc(NS(=O)(=O)CC)cc2)C[C@@H]1O
333,EOS3214,-6.692,CCC(C)(C)NC(=O)CSc1nnc(CNC)n1C
334,EOS3218,-7.228,O=C(c1c[nH]nn1)N1CCC(c2cc[nH]n2)CC1
335,EOS3223,-7.446,COc1cccc(-c2ccc(C(C)(C)C(N)=O)cc2)c1
336,EOS3012,-6.222,CC(C)CN1CCN(C(=O)COC(C)C)C(C)C1=O
337,EOS3230,-8.775,Cn1nc(-c2cccc(C(=O)N3CCC(N4CCCCC4)CC3)c2)ccc1=O
338,EOS3234,-8.063,COc1cccc2c1OCC(NC(=O)CCc1c(C)nn(C)c1C)C2
339,EOS3452,-7.094,Cc1ccccc1CSCC(=O)N1CCN(C)C(CCO)C1
340,EOS3240,-8.983,Cc1ccc(C2(C(=O)N3C[C@H](O)[C@@H](N4CCN(C)CC4)C3)CC2)cc1
341,EOS3245,-5.598,CCCSCC(=O)N(C)CC1(C)CCN(C)C1
342,EOS3246,-8.649,Cc1sc2nc(CNC(=O)C3Cc4ccccc4CN3C)cn2c1C
343,EOS3455,-7.671,CCc1n[nH]c(CSc2nnc(C3CCCNC3)n2C)n1
344,EOS3250,-7.268,Cc1ccc(C2(C(=O)NCC3(C)COC3)CC2(C)C)cc1
345,EOS3768,-7.786,COCCCN1CCCC2(CCN(C(=O)NCc3cccc(F)c3)C2)C1=O
346,EOS3457,-6.506,CCCC(NC(=O)c1cc(Cl)cn1C)c1nccn1C
347,EOS3262,-10.151,CN(C)C(=O)CN1CCC(NCCCOC2CCCC2)CCC1=O
348,EOS3263,-7.229,CN(CC1CC1(C)C)C(=O)c1cccc2c1CCC2=O
349,EOS3461,-7.405,O=C(NCc1cc(C2CC2)[nH]n1)N(CC1CCC1)CC1CCCO1
350,EOS3267,-8.025,c1ccc(CCN2CCC(N3CC[C@H]4CNC[C@H]43)CC2)cc1
351,EOS3787,-7.511,Cc1nn(C(C)C)c(C)c1CN(C)C(=O)Cc1c(O)n(C)c(=O)n1C
352,EOS3275,-6.909,COc1ccnc(C(=O)N2C[C@H](O)[C@@H](N(C)C)C2)c1
353,EOS3791,-8.733,O=C1NCCN(C(=O)C2CCN(C3CCCC3)CC2)C1Cc1c[nH]cn1
354,EOS3793,-7.486,CCNC(=O)c1ccc(NC(=O)NCCc2nc(C)c(Cl)s2)cc1
355,EOS3465,-6.404,CCC#CCSc1nnc(CN)n1CC(C)C
356,EOS3283,-7.237,CCC(CO)NC(=O)c1ccc(-c2cc(F)ccc2C)cc1
357,EOS3468,-8.374,Cc1c[nH]c(CNC(=O)C2CCCCN2C(=O)C2CC2)c(C)c1=O
358,EOS3472,-7.31,Cc1[nH]nc2c1CN(C(=O)c1csc(C(C)C)c1)CC2
359,EOS3473,-7.36,CN(CC1CCCO1)C(=O)NCc1ccccc1CN1CCCC1=O
360,EOS3309,-6.949,CCc1c(C)nn(CCNC(=O)C(NC(C)=O)C(C)C)c1C
361,EOS3315,-8.037,CC1=NOC(C)(C(=O)N2CCN(CC(=O)N(C)C)CC2)C1
362,EOS3836,-8.597,Cc1cc(=O)cc(C(=O)N2CCC3(CCCN(C(C)C)C3=O)C2)o1
363,EOS3324,-7.907,Cc1c(NC(=O)NC[C@@H]2CCCN2)cccc1C(N)=O
364,EOS3846,-7.126,COCC[C@]1(O)CCN(C(=O)Cn2nc(C)c(C(C)=O)c2C)C[C@H]1C
365,EOS3332,-8.208,CN(Cc1ccccc1NC(=O)NCC1(O)CCNC1)C1CCCCC1
366,EOS3848,-6.962,O=C(NCCCC1CCOC1)c1c[nH]c(=O)c(Cl)c1
367,EOS3333,-7.644,O=C(CC1CCNCC1)NC1COC2(CCCCC2)C1
368,EOS3336,-9.089,Cc1cc2[nH]c(CN3CCCC(c4nnc(CO)n4C)C3)cc(=O)n2n1
369,EOS3860,-6.601,CCn1ccnc1CN(C)C1CC(C)(C)NC(C)(C)C1
370,EOS3866,-11.756,COCCN(Cc1c(C)nn(C)c1C)C(=O)C1CCC(=O)NC(=O)N1
371,EOS3870,-7.091,Cc1cccc(C(C(=O)NCCC(=O)NC2CCCCC2)N(C)C)c1
372,EOS3353,-12.585,O=C1CCC(N2CCOC3(CCN(Cc4nccs4)CC3)C2)CCN1
373,EOS3354,-7.728,NCc1ccc(C(=O)NC2CCc3c[nH]nc3C2)cc1
374,EOS3871,-6.54,COCCN(Cc1cccs1)C(=O)C1C[C@H]1c1ccccc1
375,EOS3489,-5.886,CCCc1cnc(N(C)CC2CCOC2)nc1
376,EOS3369,-8.178,COc1cccc(CCN(Cc2cccc(C)c2)C(=O)NC2CCNC2=O)c1
377,EOS3887,-7.432,CC(C)N1CCC(CN2CCN(C)C(c3ccccc3)C2)CC1
378,EOS3890,-8.209,Cc1cc(C)cc(CN2CCN(C(O)c3c[nH]c(=O)[nH]3)CC2=O)c1
379,EOS3376,-7.633,CN(CCOc1cccc(Cl)c1)C(=O)Cn1nccc1C1CCCNC1
380,EOS3892,-8.54,Cc1cc(=O)cc(C(O)NCc2cc(=O)n(C)c3ccccc23)o1
381,EOS3384,-8.902,O=C(NCC1CCCN(C(=O)c2cc3c([nH]c2=O)CCCC3)C1)C1CCC1
382,EOS3903,-8.199,Cc1[nH]c2c(C)ccc(C)c2c1CC(=O)NCCN1CCCC(C(N)=O)C1
383,EOS3904,-8.238,CN(C)Cc1nnc(C2CCN(C(=O)c3ccccc3O)CC2)n1C
384,EOS3390,-8.639,Cc1nccn1CCC(NC(=O)CCc1cccc(O)c1)c1ccccc1
385,EOS3911,-7.26,CCOCc1cc(CN2CCc3[nH]nc(C(=O)NC)c3C2)ccc1OC
386,EOS3912,-11.679,Cn1c(=O)c(CN2CCCC(O)(CO)CC2)cc2ccccc21
387,EOS3502,-7.88,CNC(=O)Cc1ccc(-c2cccc(C(=O)NC(CC(C)C)C(N)=O)c2)cc1
388,EOS3918,-7.678,NC(=O)CCNC(=O)CC1C(=O)NCCN1Cc1ccc(Cl)c(F)c1
389,EOS3504,-7.172,CCCN1CC(C(=O)NCCc2c[nH]nn2)CCC1=O
390,EOS3925,-7.945,CN(CC(=O)N1CCCC(C)(Cc2ccc3c(c2)OCO3)C1)C(N)=O
391,EOS3507,-8.155,CCOc1ncccc1C(=O)NCc1ccc2c(c1)n(C)c(=O)n2C
392,EOS4140,-7.631,COc1ccc(CN2CCNC(=O)C2CC(=O)N(C)C)cc1C
393,EOS3934,-6.266,CC(C)c1nccn1CCCc1ccccc1
394,EOS4143,-7.458,COc1ccc(CN2CCN(C3CCNC3)CC2)c(OC)c1C
395,EOS4146,-7.354,CC(c1ccon1)N(C)Cc1ccc2c(c1)OCCO2
396,EOS4153,-8.079,CCCc1cc(C(=O)NCC2COc3ccccc3C2)[nH]n1
397,EOS3950,-6.941,CCn1ncnc1CN1CCC(C(O)c2nccn2C)CC1
398,EOS3955,-7.836,Cc1cc(C)n(CC2(CNC(=O)C3CCOC(C)(C)C3)CC2)n1
399,EOS3957,-5.666,CCCOC(C)CNC(=O)c1csc(CCC)n1
400,EOS4169,-7.434,CO[C@H]1CN(C(C)C)C[C@@H]1NC(=O)Nc1ccc(C(F)(F)F)cc1
401,EOS3520,-6.877,Cc1c[nH]c(CN(C)C(=O)[C@@](C)(N)Cc2ccccc2)n1
402,EOS4177,-7.899,CN(C)C(=O)NCC(=O)NCC1CCN(c2cnn(C)c(=O)c2)C1
403,EOS4180,-6.505,COc1ccc(C(=O)NC2CCOC2)c(OC)c1
404,EOS3978,-8.13,COc1ccc(C(=O)CCC(=O)NC2CCOC3(CCOCC3)C2)cc1
405,EOS3522,-7.105,Cc1nc(C(F)(F)F)ncc1CN1CCCC(N)C1
406,EOS3980,-7.502,COc1ccc2cc(C(=O)N(Cc3nccn3C)C(C)C)n(C)c2c1
407,EOS3523,-6.165,COCCOCC(=O)NCc1nccn1C(C)C
408,EOS3983,-6.296,OC1(CNCCSCc2cccc(Cl)c2)CCNC1
409,EOS3986,-7.568,CCC(=O)N1CCCC(CCC(=O)NCc2ccc(OC)cc2OC)C1
410,EOS3991,-7.633,CCN1CCN(CCOc2ccccc2CN2C[C@@H]3CNC[C@@H]3C2)CC1
411,EOS4196,-8.576,Cn1ccnc1C1CCCN(Cc2cc3ccccc3n(C)c2=O)C1
412,EOS4198,-11.625,O=C1CCC(C(=O)NCCCSCc2ccco2)NC(=O)N1
413,EOS3997,-7.73,CCc1nn(C)c(Cl)c1CN1CCN(c2cccc(O)c2)CC1
414,EOS4201,-7.945,COCC(=O)N1CCCC2(CCC(=O)N(Cc3cnc(C)cn3)C2)C1
415,EOS3998,-6.747,COCCN(C(=O)c1cc(C(C)C)nn1C)C1CCN(C)CC1
416,EOS4000,-6.836,Cc1ccc(C(C(=O)N(C)CCc2cn[nH]c2)N(C)C)cc1
417,EOS4001,-7.387,Cc1ccc(C(=O)NC(CCN(C)C)c2ccccc2)c(=O)n1C
418,EOS4207,-7.885,CCS(=O)(=O)CCNC(=O)C1COc2ccccc2C1
419,EOS3532,-7.937,Cc1nnc(CN(C)C(=O)NC2CC(C)(C)NC(C)(C)C2)o1
420,EOS4008,-8.06,CCN1CCN(CCCN2CC3(CCN(C(=O)C4CCOC4)CC3)OC2=O)CC1
421,EOS3534,-6.112,Cn1c(CCN)nnc1SCCC1CCOC1
422,EOS4217,-7.634,CSCCC(=O)N1CCC(c2nnc(CN3CCOCC3)n2C)CC1
423,EOS4016,-7.781,CCc1ccc2occ(CC(=O)N[C@@H]3[C@@H]4CCO[C@@H]4[C@@H]3COC)c2c1
424,EOS4029,-6.736,CCC[C@H]1CN(Cc2snnc2C(C)C)C[C@@H]1NC(=O)COC
425,EOS4030,-6.686,CNC(=O)CN1C[C@H](C(C)C)[C@@H](NC(=O)CCc2scnc2C)C1
426,EOS4239,-7.092,COc1ccc(CN2CCNC(=O)C2CC(N)=O)c(OC)c1
427,EOS4241,-7.559,CCCCN1CC2(CCCN(C(=O)c3ccc(OC)c(C)c3)C2)CCC1=O
428,EOS4041,-7.206,CC[C@@H]1[C@H](NC(O)c2ccc(=O)[nH]n2)[C@@H]2CCO[C@@H]21
429,EOS4246,-8.33,CC1(Cc2ccc3c(c2)OCO3)CCCN(C(=O)CN2CCCC2=O)C1
430,EOS4247,-7.741,COc1cccc(OC2CN(C(=O)C[C@@H]3C[C@@H]4C=C[C@H]3C4)C2)c1
431,EOS3543,-6.692,COCC(O)CNC(=O)CCC(=O)Nc1ccc(F)c(Cl)c1
432,EOS4049,-7.316,CCn1nc(C)c(CN2CCN(CCCc3ccccc3)C(CCO)C2)c1C
433,EOS4254,-7.472,COc1ccc(CN2CCNC(=O)C2CC(=O)NCC(N)=O)cc1C
434,EOS3546,-7.411,CCC(C)(C)C(=O)N1CCCC(Cn2cc(CC(C)C)nn2)C1
435,EOS4055,-7.929,O=C(CC(c1ccccc1)c1ccccc1Cl)NCCN1CCNC1=O
436,EOS4259,-6.527,O=C(NCCSCc1ccccc1)C1CC12CCNCC2
437,EOS4057,-8.349,COc1cccc(CN2CCCC(O)(CN3CCC4(CC3)OCCO4)C2=O)c1
438,EOS4264,-8.14,CNC(C(=O)N1CCC2(CCC(=O)N(Cc3ccncc3)C2)CC1)C(C)C
439,EOS4274,-8.196,CCn1c(Cn2cccn2)nnc1C1CCN(Cc2cccc(F)c2)CC1
440,EOS4278,-8.196,COCC1(NC(=O)C2CCCN(C3CCN(Cc4ccncc4)CC3)C2)CCCC1
441,EOS4080,-7.345,COCCC(=O)NC1CC(C)(C)Cc2nc(C(C)(C)C)ncc21
442,EOS4283,-7.639,O=C(NCC1COc2ccccc2C1)N1CCCC1
443,EOS4086,-7.779,CCCNC(=O)NC1CC(=O)N(Cc2ccccc2C(F)(F)F)C1
444,EOS3558,-7.826,COc1ccc(CN(C)[C@@H]2CS(=O)(=O)C[C@H]2O)cc1Cn1cccn1
445,EOS4097,-7.902,CN1CCN(c2ncccc2CNC(=O)C[C@@H]2C[C@@H]3C=C[C@H]2C3)CC1
446,EOS4098,-7.582,CCc1nc(=O)c(CC(=O)NC2CCNCC2O)c(C)[nH]1
447,EOS4298,-8.043,Cc1cccc(=O)n1CCC(=O)N(CCc1ccccc1)Cc1ccccn1
448,EOS4300,-12.273,CN(C)C(=O)N1CCCn2nc(CNC(=O)NCc3ccc(F)cc3)cc2C1
449,EOS3562,-6.694,Cc1cnc(N2CCC(N(C)C)CC2)nc1N(C)C
450,EOS4307,-7.098,COc1ccccc1OCCCN(C)C(=O)c1cnn2c(C)cc(C)nc12
451,EOS4309,-7.835,CN(C)CC(c1ccccc1)N(C)C(=O)CC1CC(C)(C)NC(C)(C)C1
452,EOS4310,-12.397,O=C1CCC(C(=O)NCCSCc2cccc(Cl)c2)NC(=O)N1
453,EOS4311,-7.342,CN(Cc1csc(-c2ccccc2)n1)C(=O)C1CCCCN1C
454,EOS4312,-6.734,Cc1[nH]cnc1C(=O)N(C)CCC(O)c1ccccc1
455,EOS4109,ERROR,O=C(Cn1cc(NC(=O)CSc2ccccc2)cn1)NC[C@H]1C[C@H]2C=C[C@H]1C21CC1
456,EOS4111,-7.441,CCn1nc(C(=O)N2CCCCC2)c2c1CCC(O)C2
457,EOS3566,-6.955,CCC(NC(=O)N1CCc2[nH]ncc2C1)c1cccs1
458,EOS4116,-8.169,O=C(CCC1(Cc2ccco2)CCC(=O)N1)NCc1cccc(F)c1
459,EOS4322,-10.327,Cc1ccc(C(NC(=O)CCN2CCCCCC2=O)c2ccncc2)cc1
460,EOS4123,-8.012,CC(=O)N[C@@H]1c2ccccc2C2(CCNCC2)[C@H]1OCc1ccncc1
461,EOS4331,-11.345,O=C(CO)NCc1cc2n(n1)CCCN(C(=O)C1CCC1)C2
462,EOS4333,-7.936,CCCNC(=O)N1CCC2(CCC(=O)N(Cc3cccnc3)C2)CC1
463,EOS3573,-12.772,Cc1cnc2c(C(=O)N3CCCN(CC4=CC[C@H]5C[C@@H]4C5(C)C)CC3)cnn2c1
464,EOS4498,-7.776,Cc1ccc(CN(C)CC(=O)NCC2CC(=O)N(C)c3ccccc32)cc1
465,EOS4499,-7.902,CCN1CC2(CCCN(CC(=O)NCc3ccccc3C)C2)CCC1=O
466,EOS4343,-8.174,Cc1nc(CNC(=O)C2CCCN(C3CCN(Cc4cccnc4)CC3)C2)cs1
467,EOS4501,-11.655,CCc1cc(CN2CCOc3ccc(Cl)cc3C2)[nH]n1
468,EOS4347,-12.103,CCCCc1nc(=NCCNC(=O)C2CCC(=O)NC(=O)N2)cc(C)[nH]1
469,EOS4509,-7.262,COc1cc(NC(=O)NCCN2CCCCC2CO)ccc1C
470,EOS4510,-7.388,CCn1c(C)nnc1SCCNC(=O)c1ccc(=O)n(C)n1
471,EOS4351,-8.881,Cc1nn(C)cc1CNC(=O)C1CCCN(C2CCN(Cc3cccnc3)CC2)C1
472,EOS4512,-7.826,CCCc1cc(CN(C)C(O)c2cc(O)n(-c3ccc(C(C)C)cc3)c2)[nH]n1
473,EOS4514,-7.352,Cc1cnc(CN2CC3(CCCN(C(=O)CC(C)C)C3)CCC2=O)cn1
474,EOS4356,-7.454,Cn1cnnc1CCC(=O)N1CCCC(OCc2cccnc2)C1
475,EOS4358,-8.471,O=C(NCCN1CCOCC1)c1ccc2c(c1)[nH]c(=O)n2[C@H]1CC[C@H](O)CC1
476,EOS4518,-7.631,Cc1ccc(NC(=O)NCCN2CCCC(CO)C2)c(Cl)c1
477,EOS4361,-8.619,O=C(CC1C=CS(=O)(=O)C1)N1CCC(Cc2ccccc2F)CC1
478,EOS4521,-8.305,Cc1ncc(C(=O)NCCC(C)N2CCN(C)CC2)c(-c2ccccc2)n1
479,EOS4524,-7.34,Cc1ccccc1CN1CCNC(=O)C1CC(=O)NC(C)(CO)CO
480,EOS4368,-7.129,CCCCN(C(=O)CC1C(=O)NCCN1Cc1ccccc1C)C(C)C
481,EOS4525,-7.696,COc1c(C)cc(NC(=O)NCC(CO)Cc2ccsc2)cc1C
482,EOS4527,-7.13,CCOc1ccccc1CN1CCNC(=O)C1CC(=O)N(C)CCO
483,EOS4371,-7.104,COc1cc(CN2CCNC(=O)C2CC(=O)N(C)C)cc(OC)c1
484,EOS4372,-8.021,CCOCC(=O)N1CCCC2(CCC(=O)N(Cc3ccccn3)C2)C1
485,EOS4376,-6.013,COCCN(Cc1ccncc1)C(=O)CC1CCNC1
486,EOS4379,-7.7,O=C(NC1CCN(Cc2ccccn2)CC1)C1CCOC1
487,EOS4537,-7.791,CNC(=O)c1ccc(OC)c(NC(=O)N2CCC(N3CCCC3)C2)c1
488,EOS4382,-7.127,COc1cc(-c2cccc(C(=O)N(C)C)n2)cc(OC)c1OC
489,EOS4539,-7.087,CCNC(=O)c1ccnc(-c2cc(F)ccc2OC)c1
490,EOS3589,-12.573,CCN1CCC(N2CCOC3(COCCN(C(=O)c4ccccc4C)C3)C2)CC1
491,EOS4547,-7.835,CCN1CCN(CCN2CC3(CCN(C(=O)C(C)NC)CC3)OC2=O)CC1
492,EOS4390,-7.462,CNC(=O)c1ccnc(-c2cc(C)cc(OC)c2OC)c1
493,EOS4551,-7.196,COCCN(Cc1ccc(C)s1)C(=O)C1CC(=O)OC12CCCC2
494,EOS4395,-7.321,CNCCCNC(=O)CC1(Cc2ccccc2)C(=O)N(C)c2ccccc21
495,EOS4556,-7.735,CCCCN1CC2(CCCN(C(=O)CCCN3CCOCC3)C2)CCC1=O
496,EOS4557,-7.127,CCN1CC2(CCN(CCCOC)CC2)CC(c2ccccc2)C1=O
497,EOS4561,-6.976,COc1ccc(CCNC(=O)CC2CCNC2)cc1OC
498,EOS4406,-7.43,Cc1c[nH]c(CN2CCN(C)C(c3ccccc3)C2)n1
499,EOS4563,-7.601,CNCCNC(=O)C1CCCN(C2CCN(CCc3ccccc3)CC2)C1
500,EOS4564,-7.023,COc1ccc(CCN2CC(C(=O)NCCCO)CCC2=O)cc1
501,EOS4565,-7.04,CCOc1ccccc1CN1CCNC(=O)C1CC(=O)N(C)CC(C)C
502,EOS4410,-8.558,CN1CCN(Cc2nnc(C3CCN(C(=O)c4cc[nH]c4)CC3)n2C)CC1
503,EOS4418,-7.009,CN(CCCC1CCCC1)C(=O)CN1CC(Cc2ccccc2)CC1=O
504,EOS4420,-6.538,CCCSCC(=O)NCC1CCN(c2cnn(C)c(=O)c2)C1
505,EOS4424,-7.761,COc1cc(CCNC(=O)C2CCCN(C(N)=O)C2)cc(OC)c1
506,EOS4426,-8.389,Cc1ccccc1OC1CN(C(O)c2cc(O)n(-c3cccc(O)c3)c2)C1
507,EOS4427,-7.355,COc1ccc(CN2CCNC(=O)C2CC(=O)NCC(N)=O)c(F)c1
508,EOS4591,-8.307,NC(C=O)C(O)N1CCC2(CC1)CC(=O)N(Cc1ccc(Cl)cc1)C2
509,EOS4592,-8.217,CC(=O)NCCNC(=O)CC1C(=O)NCCN1Cc1ccccc1C(F)(F)F
510,EOS4596,-6.843,CCC(C(=O)N1CCC2(CCC(=O)N(Cc3ccncc3)C2)CC1)N(C)CC
511,EOS4440,-7.278,Cc1nn(CCCNC(=O)Cc2c(O)n(C)c(=O)n2C)c(C)c1Cl
512,EOS4441,-11.194,COCC(C)n1c(CCCC(=O)N2CCNC(=O)CC2)nc2cccnc21
513,EOS4600,-6.791,Cc1ccc(C(CNC(=O)CCc2scnc2C)N2CCOCC2)o1
514,EOS4601,-7.673,CCN1CC2(CCN(C(=O)CNC)CC2)CC(c2ccccc2)C1=O
515,EOS4607,-7.718,CCOc1ccc(CN2CCNC(=O)C2CC(=O)N2CCN(C)CC2)cc1
