,Molecule,Score,admet_smiles
516,EOS4453,-7.249,CCc1ncc(C(=O)N2CCC(F)(F)CC2)cn1
517,EOS4457,-10.351,CN(C)CC1COCCN(C(=O)c2ccc(F)cc2O)C1
518,EOS4458,-7.451,COCCN(Cc1cnn(C)c1)C(=O)C1COc2ccccc2C1
519,EOS4459,-8.359,Cc1ccccc1COC1CN(C(=O)Cc2c(O)n(C)c(=O)n2C)C1
520,EOS3615,-7.384,O=C(CN1CCOC(C2CC2)C1)NCCc1cccc(Cl)c1
521,EOS4464,-7.868,Cn1c(CO)nnc1C1CCCN(Cc2ccc(Cl)c(Cl)c2)C1
522,EOS4465,-8.775,O=C(NCCc1ccccc1)c1ccc2c(c1)[nH]c(=O)n2[C@H]1CC[C@H](O)CC1
523,EOS4623,-7.462,COc1ccc(CN2CCNC(=O)C2CC(=O)NCC(N)=O)c(OC)c1
524,EOS4467,-6.345,CCc1cc(=N[C@H](CO)CC(C)C)n2[nH]ccc2n1
525,EOS4627,-8.339,Cc1cccc2nc(C(=O)N[C@H](C)[C@@H](O)c3ccc(O)cc3)c(F)n12
526,EOS4629,-6.986,CCOc1ccccc1CN1CCNC(=O)C1CC(=O)N(C)C
527,EOS4470,-7.515,CCCOCC(=O)N1CCC2(CC1)CC(c1ccccc1)C(=O)N(CC)C2
528,EOS4474,-7.106,Cc1cc2occ(CC(=O)NCCN3CCCCC3CO)c2cc1Cl
529,EOS3619,-7.643,CC(C(=O)NCc1cccc(CO)c1)c1ccc(O)cc1
530,EOS4482,-7.373,Cn1cnc2cc(C(=O)N(CCC(N)=O)CCc3ccccc3)ccc21
531,EOS4483,-8.189,CC1CCC(=O)N1c1cccc(NC(=O)NCCCOC2CCN(C)CC2)c1
532,EOS4484,-11.75,COCCCN(Cc1ccc(F)cc1)C(=O)C1CCC(=O)NC(=O)N1
533,EOS4644,-7.538,CCCN1CCN(C(=O)c2ccncc2)[C@H]2CS(=O)(=O)C[C@H]21
534,EOS4488,-7.18,Cc1c(Cl)c(C(=O)NCCN(C)CCc2ccccc2)nn1C
535,EOS3623,-7.873,CCCn1cnnc1CN(C)C(=O)C1CCc2ccccc2C1
536,EOS4490,-8.489,CN1C(=O)CC(CNC(=O)CN2CCOC2=O)c2ccccc21
537,EOS4651,-8.334,CN(C)CCN1C(=O)CCC1CCNC(=O)Nc1cccc(-c2ccco2)c1
538,EOS4652,-7.7,COCCCNC(=O)CC1C(=O)NCCN1Cc1ccc(Cl)c(F)c1
539,EOS4857,-6.602,CCn1nc(CC(C)C)cc1C(=O)N1CCCC(CSC)C1
540,EOS4655,-8.424,O=C(CCc1[nH]c(=O)[nH]c1O)NCCN1CCC(c2ccccc2)CC1
541,EOS3627,-8.49,Oc1ccc(C(O)N2CCN(C3Cc4ccccc4C3)CC2)[nH]1
542,EOS4659,-7.061,Cc1ccc(C(=O)N2C[C@H](CO)[C@H](CN(C)CCN(C)C)C2)cc1O
543,EOS4660,-8.253,Cc1ccccc1CN1CCNC(=O)C1CC(=O)NCC(N)=O
544,EOS4866,-8.57,Cc1nn(C(C)C)c(C)c1CNC(=O)C1COc2ccccc2C1
545,EOS4666,-6.756,CCn1cc(C(O)NCCCc2ccc(OC)cc2)cc1O
546,EOS3631,-6.753,CCOc1ccc(CN2CCC(CC(=O)NC)C2)c(OCC)c1C
547,EOS4877,-8.752,CN(C)C(=O)CN1CCCC(N2CCN(Cc3ccc4c(c3)OCO4)CC2)C1
548,EOS3632,-7.137,COCCn1ccnc1CNCC1(c2ccccc2)CC1(C)C
549,EOS4676,-8.938,CC(C)(C)NC(=O)N1CCC2(CCC(=O)N(Cc3ccccn3)C2)CC1
550,EOS4677,-8.558,CC(C)(C)NC(=O)N1CCC2(CCC(=O)N(Cc3cccnc3)C2)CC1
551,EOS4881,-8.401,COc1ccc(CN(C)C(=O)c2cc(=O)n(C)c(=O)n2C)c2cccnc12
552,EOS4680,-8.115,COc1ccc2c(c1)OCC(C(=O)NCc1nc(C)c(C)s1)C2
553,EOS4681,-8.149,CC(C)c1nc(CNC(=O)C2COc3ccccc3C2)cs1
554,EOS3635,-11.055,NC(=O)N1CCCC1C(=O)NCC1(N2CCOCC2)CCCCCC1
555,EOS4889,-7.652,CCC(CO)(CO)NC(=O)CC1C(=O)NCCN1Cc1ccccc1C
556,EOS4890,-12.656,O=C(C1CCCCn2nnnc21)N1CCCC1c1ccccc1
557,EOS4891,-7.138,COc1ccc(CN2CCNC(=O)C2CC(=O)NCC(C)C)c(C)c1C
558,EOS4689,-8.181,CCc1c(C)cc(C(=O)NC2C=CS(=O)(=O)C2)c(=O)n1C
559,EOS3638,-7.542,CCCCc1nn(CC(=O)N2CCNC(=O)C2)c(=O)n1CCc1ccccc1
560,EOS4897,-7.605,COc1ccc(CN2CCNC(=O)C2CC(=O)N(C)C(C)C)c(C)c1C
561,EOS4695,-7.247,CN1CC(CNC(=O)CCCC(=O)c2ccccc2)OCC1=O
562,EOS4696,-7.526,CCC(=O)Nc1ccc(OCC(=O)NCc2snnc2C(C)C)cc1
563,EOS4903,-7.113,COc1ccc(CN2CCNC(=O)C2CC(=O)NC(C)C)c(OC)c1
564,EOS4702,-7.873,Cn1cc(C(=O)N[C@H]2CCCN(Cc3ccccc3)C2)ccc1=O
565,EOS4905,-7.471,Cc1cc(S(=O)(=O)N2CCC(CCC(=O)NCCN(C)C)CC2)n(C)n1
566,EOS4910,-7.36,COc1ccc(CN(C)Cc2[nH]nc3c2CCCC3)cn1
567,EOS4911,-7.848,Cc1ccccc1CN(CCO)C(=O)c1ccc(C(C)C)n(C)c1=O
568,EOS4709,-7.488,CN(CCC(C)(C)O)C(=O)CC1C(=O)NCCN1Cc1ccc(F)cc1
569,EOS4710,-8.32,CCOCCn1c(=O)[nH]c2cc(C(=O)N3CCC(C(N)=O)CC3)ccc21
570,EOS4711,-7.35,Cc1ccccc1CN1CCNC(=O)C1CC(=O)N(CCO)CCO
571,EOS4712,-6.909,COCCNC(=O)c1ccc2c(c1)N(C)C(CC(=O)NC(C)(C)CO)CO2
572,EOS4916,-8.307,COc1nc(C)c(C(=O)N2CCC(Oc3ccccc3OC)CC2)s1
573,EOS4918,-7.421,CCn1c(C)nnc1SCCNC(=O)C1CSC(C)(C)C(=O)N1
574,EOS4718,-8.191,CC(C)(O)CCc1cccc(C(=O)N2CCC(O)(c3ccc(F)cc3)CC2)c1
575,EOS4719,-6.912,COc1ccc(CC(=O)NC2CCOC2)cc1OC
576,EOS4922,-7.553,CS(=O)(=O)CC1CCCN(Cc2ccc3c(c2)OCCO3)C1
577,EOS4923,-6.327,CN(CCCOc1ccc(Cl)cc1)C(O)c1cc(O)n(C2CC2)c1
578,EOS4926,-8.036,CCN(C)C(C)C(=O)N1CCC2(CCC(=O)N(Cc3cccnc3)C2)CC1
579,EOS4927,-7.108,CCOc1c(CN(C)C(=O)C(c2ccc(F)cc2)N(C)C)cccc1OC
580,EOS4727,-7.059,CCOc1ccccc1CN1CCNC(=O)C1CC(=O)NC
581,EOS4733,-7.663,CCOCCn1c(=O)[nH]c2cc(C(=O)N3CCC(NC(C)=O)CC3)ccc21
582,EOS4734,-7.454,COc1ccc(CN2CCNC(=O)C2CC(=O)NCC(C)C)c(OC)c1
583,EOS4936,-7.573,CCn1c(CN(C)C)nnc1C1CCN(Cc2cccc(O)c2)CC1
584,EOS4941,-8.26,Cc1cc(C)n(CCNC(=O)C2CCN(C3CCS(=O)(=O)C3)CC2)n1
585,EOS4741,-12.186,CC(C)CCOc1cccc(CCNC(=O)C2CCC(=O)NC(=O)N2)c1
586,EOS4945,-7.651,CCN1CC2(CCN(C(=O)NC(C)C)CC2)CC(c2ccccc2)C1=O
587,EOS4946,-7.363,CCN(C)CC(=O)N1CCC(c2nnc(CN3CCC(O)CC3)n2C)CC1
588,EOS4742,-7.325,COc1ccc(CN2CCNC(=O)C2CC(=O)N(C)C(C)C)cc1C
589,EOS4745,-6.863,CCNC(=O)CC1C(=O)NCCN1Cc1ccc(OC)c(C)c1C
590,EOS4950,-8.029,CC(C)CCN1CCNC(=O)C1CC(=O)NCCc1nc(=O)cc(N)[nH]1
591,EOS4749,-6.408,O=C(NCCCCC1CCCO1)c1c[nH]c(=O)[nH]1
592,EOS4953,-7.674,Cc1ccccc1CN1CCNC(=O)C1CC(=O)N(C)CCC(C)(C)O
593,EOS4954,-6.51,CCOc1ccc(CN2CCNC(=O)C2CC(=O)N(C)CCO)cc1
594,EOS4955,-7.766,NCCCNC(=O)C1CCCN(C2CCN(Cc3ccncc3)CC2)C1
595,EOS4755,-7.255,Cc1ccccc1CSCCNC(=O)Cc1c(O)n(C)c(=O)n1C
596,EOS4756,-6.821,CCn1cc(C(O)NCCCc2ccc(F)cc2)cc1O
597,EOS4757,-7.779,CCCCNC(=O)N1CCCC2(CCC(=O)N(Cc3ccccn3)C2)C1
598,EOS4758,-7.112,CCNC(=O)N1CCCC2(CCC(=O)N(Cc3cnc(C)cn3)C2)C1
599,EOS4761,-7.024,COc1ccc(CN2CCNC(=O)C2CC(N)=O)cc1C
600,EOS4763,-8.559,CC(C)(C)NC(=O)N1CCC(N2CCCC(C(=O)NCCc3ccccc3)C2)CC1
601,EOS4965,-7.478,CCOc1ccccc1CN1CCNC(=O)C1CC(=O)NCC(N)=O
602,EOS4968,-7.519,Cc1ccccc1CN1CCNC(=O)C1CC(=O)NC(CO)(CO)CO
603,EOS4768,-7.103,CC(C)c1nnsc1CNC(=O)CCCc1cn[nH]c1
604,EOS4974,-7.472,CNC(=O)CC1C(=O)NCCN1Cc1ccc(Cl)c(F)c1
605,EOS4772,-7.439,Cc1ccccc1C(CNC(=O)C1(O)CCN(C)CC1)N(C)C
606,EOS4773,-7.74,CNC(C)C(=O)N1CCC2(CC1)CC(=O)N(Cc1ccc(Cl)cc1)C2
607,EOS3664,-9.078,O=C(CC1CCc2ccccc21)NCC1CCN(C(O)c2ccc(=O)[nH]n2)CC1
608,EOS3666,-6.524,CNC(=O)c1ccc(CNC(=O)C(C)(C)OC)o1
609,EOS4784,-7.234,Cn1c(=O)[nH]cc(CC(=O)NCC2(C)COC2)c1=O
610,EOS4989,-7.763,NCCCC(=O)N1CCCC(N2CCN(Cc3ccc4c(c3)OCO4)CC2)C1
611,EOS4786,-8.553,O=C1CCC2(CCCN(C(=O)NC3CCCC3)C2)CN1Cc1ccccn1
612,EOS3668,-7.816,Cc1ccsc1CN(Cc1ccccn1)C(=O)NCC1(C)CCN(C)C1
613,EOS4787,-10.981,Cc1c(O)cccc1C(=O)N1CCOCC(CN(C)C)C1
614,EOS4788,-7.662,COCC(C)n1c(CCCC(=O)N2CCN(C)CC2)nc2cccnc21
615,EOS4992,-7.752,CCCNC(=O)N1CCCC2(CCC(=O)N(Cc3cnc(C)cn3)C2)C1
616,EOS4789,-6.873,COc1ccc(CN(C)Cc2[nH]nc3c2CCC3)cn1
617,EOS4791,-8.013,CCNC(=O)N1CCCC2(CCC(=O)N(Cc3ccccn3)C2)C1
618,EOS4993,-8.179,CC(=O)c1cccc(C(=O)N2CCN(CCO)[C@@H]3CS(=O)(=O)C[C@@H]32)c1
619,EOS4994,-6.181,CCCOC(C)CNC(=O)c1ccc(=O)n(C)c1
620,EOS4792,-12.362,CN(CC(=O)N1CCOc2ccc(CO)cc2C1)C1CCS(=O)(=O)C1
621,EOS4793,-7.38,CCN(CC)C(=O)CC1C(=O)NCCN1Cc1ccc(OC)c(C)c1C
622,EOS4996,-8.23,CC(=O)c1c(C)nn(CCC(=O)NCC2COc3ccccc3C2)c1C
623,EOS4800,-7.577,CN(CCCOc1ccccc1Cl)C(=O)Cc1c(O)n(C)c(=O)n1C
624,EOS4801,-7.099,Cc1ccsc1C(CNC(=O)CCc1[nH]nc(C)c1C)N(C)C
625,EOS5004,-7.504,CCC(C)(C)C(=O)NCC1CCN(c2cnn(C)c(=O)c2)C1
626,EOS5005,-6.591,CCn1cc(C(O)NCCCc2ccccn2)cc1O
627,EOS4803,-8.366,Cc1cc(=O)n(CC(=O)N2CCCC3(CCC(=O)N(CCC(C)C)C3)C2)nc1C
628,EOS5009,-7.74,CN(CCO)C(=O)C1CCCN(C2CCN(Cc3ccncc3)CC2)C1
629,EOS3675,-11.354,CC1=NOC(C(=O)N2CCCn3nc(C(=O)NCCN(C)C)cc3C2)C1
630,EOS5018,-7.207,CCCCC1C(=O)N(C)CCN1C(=O)c1cc(=O)cc(C)o1
631,EOS4825,-7.679,CN1CCN(Cc2ccccc2OCCO)CC1c1ccccc1
632,EOS4827,-7.271,CCCCC(=O)N1CC(=O)N(c2cccc(Cl)c2)CC1C
633,EOS5032,-6.509,CN(C)CCN(CC1CCCO1)C(=O)CCc1ccncc1
634,EOS5037,-8.088,Cn1c(O)c(CC(=O)NCCCn2ccc3ccccc32)n(C)c1=O
635,EOS5038,-8.195,CN(C)C(=O)CC1C(=O)NCCN1Cc1ccccc1C(F)(F)F
636,EOS4836,-7.422,COCc1cc(CN2CCCC(CN3CCOCC3)C2)ccc1OC
637,EOS5041,-8.811,CC(=O)NC(C)(C)C(=O)N1CCC2(CC1)CC(c1ccccc1)C(=O)N(C)C2
638,EOS5043,-7.829,O=C(C[C@@H]1C[C@@H]2C=C[C@H]1C2)NCC1(c2ccccc2)CCOCC1
639,EOS3684,-11.221,Cc1cc(CN2CCNC(=O)CC2)c(C)c(CN2CCCCC2C)c1
640,EOS4842,-7.278,CCCN1CCC(CC(=O)NC(C)c2n[nH]c(=O)[nH]2)CC1
641,EOS3685,-6.77,CSCCN1CCC(NC(=O)c2cc(C(F)(F)F)[nH]n2)CC1
642,EOS4847,-6.82,CCC(CC)N(C)C(=O)CC1C(=O)NCCN1Cc1ccccc1C
643,EOS5052,-6.923,CCn1cc(C(O)NCc2cccc(SC)c2)cc1O
644,EOS5054,-7.557,COc1ccccc1CN1CCNC(=O)C1CC(=O)N(C)C
645,EOS4853,-7.705,COCCN(C)CC(=O)N1CCC2(CC1)CC(c1ccccc1)C(=O)N(C)C2
646,EOS5235,-6.926,COc1cccn(CC(=O)NCC2CCCCC2)c1=O
647,EOS3695,-6.708,CCOCCC(=O)NCCc1nccc(-c2ccccc2)n1
648,EOS5077,-7.435,CN(C)CCNC(=O)C1CCC(=O)N(Cc2cccc(C(F)(F)F)c2)C1
649,EOS5078,-7.254,CCc1c(C)cc(C(=O)N(C)C(C)Cc2ccccc2OC)c(=O)n1C
650,EOS5237,-7.957,CNCC(=O)N1CCCC(N2CCN(Cc3ccc4c(c3)OCO4)CC2)C1
651,EOS5081,-6.869,CCn1ncnc1CN(C)C(C)c1ccc2c(c1)OCCO2
652,EOS5082,-7.229,CCCCN(Cc1ccc(Cl)cc1)C(=O)c1ccc(C)n(CC)c1=O
653,EOS5253,-8.083,Cn1c(O)c(CC(=O)NCc2cccc(Cl)c2F)n(C)c1=O
654,EOS3702,-7.964,Cc1cccc(=O)n1CCC(=O)N1CCNC(=O)C1Cc1ccccc1
655,EOS5091,-8.235,Cn1c(O)c(CC(=O)NCc2csc3c2CCCC3)n(C)c1=O
656,EOS5097,-7.193,CCN(CCc1nc2cc(OC)ccc2[nH]1)C(=O)C1CCOC1
657,EOS5099,-7.116,Cn1c(O)c(CC(=O)N(Cc2ccsc2)C2CCCC2)n(C)c1=O
658,EOS5107,-6.937,CSc1ccc(C)c(C(=O)N2CCC[C@H](N(C)C)C2)c1
659,EOS5286,-7.672,CC(C)NC(=O)CCNC(=O)C1CCCN1C(=O)c1ccccc1O
660,EOS5288,-5.886,CN(Cc1cccnc1)C[C@H]1CCCNC1
661,EOS5290,-7.22,CO[C@@H](C)CCNC(=O)CCCc1nc(=O)c2ccccc2[nH]1
662,EOS5125,-7.565,COC[C@]1(C(=O)N2CCC(c3c[nH]nc3C)CC2)CCOC1
663,EOS5129,-6.341,Nc1cccc(CN(CCO)Cc2ccccc2)c1
664,EOS3716,-7.776,CN(C)C[C@]1(O)CCCN(C(=O)Nc2cccnc2N2CCCC2)C1
665,EOS5139,-5.442,CN(Cc1cn2ccsc2n1)CC(C)(C)O
666,EOS5312,-6.883,O=S1(=O)CC[C@H](CN2CCC(c3nccs3)CC2)C1
667,EOS5313,-7.459,Cc1ccc(C(=O)NCCNC(=O)C2CC23CCCC3)cc1
668,EOS3721,-7.799,Cc1ccc(C(=O)NCc2ccc(N3CCOCC3)nc2)cc1
669,EOS3722,-6.503,COc1cc(C)sc1C(=O)N(C)CCc1ccncc1
670,EOS5322,-6.954,Cc1ccccc1OCCN(C)C(=O)[C@@]1(C)CCNC1
671,EOS5339,-8.322,Cc1ccc(CNC(=O)Cn2c(=O)n(C)c3ccccc32)cc1F
672,EOS5171,-7.652,CC(=O)NC[C@H]1CCCN(Cc2ccc3c(c2)OCCO3)C1
673,EOS5353,-7.41,C[C@H](NC(=O)NCCc1ccccn1)C1=CCN(C)CC1
674,EOS5366,-8.144,CC(C)(C(=O)N[C@H]1CCC(=O)NC1(C)C)c1ccc(Cl)cc1
675,EOS5211,-7.425,CCNC(=O)NC(=O)CSc1nnc2ccccn12
676,EOS5220,-7.698,CCOc1ccc(C(C)(C)C(=O)N[C@H]2CCC(=O)NC2(C)C)cc1OCC
677,EOS5221,-8.079,CN(Cc1nncn1C)C(=O)C1C[C@]12CCOc1ccccc12
678,EOS5393,-6.473,N#CCCN(CCN1CCOCC1)C(=O)NCC(F)(F)F
679,EOS5402,-7.123,CNC[C@H]1CCN(C(=O)CCOc2ccc(C)cc2Br)C1
680,EOS5595,-7.268,COc1cc(C)c(S(=O)(=O)NCC[C@H]2CCNC2)c(C)c1
681,EOS5413,-7.22,C[C@H]1CCCCN1CC(=O)Nc1sccc1C(N)=O
682,EOS3750,-5.884,Cc1nc(Cl)cc(SC[C@@H](O)CO)n1
683,EOS5613,-7.83,Cc1csc(C2CCCCN2C(=O)CCc2c(C)nn(C)c2C)n1
684,EOS5615,-6.431,CC(C)(CO)CCCNC(=O)NC[C@@]1(C)CCCS1
685,EOS5425,-7.51,COc1ccccc1CNC(=O)C[n+]1cccc(C(C)=O)c1
686,EOS5621,-7.359,O=C(Cn1ncc(Cl)c(Cl)c1=O)NCCC1=CCCCC1
687,EOS5625,-7.555,COc1cc(NC(=O)CN(C)C(=O)c2[nH]nnc2C)cc(OC)c1
688,EOS5628,-7.322,COc1ccc(CN(CC(=O)c2c(N)n(C)c(=O)n(C)c2=O)[C@@H](C)Cc2cccs2)cc1
689,EOS5450,-7.924,C[C@H](O)CN1CCN(C(=O)Cc2csc3ccccc23)CC1
690,EOS5451,-6.158,CCC(C(=O)NCc1ccnn1C)N(C)C
691,EOS5454,-7.264,CCc1csc(C2CCCN(C(=O)c3c[nH]cn3)C2)n1
692,EOS5457,-6.532,CC[C@@]1(C)COCCN1C(=O)CCNC(N)=O
693,EOS5638,-6.985,COc1cc(C(=O)NC[C@@H](CO)Cc2ccco2)cc(Cl)c1OC(C)C
694,EOS5641,-7.184,Cc1cc(C)n(C[C@@H](C)CNC(=O)c2ccc(Br)o2)n1
695,EOS5647,-7.561,C[C@@H](CNC(=O)c1ccnc(N(C)C)c1)N1CCc2sccc2C1
696,EOS5653,-6.871,C[C@@H](Cc1ccc(Cl)cc1)N(C)C(=O)CC1CCC(=O)CC1
697,EOS5665,-9.696,CC(C)C1(C)CCN(C(=O)c2cccc([C@@]3(C)NC(=O)NC3=O)c2)CC1
698,EOS5500,-11.593,Cc1cc(CN2CCCNC(=O)C2Cc2ccccc2)n(C)n1
699,EOS5502,-7.533,CC[C@@H](CNC(=O)CCN1CCOC1=O)c1ccccc1
700,EOS5700,-6.562,CCn1cc(Br)cc1C(=O)N1CCCC[C@@H]1CCN
701,EOS5701,-11.542,CC(C)C(=O)Nc1ccc(C(=O)N2CCC(N3CCCOCC3)CC2)cc1
702,EOS5513,-5.474,O=S(=O)(CC1CCOCC1)NCCCO
703,EOS5518,-7.458,CN1C[C@@H](NC(=O)N(Cc2ccncc2)Cc2cccs2)CC1=O
704,EOS5708,-6.247,CC(C)N(CC(C)(C)O)C(=O)NCc1ccc(Br)s1
705,EOS5709,-7.97,Cn1c(CN2CC[C@H](CN=c3cccc[nH]3)C2)cc(=O)n(C)c1=O
706,EOS5523,-8.2,CC(=O)N1CCN(CC(=O)N[C@@H](C)c2ccc3c(c2)OCCO3)CC1
707,EOS5715,-7.303,C[C@@H](CNC(=O)c1cc(Cl)ccn1)N1CCOCC1
708,EOS5717,-7.322,Cc1cc(C(=O)N(C)[C@H]2CCCN(Cc3ccccc3)C2)n(C)n1
709,EOS5718,-7.424,CN(C)C1CCN(CCNC(=O)C2Cc3ccccc3O2)CC1
710,EOS5533,-7.167,C[C@H](O)CN1CCN(C(=O)CCOc2cccc(Cl)c2)CC1
711,EOS5535,-7.98,CC(C)(CNC(=O)N[C@@H]1C[C@H]1c1ccccc1)C1=CCOCC1
712,EOS5724,-8.205,Cn1nnc2cc(C(=O)N3CCN(CCc4ccncc4)CC3)ccc21
713,EOS5731,-6.486,CCc1ccc(C(=O)N2CCC[C@H](C)C2)o1
714,EOS5972,-10.82,Cn1c(Cl)cnc1CN1CCCN(C(=O)C2CC=CCC2)CC1
715,EOS5544,-7.138,CC(=O)N[C@H]1CCCN(C(=O)c2ccc(CN)cc2)C1
716,EOS5733,-6.981,CCc1ccsc1C(=O)N1CCN(C[C@@H](O)CC)CC1
717,EOS5548,-6.622,CCc1ccc(CNC[C@H]2CN(C)CCO2)cc1
718,EOS5737,-11.158,CC(C)(C)[C@@H]1CCN(C(=O)C2CCS(=O)(=O)CC2)CCO1
719,EOS5738,-11.198,CCn1ccnc1CN1CCCN(C(=O)C2(C#N)CCCCC2)CC1
720,EOS5551,-8.268,Cc1ccccc1C(C)C(=O)NCC1(O)CCS(=O)(=O)CC1
721,EOS5748,-7.239,COc1cccc(COC[C@@H](O)CN2CCOC3(CCCCC3)C2)c1
722,EOS5749,-6.538,CCOC[C@@H](O)CN1CCN(C(=O)c2cscn2)CC1
723,EOS5750,-7.726,Cc1cc(C)cc(CN(C)C(=O)C2CCc3n[nH]c(=O)n3C2)c1
724,EOS5566,-6.845,CCOC[C@@H](O)CN1CCN(C(=O)c2cc(C)sc2C)CC1
725,EOS5577,-12.892,NC(=O)C1Cc2ccccc2N1Cc1nnc2n1CCOCC2
726,EOS5766,-6.525,CC(C)n1cc(Br)cc1C(=O)N1CCC[C@H](N)C1
727,EOS5769,-7.556,CC(Oc1cccnc1)C(=O)NC1(c2ccccc2)COC1
728,EOS5983,-7.78,CCc1ccc(CNC(=O)N2CCCC(c3nncn3C)C2)s1
729,EOS5586,-5.669,O=C(CN(CCO)CCCO)N1CCC[C@H]1c1cccs1
730,EOS5778,-6.1,Cc1ncc(CNC(=O)C2CC2(C)C)o1
731,EOS5789,-6.544,CC[C@H](O)CN1CCN(C(=O)c2sccc2OC)CC1
732,EOS5790,-7.88,CCc1ccc(C(=O)N2CCCC(c3nncn3C)C2)o1
733,EOS6332,-5.894,COCCN1CC[C@H](NC(=O)C(C)(C)C)C1
734,EOS5799,-7.539,CC(NC(=O)CCc1ccccc1O)C(=O)N1CCOCC1
735,EOS6341,-6.612,CC[C@@H](CNC(=O)Nc1ccc(OC)nc1)N1CCCC1
736,EOS5802,-6.033,COc1ccc(CSC[C@@H](O)CO)c(Cl)c1
737,EOS6348,-7.325,COCCN1CCN(C(C)C(=O)NCCc2ccc(F)cc2)CC1
738,EOS5808,-6.787,C[C@@H](CC#N)N(C)C(=O)CCCNC(=O)NC1CCCCC1
739,EOS6349,-8.049,COc1ccc(C(=O)N2CCCC(c3cc(C)[nH]n3)C2)nn1
740,EOS5813,-7.066,CC(C)(CCC#N)CNCCN1CCN(c2ncccn2)CC1
741,EOS5997,-6.763,COC[C@@H](O)CN(C)C(=O)NCc1cccc(N2CCCC2=O)c1
742,EOS6354,-7.9,CC(C)C1C(=O)NCCN1CCC(=O)NC(=O)NCc1ccccc1
743,EOS5998,-6.24,C[C@@H](CNC(=O)c1cnccn1)N1CCCC1
744,EOS5824,-8.418,CC(C)(CNC(=O)C1COc2ccccc2C1)N1CCOCC1
745,EOS5833,-9.207,CC(=O)c1ccccc1NCc1nnc2n(C)c(=O)c3ccccc3n12
746,EOS6376,-6.656,CCCNC(=O)CCNC(=O)CCc1ccc2c(c1)OCO2
747,EOS5845,-6.418,Cc1cc(CN[C@@]2(CO)CCOC2)nc(N(C)C)n1
748,EOS5846,-6.67,C[C@@H](CNC(=O)c1csc(Br)c1)N1CCOCC1
749,EOS6385,-6.757,CCOc1ncccc1NC(O)c1cc(O)n(C(C)C)c1
750,EOS6007,-7.57,CN(CC(=O)N[C@H]1CCS(=O)(=O)C1)Cc1ccccc1Cl
751,EOS6392,-7.601,Cn1ccnc1[C@](O)(CC(=O)NCCc1ccccn1)C(F)(F)F
752,EOS5856,-7.489,Cc1ccc(Cl)c(OCC(=O)NC[C@H]2CCS(=O)(=O)C2)c1
753,EOS6400,-7.713,CC(C)(C)NC(=O)CNC(O)c1cc(=O)[nH]c2cc(F)ccc12
754,EOS6403,-6.607,CCN(CC)[C@@H](CNC(=O)c1cc(C)on1)c1ccsc1
755,EOS5866,-7.938,O=C(NCc1ccc(COCC(F)(F)F)cc1)NCc1ccccn1
756,EOS5871,-7.265,Cn1nc(C(O)NCc2ccccc2Cl)ccc1=O
757,EOS6414,-7.307,CCOc1ccc([C@H](C)NC(O)c2ccc(=O)n(C)n2)cc1OC
758,EOS6419,-12.076,O=C(Cn1nc2n(c1=O)CCCCC2)N1CCCC(c2n[nH]c(C3CC3)n2)C1
759,EOS5879,-7.276,CC[C@H](NC(O)c1ccc(=O)n(C)n1)c1ccccc1OC
760,EOS5881,-8.021,O=C(NC(C(=O)c1ccccc1)N1CCCCC1)c1ccccc1
761,EOS5886,-7.903,CC(C)CCNC(=O)N1CCCC(c2nnc3ccccn23)C1
762,EOS5888,-7.069,CCc1ccc(C(=O)N2CCCC(C(N)=O)C2)o1
763,EOS5892,-5.853,CN(C[C@H](O)c1ccccc1)C(C)(C)CO
764,EOS6019,-5.78,Cn1cc(CNCC(C)(C)CCO)c(I)n1
765,EOS6432,-6.841,COc1ccc(CN(C)C(=O)C(N)Cc2cc[nH]n2)cc1C
766,EOS5893,-6.997,CN(CCN(C)C1CC1)C(=O)[C@@]1(c2ccccc2)CNC(=O)C1
767,EOS6452,-7.634,CN(C(=O)[C@@](C)(O)Cc1ccccc1)C1CCC(F)(F)CC1
768,EOS6453,-8.147,CC(C)n1[nH]cnc1=NC(=O)[C@]1(c2ccccc2)CCC(=O)NC1
769,EOS5919,-7.248,CC(NC(=O)N=c1cccc[nH]1)C(=O)N1CCCC1
770,EOS5920,-8.248,Cc1ccc(CNC(=O)C(C)N2CCC3(CCN3)CC2)cc1
771,EOS6458,-6.324,NC(=O)CN1CCC(CCCn2ccnc2)CC1
772,EOS6461,-7.25,CS(=O)(=O)NCCCN1CCC[C@H]1c1ccc2c(c1)OCCO2
773,EOS5931,-8.003,CC(C)C(=O)NC(C=O)C(O)Nc1cccc(-c2cccc(Cl)c2)c1
774,EOS5932,-7.459,COc1ccc(CN(C)C(=O)C2NCC23CCOCC3)cc1C
775,EOS5933,-7.972,NC(Cc1cc[nH]n1)C(=O)NCC1(CN2CCOCC2)CCCCC1
776,EOS5937,-7.673,CC(C)CCNC(=O)C1CCN(Cc2cccc3c2OCCO3)CC1
777,EOS6033,-7.69,O=C(CCN1C[C@H](O)[C@H](O)[C@H](O)C1)Nc1cccc(F)c1
778,EOS6480,-7.625,CCn1c(CCNC(=O)C2NCC23CCOCC3)nc2ccccc21
779,EOS5942,-7.632,O=C(CN1CCN(Cc2ccccn2)CC1)NC(=O)NC1CC1
780,EOS5945,-4.676,COCCCNCc1ncc(I)s1
