,Molecule,Score,admetlab_smiles
994,Cn1nc2n(c1=O)CC(C(=O)NCc1ccc3sccc3c1)CC2,-8.671,Cn1nc2n(c1=O)CC(C(=O)NCc1ccc3sccc3c1)CC2
995,Cn1c(C(=O)NCCc2c[nH]nn2)cc2cccc(Cl)c21,-8.37,Cn1c(C(=O)NCCc2c[nH]nn2)cc2cccc(Cl)c21
996,O=C(NC1CCCN(Cc2cccc(O)c2)C1)C1(N2CCOCC2)CCCCC1,-9.059,O=C(NC1CCCN(Cc2cccc(O)c2)C1)C1(N2CCOCC2)CCCCC1
997,Cc1nc2c(c(=O)n1C)CN(C(=O)C1(c3ccccc3)CC1(C)C)C2,-8.958,Cc1nc2c(c(=O)n1C)CN(C(=O)C1(c3ccccc3)CC1(C)C)C2
998,Cc1cccc2ncc(C(=O)NC3COC4(CCCCC4)C3)c(=O)n12,-9.549,Cc1cccc2ncc(C(=O)NC3COC4(CCCCC4)C3)c(=O)n12
999,CC(C)NC(=O)c1ccc(NC(=O)C(C)N2CCN(C)CC2)cc1,-8.141,CC(C)NC(=O)c1ccc(NC(=O)C(C)N2CCN(C)CC2)cc1
1000,COc1ccc(CNCCN2CCCC(CO)C2)cc1O,-7.145,COc1ccc(CNCCN2CCCC(CO)C2)cc1O
1001,Cc1cc2nc(CN(C)C(=O)CN(C)C3CCS(=O)(=O)C3)[nH]c2cc1C,-8.56,Cc1cc2nc(CN(C)C(=O)CN(C)C3CCS(=O)(=O)C3)[nH]c2cc1C
1002,CC(C)c1nccn1CCCNCc1ccccc1OCC(=O)NCC1CCCO1,-7.37,CC(C)c1nccn1CCCNCc1ccccc1OCC(=O)NCC1CCCO1
1003,Cc1c[nH]c(CN2CCCC(CNC(=O)CN3CCCC3=O)C2)n1,-7.747,Cc1c[nH]c(CN2CCCC(CNC(=O)CN3CCCC3=O)C2)n1
1004,CCn1c(C)ccc(C(=O)NCc2snnc2C)c1=O,-7.43,CCn1c(C)ccc(C(=O)NCc2snnc2C)c1=O
1005,CCN1CCN(C(=O)C2CC(=O)OC23CCCC3)CC1=O,-7.96,CCN1CCN(C(=O)C2CC(=O)OC23CCCC3)CC1=O
1006,COCCN1CCC(CNS(=O)(=O)c2cc(OC)ccc2OC)C1,-6.905,COCCN1CCC(CNS(=O)(=O)c2cc(OC)ccc2OC)C1
1007,CCOc1ccc(CNCCN2CCCCC2CO)cn1,-7.281,CCOc1ccc(CNCCN2CCCCC2CO)cn1
1008,CN(Cc1ccccc1CN1CCCC1)C(=O)CCc1[nH]c(=O)[nH]c1O,-8.018,CN(Cc1ccccc1CN1CCCC1)C(=O)CCc1[nH]c(=O)[nH]c1O
1009,COCCN1CC(CNC(=O)N2CCN(Cc3ccco3)CC2)CC1=O,-7.797,COCCN1CC(CNC(=O)N2CCN(Cc3ccco3)CC2)CC1=O
1010,COc1ccc(CN2CCn3nc(CNC(C)=O)cc3C2)cn1,-7.672,COc1ccc(CN2CCn3nc(CNC(C)=O)cc3C2)cn1
1011,Cc1cc(C)n(Cc2ccc(NC(=O)N(C)CC3CC(=O)N(C)C3)cc2)n1,-8.103,Cc1cc(C)n(Cc2ccc(NC(=O)N(C)CC3CC(=O)N(C)C3)cc2)n1
1012,CCOCCNC(=O)CC1(Cc2ccccc2)C(=O)N(C)c2ccccc21,-7.422,CCOCCNC(=O)CC1(Cc2ccccc2)C(=O)N(C)c2ccccc21
1013,Cc1cccc(OC2CCN(C(=O)c3cc(=O)cc(C)o3)CC2)c1,-8.566,Cc1cccc(OC2CCN(C(=O)c3cc(=O)cc(C)o3)CC2)c1
1014,CO[C@@]12CC[C@H](O)C[C@@H]1N(Cc1c(C)cc(C)c(CO)c1C)CC2,-7.73,CO[C@@]12CC[C@H](O)C[C@@H]1N(Cc1c(C)cc(C)c(CO)c1C)CC2
1015,CNC(=O)c1ccc(S(=O)(=O)NCCN2CCCC(C(N)=O)C2)cc1,-7.669,CNC(=O)c1ccc(S(=O)(=O)NCCN2CCCC(C(N)=O)C2)cc1
1016,CCOc1ccccc1CN1CCn2nc(C(O)CC(=O)N(C)C)cc2C1,-8.101,CCOc1ccccc1CN1CCn2nc(C(O)CC(=O)N(C)C)cc2C1
1017,COc1cccc(OCC2CCCN(C(=O)CCC(=O)Nc3cccc(O)c3)C2)c1,-8.783,COc1cccc(OCC2CCCN(C(=O)CCC(=O)Nc3cccc(O)c3)C2)c1
1018,O=C(CNC(=O)c1ccccc1)N[C@H]1C[C@@H]2OCC[C@H]12,-7.654,O=C(CNC(=O)c1ccccc1)N[C@H]1C[C@@H]2OCC[C@H]12
1019,COCCn1cc(C(O)N2CCCN(C3Cc4ccccc4C3)CC2)cc1O,-11.624,COCCn1cc(C(O)N2CCCN(C3Cc4ccccc4C3)CC2)cc1O
1020,CN(C)[C@@H]1[C@@H](NC(=O)C2CCN(C(=O)c3ccncc3)CC2)[C@H]2CCO[C@H]21,-8.833,CN(C)[C@@H]1[C@@H](NC(=O)C2CCN(C(=O)c3ccncc3)CC2)[C@H]2CCO[C@H]21
1021,CCN1CCCCC1C(=O)N(CCOC)Cc1c(C)nn(C)c1C,-6.63,CCN1CCCCC1C(=O)N(CCOC)Cc1c(C)nn(C)c1C
1022,O=C(CN1CCCC1)NCC1CCCN(C(=O)COCc2ccccc2)C1,-7.792,O=C(CN1CCCC1)NCC1CCCN(C(=O)COCc2ccccc2)C1
1023,O=C(CCc1[nH]c(=O)[nH]c1O)NCC1(N2CCCCC2)CCCCC1,-8.503,O=C(CCc1[nH]c(=O)[nH]c1O)NCC1(N2CCCCC2)CCCCC1
1024,Cc1ccccc1OCC(=O)C(O)NCCc1nc2c(s1)CCC2,-7.493,Cc1ccccc1OCC(=O)C(O)NCCc1nc2c(s1)CCC2
1025,C#CCNC(=O)C(NC(=O)c1ccc(CN(C)C)cc1)C(C)O,-6.83,C#CCNC(=O)C(NC(=O)c1ccc(CN(C)C)cc1)C(C)O
1026,COc1cccc(SCC(=O)NCC2CCCO2)c1,-6.244,COc1cccc(SCC(=O)NCC2CCCO2)c1
1027,COc1ccc(CCC(=O)NC(c2cnn(C)c2)C2CC(O)C2)cc1OC,-7.791,COc1ccc(CCC(=O)NC(c2cnn(C)c2)C2CC(O)C2)cc1OC
1028,Cc1ccccc1C1(O)CCN(CCCS(=O)(=O)N(C)C)C1,-7.732,Cc1ccccc1C1(O)CCN(CCCS(=O)(=O)N(C)C)C1
1029,CN(CC1Cc2ccccc2CN1C)C(=O)NCCOc1ccccc1,-7.358,CN(CC1Cc2ccccc2CN1C)C(=O)NCCOc1ccccc1
1030,CCCCNC(=O)CN(C)C(=O)c1ccc(=O)n(C)c1,-6.384,CCCCNC(=O)CN(C)C(=O)c1ccc(=O)n(C)c1
1031,Cc1ccc(C)c(CC(=O)N[C@H]2CCOC[C@H]2C2CCOCC2)c1,-7.731,Cc1ccc(C)c(CC(=O)N[C@H]2CCOC[C@H]2C2CCOCC2)c1
1032,COc1cc(C(=O)NCCCCC2CCCO2)ccn1,-6.866,COc1cc(C(=O)NCCCCC2CCCO2)ccn1
1033,CN1CC2(CCCN(C(=O)NCCSc3nncn3C)CC2)OC1=O,-12.19,CN1CC2(CCCN(C(=O)NCCSc3nncn3C)CC2)OC1=O
1034,COc1cccc2c1OCC(CNC(=O)N1CCOCC1)C2,-7.725,COc1cccc2c1OCC(CNC(=O)N1CCOCC1)C2
1035,CN(CC1CCOC1)C(=O)CCC(=O)N1CCCCCC1,-10.278,CN(CC1CCOC1)C(=O)CCC(=O)N1CCCCCC1
1036,COCCN1CCC(CN(C)C(=O)c2ccc(C(F)(F)F)nc2)C1,-6.885,COCCN1CCC(CN(C)C(=O)c2ccc(C(F)(F)F)nc2)C1
1037,Cc1nccn1CCN(C)C(=O)NCC(c1ccccc1)N1CCCCCC1,-10.822,Cc1nccn1CCN(C)C(=O)NCC(c1ccccc1)N1CCCCCC1
1038,Cc1cc(C)n(CCCN(C)CCC2CCS(=O)(=O)C2)n1,-6.289,Cc1cc(C)n(CCCN(C)CCC2CCS(=O)(=O)C2)n1
1039,CN1CC(CN(C)C(=O)NCCCc2nc3cc(Cl)ccc3[nH]2)CC1=O,-7.967,CN1CC(CN(C)C(=O)NCCCc2nc3cc(Cl)ccc3[nH]2)CC1=O
1040,N[C@H]1CCCN(C(=O)NCCOc2ccc(Cl)cc2)C1,-7.343,N[C@H]1CCCN(C(=O)NCCOc2ccc(Cl)cc2)C1
1041,Cc1n[nH]c(C)c1CCN(C)C(=O)NCC[C@@H]1C[C@@H]2C=C[C@H]1C2,-7.818,Cc1n[nH]c(C)c1CCN(C)C(=O)NCC[C@@H]1C[C@@H]2C=C[C@H]1C2
1042,COCCn1cc(C(O)N2CCC(CNC(=O)c3ccoc3)CC2)cc1O,-7.57,COCCn1cc(C(O)N2CCC(CNC(=O)c3ccoc3)CC2)cc1O
1043,COCCN1CCC(C(=O)N(C)CC2CCCCN2C)CC1,-7.153,COCCN1CCC(C(=O)N(C)CC2CCCCN2C)CC1
1044,CCn1c(C)cc(C)c(C(=O)NCC2CCOc3ccccc3C2)c1=O,-13.13,CCn1c(C)cc(C)c(C(=O)NCC2CCOc3ccccc3C2)c1=O
1045,CCc1ncc(C(=O)NCC(c2ccco2)N(C)C)cn1,-7.087,CCc1ncc(C(=O)NCC(c2ccco2)N(C)C)cn1
1046,CO[C@H]1CN(C(C)C)C[C@@H]1NC(=O)c1cc(C)oc1C,-7.04,CO[C@H]1CN(C(C)C)C[C@@H]1NC(=O)c1cc(C)oc1C
1047,CS(=O)(=O)CCC(=O)NC1CCCN(C(=O)c2ccco2)C1,-7.288,CS(=O)(=O)CCC(=O)NC1CCCN(C(=O)c2ccco2)C1
1048,O=C(CN1CCOCC1)NCCCc1nc2cc(Cl)ccc2[nH]1,-8.032,O=C(CN1CCOCC1)NCCCc1nc2cc(Cl)ccc2[nH]1
1049,CC1=C(C(=O)N(C)CC2CCOC2)OCCO1,-6.724,CC1=C(C(=O)N(C)CC2CCOC2)OCCO1
1050,CCc1ccc(CN(C)C(=O)C(CCSC)NC(C)=O)nc1,-6.649,CCc1ccc(CN(C)C(=O)C(CCSC)NC(C)=O)nc1
1051,CN1CCN(C(=O)NCCc2cccc(Cl)c2)CC1CCO,-7.158,CN1CCN(C(=O)NCCc2cccc(Cl)c2)CC1CCO
1052,CC1(C)[C@H]2CC=C(CCNC(=O)CCNS(C)(=O)=O)[C@@H]1C2,-7.018,CC1(C)[C@H]2CC=C(CCNC(=O)CCNS(C)(=O)=O)[C@@H]1C2
1053,CN(C)C(=O)CO[C@@H]1COCC[C@H]1NC(=O)c1cn(C)c2ccccc12,-8.924,CN(C)C(=O)CO[C@@H]1COCC[C@H]1NC(=O)c1cn(C)c2ccccc12
1054,O=C(NC1CCCN(Cc2cccs2)C1)c1cc[nH]c1,-7.027,O=C(NC1CCCN(Cc2cccs2)C1)c1cc[nH]c1
1055,CO[C@H]1CN(C(C)C)C[C@@H]1NC(=O)c1cccc(-c2nccs2)c1,-7.645,CO[C@H]1CN(C(C)C)C[C@@H]1NC(=O)c1cccc(-c2nccs2)c1
1056,CCCc1cc(C(=O)N[C@@H]2CCN(Cc3csc(C)n3)C[C@H]2O)n(C)n1,-8.003,CCCc1cc(C(=O)N[C@@H]2CCN(Cc3csc(C)n3)C[C@H]2O)n(C)n1
1057,CS(=O)(=O)CCC(=O)NCC(c1ccccc1)N1CCCCCC1,-10.775,CS(=O)(=O)CCC(=O)NCC(c1ccccc1)N1CCCCCC1
1058,CN1CC(=O)N2CCN(C(=O)NCCCc3nc4ccccc4n3C)CC2C1=O,-9.635,CN1CC(=O)N2CCN(C(=O)NCCCc3nc4ccccc4n3C)CC2C1=O
1059,Cc1ccnc(CC(C)N(C)C(=O)NCC(C)(C)N2CCOCC2)c1,-7.773,Cc1ccnc(CC(C)N(C)C(=O)NCC(C)(C)N2CCOCC2)c1
1060,Cc1ncsc1CCN(C)C(=O)NCC1CC(=O)N(C(C)C)C1,-7.602,Cc1ncsc1CCN(C)C(=O)NCC1CC(=O)N(C(C)C)C1
1061,CC(C)(C)NC(=O)CCN1CCC2(CCCN(CCCc3ccccc3)C2=O)C1,-8.314,CC(C)(C)NC(=O)CCN1CCC2(CCCN(CCCc3ccccc3)C2=O)C1
1062,CCC(NC(=O)CCCc1ccc(F)cc1)C1CC(O)C1,-6.759,CCC(NC(=O)CCCc1ccc(F)cc1)C1CC(O)C1
1063,CC(=O)c1cc(CN2CCC(C(O)c3nccn3C)CC2)cs1,-7.691,CC(=O)c1cc(CN2CCC(C(O)c3nccn3C)CC2)cs1
1064,COc1cccc2c1OCC(CNC(=O)Cn1nc(C)c(C)cc1=O)C2,-8.94,COc1cccc2c1OCC(CNC(=O)Cn1nc(C)c(C)cc1=O)C2
1065,CN1C(=O)CC(C(=O)NCCCc2nc3ccccc3n2C)C1(C)C,-8.545,CN1C(=O)CC(C(=O)NCCCc2nc3ccccc3n2C)C1(C)C
1066,CSCCNC(=O)C1(c2ccccc2)CC12CCCC2,-6.963,CSCCNC(=O)C1(c2ccccc2)CC12CCCC2
1067,CCOc1ccc(CCCNC(O)c2cc(O)n(CC)c2)cc1,-6.912,CCOc1ccc(CCCNC(O)c2cc(O)n(CC)c2)cc1
1068,Cc1cc2nc(C(=O)NC(c3nccn3C)C3CC3)cc(C)n2n1,-8.351,Cc1cc2nc(C(=O)NC(c3nccn3C)C3CC3)cc(C)n2n1
1069,CCCC(C)N1CC2(CCN(C(=O)c3cccnn3)CC2)OC1=O,-8.497,CCCC(C)N1CC2(CCN(C(=O)c3cccnn3)CC2)OC1=O
1070,COc1cc(Cl)c(CNCCN2CCCC(CO)C2)cc1OC,-7.136,COc1cc(Cl)c(CNCCN2CCCC(CO)C2)cc1OC
1071,COc1cccc2c1OCC(NCc1cc3c(nc1OC)CN(C(C)C)C3=O)C2,-8.008,COc1cccc2c1OCC(NCc1cc3c(nc1OC)CN(C(C)C)C3=O)C2
1072,O=C(NCCN1CCCC(CO)C1)c1cccc(C(F)(F)F)c1,-8.124,O=C(NCCN1CCCC(CO)C1)c1cccc(C(F)(F)F)c1
1073,CCCN(Cc1ccc(CC)cc1)C(=O)NCCc1nncn1C,-7.061,CCCN(Cc1ccc(CC)cc1)C(=O)NCCc1nncn1C
1074,Cn1c(=O)n(C)c2cc(CNC(=O)COCC3CCCCO3)ccc21,-8.306,Cn1c(=O)n(C)c2cc(CNC(=O)COCC3CCCCO3)ccc21
1075,CCNC(=O)c1ccc(NC(=O)CNC(=O)CC)cc1Cl,-6.897,CCNC(=O)c1ccc(NC(=O)CNC(=O)CC)cc1Cl
1076,Cc1ccccc1OCC(=O)NC(c1ccc2c(c1)CCO2)C1CC(O)C1,-8.913,Cc1ccccc1OCC(=O)NC(c1ccc2c(c1)CCO2)C1CC(O)C1
1077,O=C(CCc1[nH]c(=O)[nH]c1O)NC1CCN(C2CCSCC2)CC1,-8.56,O=C(CCc1[nH]c(=O)[nH]c1O)NC1CCN(C2CCSCC2)CC1
1078,CN(Cc1ccc(C(F)(F)F)cc1)C(=O)NCCCCC1CCCO1,-6.819,CN(Cc1ccc(C(F)(F)F)cc1)C(=O)NCCCCC1CCCO1
1079,Cc1cc(C)c(C)c(S(=O)(=O)NCCN2CCCCC2CO)c1C,-8.217,Cc1cc(C)c(C)c(S(=O)(=O)NCCN2CCCCC2CO)c1C
1080,CC(CCNC(=O)c1cccc(-c2ccc(=O)n(C)n2)c1)N1CCOCC1,-8.868,CC(CCNC(=O)c1cccc(-c2ccc(=O)n(C)n2)c1)N1CCOCC1
1081,CC(CNC(=O)N(CCO)Cc1ccccc1F)N1CCN(C)CC1,-7.442,CC(CNC(=O)N(CCO)Cc1ccccc1F)N1CCN(C)CC1
1082,CN(Cc1nc2cc(Cl)ccc2[nH]1)C(=O)NCCN1CCCOC1=O,-7.745,CN(Cc1nc2cc(Cl)ccc2[nH]1)C(=O)NCCN1CCCOC1=O
1083,Cc1cc2nc(CCC(=O)N(C)CC3COCCO3)[nH]c2cc1C,-7.8,Cc1cc2nc(CCC(=O)N(C)CC3COCCO3)[nH]c2cc1C
1084,Cn1c(O)c(CC(=O)Nc2ccccc2CN2CCCCC2)n(C)c1=O,-8.678,Cn1c(O)c(CC(=O)Nc2ccccc2CN2CCCCC2)n(C)c1=O
1085,Cc1cc(=O)n(CC(=O)N2CCOc3ccc(CO)cc3C2)nc1C,-12.031,Cc1cc(=O)n(CC(=O)N2CCOc3ccc(CO)cc3C2)nc1C
1086,Cc1cn2c(=O)cc(CN3CCCC(c4nnc(CO)n4C)C3)nc2s1,-9.042,Cc1cn2c(=O)cc(CN3CCCC(c4nnc(CO)n4C)C3)nc2s1
1087,CN(CC1COCCO1)C(=O)CN(C)C1CCNCC1,-6.871,CN(CC1COCCO1)C(=O)CN(C)C1CCNCC1
1088,Cc1cccc(CC2(NC(=O)CC3CCCOC3)CC2)c1,-7.046,Cc1cccc(CC2(NC(=O)CC3CCCOC3)CC2)c1
1089,CN(C)c1ncc(CNCCN2CCCC(CO)C2)cn1,-6.886,CN(C)c1ncc(CNCCN2CCCC(CO)C2)cn1
1090,Cc1ccc2[nH]c(CNC(=O)CNC(=O)N(C)C)nc2c1,-7.83,Cc1ccc2[nH]c(CNC(=O)CNC(=O)N(C)C)nc2c1
1091,Cc1cc(CC(C)NC(=O)CCN2CCCCCC2=O)[nH]n1,-10.893,Cc1cc(CC(C)NC(=O)CCN2CCCCCC2=O)[nH]n1
1092,CCc1nc(C)c(CNC2C3CN4CCN(C3)CC2(c2ccccc2)C4)[nH]1,-7.756,CCc1nc(C)c(CNC2C3CN4CCN(C3)CC2(c2ccccc2)C4)[nH]1
1093,CN1CCN(CCCNC(=O)C(c2cccc(F)c2)N(C)C)CC1,-7.16,CN1CCN(CCCNC(=O)C(c2cccc(F)c2)N(C)C)CC1
1094,Cn1nc2n(c1=O)CC(C(=O)NCc1[nH]nc3c1CCCCC3)CC2,-13.262,Cn1nc2n(c1=O)CC(C(=O)NCc1[nH]nc3c1CCCCC3)CC2
1095,COc1ccc2c(c1)OCC(CNC(=O)c1ccc(C(C)C)n(C)c1=O)C2,-8.945,COc1ccc2c(c1)OCC(CNC(=O)c1ccc(C(C)C)n(C)c1=O)C2
1096,CCN1CCCC1C(=O)N1CCC2(CC1)C(=O)N(C)C(=O)N2C,-8.128,CCN1CCCC1C(=O)N1CCC2(CC1)C(=O)N(C)C(=O)N2C
1097,COCCNC(=O)c1cccc(NC(=O)C2CC23CCNCC3)c1C,-8.102,COCCNC(=O)c1cccc(NC(=O)C2CC23CCNCC3)c1C
1098,COCCN1CCC(CN(C)C(=O)c2cccc3c2CCC3=O)C1,-7.76,COCCN1CCC(CN(C)C(=O)c2cccc3c2CCC3=O)C1
1099,COc1ccccc1OCCCN(C)C(=O)C1CCc2nn(C)c(=O)n2C1,-7.95,COc1ccccc1OCCCN(C)C(=O)C1CCc2nn(C)c(=O)n2C1
1100,COCCN1CC(CNC(=O)CCN2Cc3ccccc3C2=O)CC1=O,-7.458,COCCN1CC(CNC(=O)CCN2Cc3ccccc3C2=O)CC1=O
1101,CC(=O)NCCNC(=O)NCc1ccc2c(c1)CC(C)O2,-7.389,CC(=O)NCCNC(=O)NCc1ccc2c(c1)CC(C)O2
1102,CN1CC2(CCN(C(=O)c3cc4ccccc4n(C)c3=O)C2)OCC1=O,-9.403,CN1CC2(CCN(C(=O)c3cc4ccccc4n(C)c3=O)C2)OCC1=O
1103,CO[C@H]1CN(C2CSCCSC2)C[C@@H]1O,-10.341,CO[C@H]1CN(C2CSCCSC2)C[C@@H]1O
1104,Cc1cc(=O)c(C(=O)N(C)CC2(c3ccccc3)CC2(C)C)cn1C,-7.414,Cc1cc(=O)c(C(=O)N(C)CC2(c3ccccc3)CC2(C)C)cn1C
1105,COc1ccc2cc(C(C)NC(=O)C3(O)CCN(C)CC3)ccc2c1,-8.385,COc1ccc2cc(C(C)NC(=O)C3(O)CCN(C)CC3)ccc2c1
1106,CSCCC(NC(C)=O)C(=O)NCc1nc2ccccc2o1,-7.021,CSCCC(NC(C)=O)C(=O)NCc1nc2ccccc2o1
1107,Cc1ccc(C(=O)NCCN2CCCOC2=O)c(=O)n1C,-7.802,Cc1ccc(C(=O)NCCN2CCCOC2=O)c(=O)n1C
1108,CCO[C@H]1COC[C@@H]1NC(=O)CNC(=O)N(C)C,-6.434,CCO[C@H]1COC[C@@H]1NC(=O)CNC(=O)N(C)C
1109,CN(C)C(=O)NCC(=O)NCc1nn(C)c2cccc(Cl)c12,-7.956,CN(C)C(=O)NCC(=O)NCc1nn(C)c2cccc(Cl)c12
1110,Cc1ccc2oc(=O)n(CC(=O)NC3COC4(CCCCC4)C3)c2c1,-9.015,Cc1ccc2oc(=O)n(CC(=O)NC3COC4(CCCCC4)C3)c2c1
1111,Cc1cccc(NC(=O)CN(C)CC2CCCCO2)c1,-7.369,Cc1cccc(NC(=O)CN(C)CC2CCCCO2)c1
1112,O=C(NCc1ccco1)N1CCCC(OCc2cccnc2)C1,-7.3,O=C(NCc1ccco1)N1CCCC(OCc2cccnc2)C1
1113,Cc1cccc(CC2(NC(=O)C3CNCC(C(=O)N4CCOCC4)C3)CC2)c1,-9.092,Cc1cccc(CC2(NC(=O)C3CNCC(C(=O)N4CCOCC4)C3)CC2)c1
1114,CN(C)CC1COCCN(C(=O)c2cncc(Cl)c2)C1,-10.389,CN(C)CC1COCCN(C(=O)c2cncc(Cl)c2)C1
1115,Cn1c(=O)n(C)c2cc(NC(=O)N3CCN(C(=O)c4ccco4)CC3)ccc21,-8.949,Cn1c(=O)n(C)c2cc(NC(=O)N3CCN(C(=O)c4ccco4)CC3)ccc21
1116,O=C1CC(C(=O)NC2CCN(C3CCSCC3)CC2)C2(CCCC2)O1,-8.749,O=C1CC(C(=O)NC2CCN(C3CCSCC3)CC2)C2(CCCC2)O1
1117,Cc1ccc(C(C(=O)N2CCN(C(=O)c3ccco3)CC2)N(C)C)cc1,-8.561,Cc1ccc(C(C(=O)N2CCN(C(=O)c3ccco3)CC2)N(C)C)cc1
1118,CCSCCC(=O)NCc1cc(C(C)(C)C)[nH]n1,-5.825,CCSCCC(=O)NCc1cc(C(C)(C)C)[nH]n1
1119,COc1cccc(C2CCN(C(=O)c3cc(=O)cc(C)o3)C2)c1OC,-8.372,COc1cccc(C2CCN(C(=O)c3cc(=O)cc(C)o3)C2)c1OC
1120,CO[C@H]1CN(C(C)C)C[C@@H]1NC(=O)c1ccc(Cl)cc1C,-7.225,CO[C@H]1CN(C(C)C)C[C@@H]1NC(=O)c1ccc(Cl)cc1C
1121,Cc1cc(CNC(=O)N2CCCOC(CN3CCCCC3)C2)cnc1C,-11.784,Cc1cc(CNC(=O)N2CCCOC(CN3CCCCC3)C2)cnc1C
1122,O=C(C1CCC1)N1CCN(C(O)c2cc3ccccc3c(=O)[nH]2)CC1,-9.477,O=C(C1CCC1)N1CCN(C(O)c2cc3ccccc3c(=O)[nH]2)CC1
1123,COc1ccc(CN(CCC2=CCCCC2)C(=O)c2cccn(C)c2=O)cc1,-8.336,COc1ccc(CN(CCC2=CCCCC2)C(=O)c2cccn(C)c2=O)cc1
1124,CC(=O)C(N)C(O)N1CCC2(CC1)CN(CCc1ccccc1)C(=O)O2,-8.615,CC(=O)C(N)C(O)N1CCC2(CC1)CN(CCc1ccccc1)C(=O)O2
1125,CCOCCn1c(=O)[nH]c2cc(C(=O)NCC(=O)NC(C)C)ccc21,-7.194,CCOCCn1c(=O)[nH]c2cc(C(=O)NCC(=O)NC(C)C)ccc21
1126,O=C(CCC(=O)N1CCCC(CNC(=O)C2CCC2)C1)Nc1cccc(O)c1,-8.64,O=C(CCC(=O)N1CCCC(CNC(=O)C2CCC2)C1)Nc1cccc(O)c1
1127,COc1ccc(-c2cccc(C(C)O)n2)cc1F,-7.256,COc1ccc(-c2cccc(C(C)O)n2)cc1F
1128,Cn1cnnc1CSc1nnc(C2CCCNC2)n1C,-7.721,Cn1cnnc1CSc1nnc(C2CCCNC2)n1C
1129,Cc1cccc(C(=O)N[C@@H]2CCN(Cc3csc(C)n3)C[C@H]2O)n1,-8.44,Cc1cccc(C(=O)N[C@@H]2CCN(Cc3csc(C)n3)C[C@H]2O)n1
1130,Cc1cc(=O)cc(C(O)NCc2cc(O)n(C(C)(C)C)c2)o1,-7.895,Cc1cc(=O)cc(C(O)NCc2cc(O)n(C(C)(C)C)c2)o1
1131,COCCN(C)CC(=O)NCc1ccc2cc[nH]c2c1,-7.03,COCCN(C)CC(=O)NCc1ccc2cc[nH]c2c1
1132,CCCCN(Cc1cccc(OC)c1)C(=O)c1cnn(CC)c1C,-7.05,CCCCN(Cc1cccc(OC)c1)C(=O)c1cnn(CC)c1C
1133,COc1ccc(C2(C(=O)N3CCCNC(=O)C3)CC2(C)C)cc1,-12.109,COc1ccc(C2(C(=O)N3CCCNC(=O)C3)CC2(C)C)cc1
1134,CCC(C(=O)NCc1ccc(N2CCCC2=O)cc1)N(C)CC,-7.686,CCC(C(=O)NCc1ccc(N2CCCC2=O)cc1)N(C)CC
1135,O=C(CCCC(=O)c1ccccc1)N[C@H]1[C@@H]2CCO[C@@H]2[C@@H]1C1CCCC1,-7.765,O=C(CCCC(=O)c1ccccc1)N[C@H]1[C@@H]2CCO[C@@H]2[C@@H]1C1CCCC1
1136,CC(C)n1cc(CNC(=O)CNC(=O)N(C)C)cn1,-7.119,CC(C)n1cc(CNC(=O)CNC(=O)N(C)C)cn1
1137,CC(O)c1cccc(-c2ccc(C(=O)NCC3(C)COC3)cc2)c1,-8.716,CC(O)c1cccc(-c2ccc(C(=O)NCC3(C)COC3)cc2)c1
1138,COc1cc(C(=O)N[C@H]2CN(C(C)C)C[C@@H]2OC)ccn1,-7.302,COc1cc(C(=O)N[C@H]2CN(C(C)C)C[C@@H]2OC)ccn1
1139,CCO[C@H]1CN(C)C[C@@H]1NC(=O)Nc1cccc(-n2c(O)cn(C)c2=O)c1,-8.725,CCO[C@H]1CN(C)C[C@@H]1NC(=O)Nc1cccc(-n2c(O)cn(C)c2=O)c1
1140,CCN(Cc1ccc(OC(C)C)c(CO)c1)Cc1nccn1C,-6.74,CCN(Cc1ccc(OC(C)C)c(CO)c1)Cc1nccn1C
1141,Cc1ccn2cc(C(=O)N(C)CC3CCOC3)nc2c1,-7.3,Cc1ccn2cc(C(=O)N(C)CC3CCOC3)nc2c1
1142,Cn1nc(C(O)N2CCCCC2CCc2cccs2)ccc1=O,-7.678,Cn1nc(C(O)N2CCCCC2CCc2cccs2)ccc1=O
1143,CNC(=O)c1[nH]nc2c1CN(C(=O)NCc1nc(C)c3c(n1)CCCC3)CC2,-9.986,CNC(=O)c1[nH]nc2c1CN(C(=O)NCc1nc(C)c3c(n1)CCCC3)CC2
1144,COc1ccc(C(=O)NCCN2CCCCC2CO)cc1Cl,-7.419,COc1ccc(C(=O)NCCN2CCCCC2CO)cc1Cl
1145,CC(=O)c1cccc(NC(=O)N2CCN3C(=O)CN(C)C(=O)C3C2)c1,-9.053,CC(=O)c1cccc(NC(=O)N2CCN3C(=O)CN(C)C(=O)C3C2)c1
1146,COc1cccc(C(=O)N2CCN(C(=O)Cn3nc(C)ccc3=O)CC2)c1,-9.433,COc1cccc(C(=O)N2CCN(C(=O)Cn3nc(C)ccc3=O)CC2)c1
1147,CN(C)c1ccc(CN2CCC(C(O)c3nccn3C)CC2)cn1,-7.668,CN(C)c1ccc(CN2CCC(C(O)c3nccn3C)CC2)cn1
1148,CO[C@@]12CC[C@@H](O)C[C@@H]1N(Cc1cccc(OCC(C)C)c1)CC2,-7.732,CO[C@@]12CC[C@@H](O)C[C@@H]1N(Cc1cccc(OCC(C)C)c1)CC2
