,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoMIN
7515,24,24,10,15,0.2
3979,10,10,2,14,0.2
7653,25,13,10,15,0.2
4702,13,25,10,15,0.2
6331,19,27,10,15,0.2
1593,4,7,5,7,0.2
999,3,2,2,14,0.2
4817,14,5,2,14,0.2
3893,10,5,2,14,0.2
4696,13,24,10,15,0.2
7526,24,25,10,15,0.2
2808,7,3,5,7,0.2
4044,10,16,2,14,0.2
1346,3,24,2,14,0.2
5067,14,37,2,14,0.2
4910,14,14,2,14,0.2
697,2,10,2,14,0.2
7009,23,2,2,14,0.2
5371,16,10,2,14,0.2
7438,24,14,2,14,0.2
7329,24,2,2,14,0.2
959,2,37,2,14,0.2
5476,16,24,10,15,0.2
2819,7,4,5,7,0.2
1335,3,23,5,1,0.2
843,2,23,2,14,0.2
5473,16,24,2,14,0.2
7240,23,24,2,14,0.2
7171,23,16,2,14,0.2
2795,7,2,5,7,0.2
7158,23,14,2,14,0.2
5549,16,37,2,14,0.2
739,2,14,2,14,0.2
7027,23,3,2,14,0.2
5499,16,27,10,15,0.2
2952,7,19,5,7,0.2
7415,24,10,2,14,0.2
151,1,7,5,7,0.2
5284,16,2,2,14,0.2
7432,24,13,10,15,0.2
2892,7,10,5,7,0.2
4982,14,23,2,14,0.2
1241,3,16,2,14,0.2
7033,23,3,5,1,0.2
7126,23,10,2,14,0.2
5384,16,13,10,15,0.2
5324,16,5,2,14,0.2
2249,5,23,2,14,0.2
1215,3,14,2,14,0.2
1329,3,23,2,14,0.2
765,2,16,2,14,0.2
5413,16,16,10,15,0.2
6704,22,7,5,7,0.2
7307,23,37,2,14,0.2
7342,24,3,2,14,0.2
7228,23,23,2,14,0.2
2832,7,5,5,7,0.2
2856,7,7,5,7,0.2
7059,23,5,2,14,0.2
2881,7,9,5,7,0.2
5407,16,16,2,14,0.2
5465,16,23,2,14,0.2
2780,7,1,5,7,0.2
5298,16,3,2,14,0.2
2963,7,22,5,7,0.2
2266,5,24,2,14,0.2
860,2,24,2,14,0.2
7457,24,16,10,15,0.2
1451,3,37,2,14,0.2
4936,14,16,2,14,0.2
5483,16,25,10,15,0.2
7454,24,16,2,14,0.2
5391,16,14,2,14,0.2
4992,14,24,2,14,0.2
7366,24,5,2,14,0.2
5441,16,19,10,15,0.2
3041,7,38,1,1,0.1904
2768,6,38,1,1,0.1904
9849,38,10,1,1,0.1904
9869,38,24,1,1,0.1904
9855,38,15,1,1,0.1904
1882,4,38,1,1,0.1904
5261,15,38,1,1,0.1904
9871,38,25,1,1,0.1904
9843,38,7,1,1,0.1904
9857,38,16,1,1,0.1904
9841,38,6,1,1,0.1904
4230,10,38,1,1,0.1904
9839,38,5,1,1,0.1904
9886,38,38,1,1,0.1904
7760,25,38,1,1,0.1904
9837,38,4,1,1,0.1904
2379,5,38,1,1,0.1904
5550,16,38,1,1,0.1904
503,1,38,1,1,0.1904
9831,38,1,1,1,0.1904
1784,4,24,4,4,0.1875
6148,19,8,4,2,0.1875
3099,8,3,4,2,0.1875
518,2,1,4,2,0.1875
6052,19,2,4,2,0.1875
1673,4,14,4,4,0.1875
1347,3,24,4,4,0.1875
1897,5,1,4,2,0.1875
2315,5,29,4,4,0.1875
7130,23,10,4,2,0.1875
8033,27,6,4,2,0.1875
2253,5,23,4,2,0.1875
9461,35,2,4,4,0.1875
8397,28,29,4,4,0.1875
9268,34,10,4,4,0.1875
9054,32,34,4,4,0.1875
1030,3,3,4,2,0.1875
542,2,2,4,2,0.1875
1644,4,10,4,2,0.1875
9574,35,19,4,4,0.1875
1379,3,27,4,2,0.1875
8371,28,22,4,4,0.1875
3140,8,5,4,2,0.1875
7197,23,19,4,2,0.1875
8562,29,21,4,4,0.1875
7202,23,21,4,4,0.1875
8366,28,21,4,4,0.1875
432,1,29,4,4,0.1875
2393,6,1,4,2,0.1875
3599,9,6,4,4,0.1875
6302,19,24,4,4,0.1875
8425,29,2,4,4,0.1875
4219,10,35,4,4,0.1875
6507,21,18,4,4,0.1875
1394,3,29,4,4,0.1875
6513,21,19,4,4,0.1875
6295,19,23,4,2,0.1875
321,1,19,4,2,0.1875
7174,23,16,4,4,0.1875
3916,10,6,4,2,0.1875
5944,18,24,4,4,0.1875
6531,21,22,4,4,0.1875
109,1,5,4,2,0.1875
8056,27,8,4,2,0.1875
8067,27,9,4,4,0.1875
6265,19,21,4,4,0.1875
9451,35,1,4,4,0.1875
5496,16,27,4,4,0.1875
6522,21,21,4,4,0.1875
7101,23,8,4,2,0.1875
2053,5,8,4,2,0.1875
3120,8,4,4,2,0.1875
7160,23,14,4,4,0.1875
8550,29,18,4,4,0.1875
8079,27,10,4,2,0.1875
8373,28,23,4,4,0.1875
2481,6,6,4,2,0.1875
9254,34,8,4,4,0.1875
2020,5,6,4,2,0.1875
6254,19,19,4,2,0.1875
2535,6,10,4,2,0.1875
7972,27,2,4,2,0.1875
2355,5,34,4,4,0.1875
8444,29,4,4,4,0.1875
7013,23,2,4,2,0.1875
6204,19,14,4,4,0.1875
6927,22,30,4,4,0.1875
8453,29,5,4,4,0.1875
9161,34,1,4,4,0.1875
1054,3,4,4,2,0.1875
5438,16,19,4,4,0.1875
7031,23,3,4,2,0.1875
3775,9,29,4,4,0.1875
493,1,35,4,4,0.1875
3855,10,3,4,2,0.1875
1973,5,4,4,2,0.1875
7988,27,3,4,2,0.1875
2429,6,3,4,2,0.1875
3764,9,27,4,4,0.1875
9491,35,5,4,4,0.1875
9177,34,2,4,4,0.1875
1078,3,5,4,2,0.1875
9215,34,5,4,4,0.1875
479,1,34,4,4,0.1875
1284,3,19,4,2,0.1875
9501,35,6,4,4,0.1875
9203,34,4,4,4,0.1875
803,2,19,4,2,0.1875
6979,22,35,4,4,0.1875
2521,6,9,4,4,0.1875
1949,5,3,4,2,0.1875
13,1,1,4,2,0.1875
6996,23,1,4,2,0.1875
1217,3,14,4,4,0.1875
6180,19,10,4,2,0.1875
2300,5,27,4,2,0.1875
7956,27,1,4,2,0.1875
9190,34,3,4,4,0.1875
8435,29,3,4,4,0.1875
3809,10,1,4,2,0.1875
132,1,6,4,2,0.1875
2508,6,8,4,2,0.1875
9515,35,8,4,4,0.1875
6915,22,28,4,4,0.1875
9530,35,10,4,4,0.1875
8487,29,9,4,4,0.1875
7077,23,6,4,2,0.1875
1333,3,23,4,2,0.1875
6544,21,24,4,4,0.1875
2733,6,32,4,4,0.1875
2757,6,35,4,4,0.1875
63,1,3,4,2,0.1875
8400,28,30,4,4,0.1875
2267,5,24,4,4,0.1875
1135,3,8,4,2,0.1875
8495,29,10,4,4,0.1875
8017,27,5,4,2,0.1875
3077,8,2,4,2,0.1875
9471,35,3,4,4,0.1875
2565,6,14,4,4,0.1875
168,1,8,4,2,0.1875
5468,16,23,4,4,0.1875
3897,10,5,4,2,0.1875
1997,5,5,4,2,0.1875
3055,8,1,4,2,0.1875
1923,5,2,4,2,0.1875
8412,29,1,4,4,0.1875
1772,4,23,4,2,0.1875
6912,22,27,4,4,0.1875
7046,23,4,4,2,0.1875
1728,4,19,4,2,0.1875
6221,19,16,4,4,0.1875
3743,9,24,4,4,0.1875
940,2,34,4,4,0.1875
9481,35,4,4,4,0.1875
5980,18,30,4,4,0.1875
5972,18,28,4,4,0.1875
7063,23,5,4,2,0.1875
8477,29,8,4,4,0.1875
3876,10,4,4,2,0.1875
6033,19,1,4,2,0.1875
8003,27,4,4,2,0.1875
6886,22,24,4,4,0.1875
5976,18,29,4,4,0.1875
2411,6,2,4,2,0.1875
3947,10,8,4,2,0.1875
3832,10,2,4,2,0.1875
3161,8,6,4,2,0.1875
7395,24,8,4,4,0.1875
2646,6,22,4,4,0.1875
8180,27,23,4,2,0.1875
1443,3,35,4,4,0.1875
4123,10,23,4,2,0.1875
4777,14,2,4,4,0.1875
3273,8,14,4,4,0.1875
1175,3,10,4,2,0.1875
39,1,2,4,2,0.1875
4792,14,3,4,4,0.1875
2697,6,27,4,2,0.1875
7404,24,9,4,4,0.1875
3450,8,29,4,4,0.1875
2367,5,35,4,4,0.1875
1536,4,4,4,2,0.1875
4806,14,4,4,4,0.1875
9402,34,32,4,4,0.1875
890,2,27,4,2,0.1875
701,2,10,4,2,0.1875
8662,30,28,4,4,0.1875
9663,35,35,4,4,0.1875
1558,4,5,4,2,0.1875
8657,30,22,4,4,0.1875
6465,21,10,4,4,0.1875
4162,10,27,4,2,0.1875
6390,21,1,4,4,0.1875
8153,27,19,4,2,0.1875
9379,34,27,4,4,0.1875
370,1,23,4,2,0.1875
3493,8,34,4,4,0.1875
6399,21,2,4,4,0.1875
7343,24,3,4,4,0.1875
4760,14,1,4,4,0.1875
7355,24,4,4,4,0.1875
6693,22,6,4,4,0.1875
8654,30,18,4,4,0.1875
8172,27,22,4,4,0.1875
8656,30,21,4,4,0.1875
4137,10,24,4,4,0.1875
7367,24,5,4,4,0.1875
4819,14,5,4,4,0.1875
2657,6,23,4,2,0.1875
3504,8,35,4,4,0.1875
1470,4,1,4,2,0.1875
382,1,24,4,4,0.1875
6417,21,4,4,4,0.1875
6107,19,5,4,2,0.1875
3389,8,23,4,2,0.1875
4879,14,10,4,4,0.1875
665,2,8,4,2,0.1875
7483,24,21,4,4,0.1875
3344,8,19,4,2,0.1875
8259,27,34,4,4,0.1875
3434,8,27,4,2,0.1875
7466,24,18,4,4,0.1875
978,3,1,4,2,0.1875
9418,34,34,4,4,0.1875
7473,24,19,4,4,0.1875
6425,21,5,4,4,0.1875
1492,4,2,4,2,0.1875
8271,27,35,4,4,0.1875
4912,14,14,4,4,0.1875
7492,24,22,4,4,0.1875
4957,14,19,4,4,0.1875
3401,8,24,4,4,0.1875
8841,32,6,4,4,0.1875
6408,21,3,4,4,0.1875
6456,21,9,4,4,0.1875
4984,14,23,4,4,0.1875
1823,4,29,4,4,0.1875
4833,14,6,4,4,0.1875
87,1,4,4,2,0.1875
7416,24,10,4,4,0.1875
2463,6,5,4,2,0.1875
6089,19,4,4,2,0.1875
8213,27,27,4,2,0.1875
250,1,14,4,4,0.1875
6446,21,8,4,4,0.1875
7510,24,24,4,4,0.1875
1514,4,3,4,2,0.1875
4854,14,8,4,4,0.1875
4024,10,14,4,4,0.1875
4081,10,19,4,2,0.1875
631,2,6,4,2,0.1875
1812,4,27,4,2,0.1875
1101,3,6,4,2,0.1875
741,2,14,4,4,0.1875
7257,23,27,4,2,0.1875
206,1,10,4,2,0.1875
1432,3,34,4,4,0.1875
9620,35,27,4,4,0.1875
2135,5,14,4,4,0.1875
2622,6,19,4,2,0.1875
8992,32,23,4,4,0.1875
1004,3,2,4,2,0.1875
2609,6,18,4,4,0.1875
4207,10,34,4,4,0.1875
7276,23,32,4,4,0.1875
417,1,27,4,2,0.1875
9334,34,19,4,4,0.1875
8123,27,16,4,4,0.1875
7232,23,23,4,2,0.1875
1872,4,35,4,4,0.1875
7260,23,28,4,4,0.1875
6071,19,3,4,2,0.1875
566,2,3,4,2,0.1875
8616,29,29,4,4,0.1875
2202,5,19,4,2,0.1875
847,2,23,4,2,0.1875
9588,35,22,4,4,0.1875
7317,24,1,4,4,0.1875
3231,8,10,4,2,0.1875
2447,6,4,4,2,0.1875
6378,19,35,4,4,0.1875
3195,8,8,4,2,0.1875
7330,24,2,4,4,0.1875
6367,19,34,4,4,0.1875
6125,19,6,4,2,0.1875
588,2,4,4,2,0.1875
1579,4,6,4,2,0.1875
4175,10,29,4,4,0.1875
610,2,5,4,2,0.1875
3983,10,10,4,2,0.1875
2093,5,10,4,2,0.1875
8609,29,28,4,4,0.1875
1608,4,8,4,2,0.1875
6327,19,27,4,2,0.1875
1862,4,34,4,4,0.1875
8769,32,2,1,1,0.1842
5448,16,22,1,1,0.1842
911,2,32,1,1,0.1842
8855,32,8,1,1,0.1842
1406,3,32,1,1,0.1842
5181,15,18,1,1,0.1842
2326,5,32,1,1,0.1842
5127,15,8,1,1,0.1842
5827,18,10,1,1,0.1842
8236,27,32,1,1,0.1842
4198,10,34,1,1,0.1842
9001,32,27,1,1,0.1842
7866,26,16,1,1,0.1842
3280,8,15,1,1,0.1842
8751,32,1,1,1,0.1842
7851,26,14,1,1,0.1842
6901,22,27,1,1,0.1842
6709,22,8,1,1,0.1842
3361,8,22,1,1,0.1842
8798,32,4,1,1,0.1842
9043,32,34,1,1,0.1842
8161,27,22,1,1,0.1842
6698,22,7,1,1,0.1842
9020,32,32,1,1,0.1842
447,1,32,1,1,0.1842
359,1,23,1,1,0.1842
8785,32,3,1,1,0.1842
5484,16,26,1,1,0.1842
9391,34,32,1,1,0.1842
9259,34,10,1,1,0.1842
2957,7,22,1,1,0.1842
6793,22,16,1,1,0.1842
1834,4,32,1,1,0.1842
5003,14,26,1,1,0.1842
1320,3,23,1,1,0.1842
8095,27,14,1,1,0.1842
5011,14,27,1,1,0.1842
6741,22,10,1,1,0.1842
2240,5,23,1,1,0.1842
3463,8,32,1,1,0.1842
834,2,23,1,1,0.1842
4056,10,18,1,1,0.1842
8814,32,5,1,1,0.1842
2648,6,23,1,1,0.1842
5853,18,15,1,1,0.1842
5615,17,12,8,9,0.1818
6812,22,18,1,3,0.1818
1083,3,5,8,9,0.1818
1252,3,17,8,9,0.1818
4208,10,34,8,9,0.1818
5633,17,16,8,9,0.1818
429,1,29,1,3,0.1818
5525,16,34,1,3,0.1818
1231,3,15,8,9,0.1818
8260,27,34,8,9,0.1818
6778,22,14,1,3,0.1818
1795,4,26,1,3,0.1818
6098,19,5,1,3,0.1818
6581,21,35,8,9,0.1818
6918,22,29,1,3,0.1818
810,2,21,1,3,0.1818
1076,3,5,3,7,0.1818
845,2,23,3,7,0.1818
5668,17,24,8,9,0.1818
4072,10,19,1,3,0.1818
5430,16,19,1,3,0.1818
6024,19,1,1,3,0.1818
900,2,29,1,3,0.1818
5544,16,35,8,9,0.1818
8184,27,24,1,3,0.1818
8063,27,9,1,3,0.1818
6893,22,26,1,3,0.1818
4121,10,23,3,7,0.1818
1219,3,14,8,9,0.1818
6081,19,4,1,3,0.1818
4181,10,31,1,3,0.1818
1818,4,28,8,9,0.1818
1133,3,8,3,7,0.1818
873,2,26,1,3,0.1818
6062,19,3,1,3,0.1818
5485,16,26,1,3,0.1818
6037,19,1,8,9,0.1818
4176,10,29,8,9,0.1818
5649,17,19,8,9,0.1818
8019,27,5,8,9,0.1818
6876,22,23,3,7,0.1818
4149,10,26,1,3,0.1818
8132,27,18,1,3,0.1818
6043,19,2,1,3,0.1818
4173,10,29,1,3,0.1818
1245,3,16,8,9,0.1818
8193,27,25,1,3,0.1818
6117,19,6,1,3,0.1818
5506,16,29,1,3,0.1818
4088,10,21,1,3,0.1818
5512,16,31,1,3,0.1818
6634,22,3,3,7,0.1818
4200,10,34,1,3,0.1818
6130,19,7,1,3,0.1818
1770,4,23,3,7,0.1818
1104,3,6,8,9,0.1818
1282,3,19,3,7,0.1818
393,1,25,8,9,0.1818
5443,16,21,1,3,0.1818
396,1,26,1,3,0.1818
6157,19,9,1,3,0.1818
6069,19,3,3,7,0.1818
1275,3,19,1,3,0.1818
897,2,28,8,9,0.1818
1821,4,29,1,3,0.1818
1258,3,18,1,3,0.1818
1140,3,8,8,9,0.1818
6827,22,19,1,3,0.1818
814,2,21,8,9,0.1818
670,2,8,8,9,0.1818
4500,13,3,3,7,0.1818
6579,21,34,8,9,0.1818
1173,3,10,3,7,0.1818
7648,25,13,1,3,0.1818
7645,25,12,8,9,0.1818
5103,15,4,8,9,0.1818
6481,21,14,1,3,0.1818
4698,13,25,1,3,0.1818
6339,19,29,1,3,0.1818
5095,15,3,8,9,0.1818
5879,18,18,1,3,0.1818
5086,15,2,8,9,0.1818
6476,21,13,1,3,0.1818
7312,24,1,1,3,0.1818
1582,4,6,8,9,0.1818
5069,14,38,1,3,0.1818
6472,21,12,8,9,0.1818
615,2,5,8,9,0.1818
7324,24,2,1,3,0.1818
5062,14,35,8,9,0.1818
5057,14,34,8,9,0.1818
5769,18,5,1,3,0.1818
7577,25,1,8,9,0.1818
720,2,13,1,3,0.1818
6387,21,1,1,3,0.1818
7337,24,3,1,3,0.1818
4690,13,24,1,3,0.1818
5753,18,4,1,3,0.1818
4685,13,23,3,7,0.1818
6495,21,16,1,3,0.1818
1391,3,29,1,3,0.1818
5916,18,22,1,3,0.1818
4628,13,15,1,3,0.1818
7213,23,22,3,7,0.1818
1195,3,13,1,3,0.1818
4636,13,16,1,3,0.1818
1009,3,2,8,9,0.1818
7693,25,21,1,3,0.1818
5154,15,13,1,3,0.1818
5736,18,3,1,3,0.1818
5151,15,12,8,9,0.1818
593,2,4,8,9,0.1818
564,2,3,3,7,0.1818
571,2,3,8,9,0.1818
1613,4,8,8,9,0.1818
7230,23,23,3,7,0.1818
4665,13,21,1,3,0.1818
743,2,14,8,9,0.1818
6315,19,26,1,3,0.1818
6488,21,15,1,3,0.1818
5134,15,8,8,9,0.1818
1002,3,2,3,7,0.1818
6462,21,10,1,3,0.1818
6396,21,2,1,3,0.1818
5182,15,18,1,3,0.1818
1563,4,5,8,9,0.1818
6448,21,8,8,9,0.1818
4848,14,8,1,3,0.1818
7434,24,14,1,3,0.1818
7504,24,24,1,3,0.1818
4961,14,21,1,3,0.1818
5800,18,7,1,3,0.1818
4857,14,8,8,9,0.1818
1512,4,3,3,7,0.1818
983,3,1,8,9,0.1818
5805,18,8,1,3,0.1818
6414,21,4,1,3,0.1818
7443,24,15,1,3,0.1818
6418,21,4,8,9,0.1818
6432,21,6,1,3,0.1818
7451,24,16,1,3,0.1818
1180,3,10,8,9,0.1818
4891,14,12,8,9,0.1818
7480,24,21,1,3,0.1818
1475,4,1,8,9,0.1818
4895,14,13,1,3,0.1818
976,3,1,3,7,0.1818
1497,4,2,8,9,0.1818
6422,21,5,1,3,0.1818
4969,14,22,1,3,0.1818
6454,21,9,1,3,0.1818
4842,14,7,1,3,0.1818
6400,21,2,8,9,0.1818
7350,24,4,1,3,0.1818
7361,24,5,1,3,0.1818
634,2,6,8,9,0.1818
5854,18,15,1,3,0.1818
7369,24,5,8,9,0.1818
7375,24,6,1,3,0.1818
7562,24,35,8,9,0.1818
7559,24,34,8,9,0.1818
706,2,10,8,9,0.1818
4779,14,2,8,9,0.1818
4794,14,3,8,9,0.1818
7426,24,13,1,3,0.1818
7401,24,9,1,3,0.1818
1541,4,4,8,9,0.1818
7405,24,9,8,9,0.1818
4808,14,4,8,9,0.1818
6405,21,3,1,3,0.1818
7410,24,10,1,3,0.1818
7519,24,25,1,3,0.1818
5786,18,6,1,3,0.1818
6409,21,3,8,9,0.1818
7422,24,12,8,9,0.1818
1387,3,28,8,9,0.1818
4619,13,14,1,3,0.1818
6187,19,12,8,9,0.1818
1704,4,18,1,3,0.1818
4428,12,21,8,9,0.1818
7878,26,19,1,3,0.1818
7044,23,4,3,7,0.1818
1052,3,4,3,7,0.1818
4436,12,24,8,9,0.1818
4438,12,25,8,9,0.1818
7867,26,16,1,3,0.1818
4447,12,28,8,9,0.1818
6213,19,16,1,3,0.1818
5315,16,4,8,9,0.1818
7061,23,5,3,7,0.1818
5982,18,31,1,3,0.1818
7860,26,15,1,3,0.1818
4468,13,1,1,3,0.1818
1720,4,19,1,3,0.1818
779,2,18,1,3,0.1818
5302,16,3,8,9,0.1818
4477,13,1,8,9,0.1818
6551,21,25,1,3,0.1818
4482,13,2,1,3,0.1818
7831,26,10,1,3,0.1818
5288,16,2,8,9,0.1818
7826,26,9,1,3,0.1818
4427,12,19,8,9,0.1818
4425,12,17,8,9,0.1818
1736,4,21,1,3,0.1818
1059,3,4,8,9,0.1818
4375,12,6,8,9,0.1818
5670,17,25,8,9,0.1818
1293,3,21,1,3,0.1818
7923,26,29,1,3,0.1818
1297,3,21,8,9,0.1818
6994,23,1,3,7,0.1818
7908,26,26,1,3,0.1818
4390,12,10,8,9,0.1818
5379,16,13,1,3,0.1818
5999,18,34,1,3,0.1818
7011,23,2,3,7,0.1818
4421,12,16,8,9,0.1818
4400,12,12,8,9,0.1818
794,2,19,1,3,0.1818
1310,3,22,3,7,0.1818
5356,16,8,8,9,0.1818
5678,17,28,8,9,0.1818
1740,4,21,8,9,0.1818
4413,12,14,8,9,0.1818
4418,12,15,8,9,0.1818
7887,26,22,1,3,0.1818
6208,19,15,1,3,0.1818
4495,13,3,1,3,0.1818
7811,26,7,1,3,0.1818
7195,23,19,3,7,0.1818
775,2,17,8,9,0.1818
1361,3,26,1,3,0.1818
1152,3,9,3,7,0.1818
1200,3,13,3,7,0.1818
7755,25,35,1,3,0.1818
5225,15,26,1,3,0.1818
4567,13,9,1,3,0.1818
7752,25,34,1,3,0.1818
7749,25,31,1,3,0.1818
4574,13,10,1,3,0.1818
1028,3,3,3,7,0.1818
7148,23,13,3,7,0.1818
6271,19,22,1,3,0.1818
1657,4,13,1,3,0.1818
755,2,15,8,9,0.1818
6519,21,21,1,3,0.1818
7731,25,27,1,3,0.1818
5719,18,2,1,3,0.1818
6293,19,23,3,7,0.1818
4602,13,13,1,3,0.1818
5194,15,21,1,3,0.1818
1649,4,10,8,9,0.1818
547,2,2,8,9,0.1818
5190,15,19,1,3,0.1818
5702,18,1,1,3,0.1818
1675,4,14,8,9,0.1818
7763,26,1,1,3,0.1818
5258,15,35,8,9,0.1818
1699,4,17,8,9,0.1818
4508,13,4,1,3,0.1818
1696,4,16,8,9,0.1818
6245,19,19,1,3,0.1818
5961,18,27,1,3,0.1818
7803,26,6,1,3,0.1818
4516,13,5,1,3,0.1818
7099,23,8,3,7,0.1818
7796,26,5,1,3,0.1818
6541,21,24,1,3,0.1818
4529,13,6,1,3,0.1818
7128,23,10,3,7,0.1818
1684,4,15,8,9,0.1818
7789,26,4,1,3,0.1818
5255,15,34,8,9,0.1818
523,2,1,8,9,0.1818
7111,23,9,3,7,0.1818
769,2,16,8,9,0.1818
7781,26,3,1,3,0.1818
1035,3,3,8,9,0.1818
5239,15,29,1,3,0.1818
7773,26,2,1,3,0.1818
1519,4,3,8,9,0.1818
6171,19,10,1,3,0.1818
9626,35,28,8,9,0.1818
3554,9,3,3,7,0.1818
9364,34,25,1,3,0.1818
3837,10,2,8,9,0.1818
238,1,13,8,9,0.1818
3319,8,18,1,3,0.1818
8422,29,2,1,3,0.1818
9380,34,27,8,9,0.1818
9383,34,28,8,9,0.1818
2599,6,18,1,3,0.1818
295,1,18,1,3,0.1818
8595,29,26,1,3,0.1818
3313,8,17,8,9,0.1818
92,1,4,8,9,0.1818
3165,8,6,8,9,0.1818
2614,6,19,1,3,0.1818
8335,28,12,8,9,0.1818
9420,34,34,8,9,0.1818
2212,5,21,1,3,0.1818
3304,8,16,8,9,0.1818
228,1,13,1,3,0.1818
9362,34,24,8,9,0.1818
2113,5,13,1,3,0.1818
3999,10,12,8,9,0.1818
9361,34,24,1,3,0.1818
8442,29,4,1,3,0.1818
3792,9,35,1,3,0.1818
9261,34,10,1,3,0.1818
2921,7,14,1,3,0.1818
3143,8,5,8,9,0.1818
3658,9,13,1,3,0.1818
3796,9,38,1,3,0.1818
9269,34,10,8,9,0.1818
9288,34,14,8,9,0.1818
9296,34,15,8,9,0.1818
8432,29,3,1,3,0.1818
9300,34,16,1,3,0.1818
9308,34,16,8,9,0.1818
1954,5,3,8,9,0.1818
9315,34,18,1,3,0.1818
9336,34,21,8,9,0.1818
8322,28,8,8,9,0.1818
8537,29,16,1,3,0.1818
1947,5,3,3,7,0.1818
9425,34,35,1,3,0.1818
2627,6,21,1,3,0.1818
9441,34,38,1,3,0.1818
2058,5,8,8,9,0.1818
9577,35,21,8,9,0.1818
2193,5,19,1,3,0.1818
8406,28,35,8,9,0.1818
2682,6,26,1,3,0.1818
3881,10,4,8,9,0.1818
8402,28,34,8,9,0.1818
9600,35,24,1,3,0.1818
8567,29,22,1,3,0.1818
9667,35,38,1,3,0.1818
3234,8,10,8,9,0.1818
9602,35,24,8,9,0.1818
9605,35,25,1,3,0.1818
8555,29,19,1,3,0.1818
9629,35,29,8,9,0.1818
325,1,19,8,9,0.1818
2709,6,29,1,3,0.1818
9664,35,35,8,9,0.1818
9633,35,31,1,3,0.1818
9646,35,34,1,3,0.1818
330,1,21,1,3,0.1818
3200,8,8,8,9,0.1818
8409,29,1,1,3,0.1818
2758,6,35,8,9,0.1818
3290,8,15,8,9,0.1818
3853,10,3,3,7,0.1818
9502,35,6,8,9,0.1818
3276,8,14,8,9,0.1818
68,1,3,8,9,0.1818
9518,35,9,1,3,0.1818
1928,5,2,8,9,0.1818
3860,10,3,8,9,0.1818
3267,8,14,1,3,0.1818
3589,9,5,8,9,0.1818
3952,10,8,8,9,0.1818
9538,35,14,8,9,0.1818
61,1,3,3,7,0.1818
44,1,2,8,9,0.1818
9541,35,15,8,9,0.1818
2746,6,34,8,9,0.1818
9553,35,16,8,9,0.1818
9554,35,17,8,9,0.1818
3356,8,21,8,9,0.1818
9311,34,17,8,9,0.1818
8613,29,29,1,3,0.1818
8469,29,7,1,3,0.1818
3080,8,2,8,9,0.1818
3732,9,23,3,7,0.1818
173,1,8,8,9,0.1818
8722,31,24,1,3,0.1818
8725,31,25,1,3,0.1818
9854,38,14,1,3,0.1818
2251,5,23,3,7,0.1818
8292,28,2,8,9,0.1818
2413,6,2,8,9,0.1818
2431,6,3,8,9,0.1818
8747,31,35,1,3,0.1818
3102,8,3,8,9,0.1818
3517,8,38,1,3,0.1818
8750,31,38,1,3,0.1818
3754,9,26,1,3,0.1818
9848,38,9,1,3,0.1818
3000,7,29,1,3,0.1818
8714,31,18,1,3,0.1818
8712,31,16,1,3,0.1818
3696,9,19,1,3,0.1818
8702,31,10,1,3,0.1818
3058,8,1,8,9,0.1818
3709,9,21,1,3,0.1818
8493,29,10,1,3,0.1818
2282,5,26,1,3,0.1818
9885,38,35,1,3,0.1818
2449,6,4,8,9,0.1818
8485,29,9,1,3,0.1818
2269,5,24,8,9,0.1818
368,1,23,3,7,0.1818
8282,27,38,1,3,0.1818
3443,8,28,8,9,0.1818
9883,38,34,1,3,0.1818
8639,29,35,8,9,0.1818
9881,38,31,1,3,0.1818
8496,29,10,8,9,0.1818
9876,38,27,1,3,0.1818
2510,6,8,8,9,0.1818
3744,9,24,8,9,0.1818
2075,5,9,8,9,0.1818
2942,7,18,1,3,0.1818
312,1,19,1,3,0.1818
3123,8,4,8,9,0.1818
3773,9,29,1,3,0.1818
8459,29,6,1,3,0.1818
2546,6,12,8,9,0.1818
9231,34,6,8,9,0.1818
2302,5,27,8,9,0.1818
8450,29,5,1,3,0.1818
4002,10,13,1,3,0.1818
2985,7,26,1,3,0.1818
2946,7,19,1,3,0.1818
9846,38,8,1,3,0.1818
2176,5,18,1,3,0.1818
1978,5,4,8,9,0.1818
2312,5,29,1,3,0.1818
8530,29,15,1,3,0.1818
8298,28,3,8,9,0.1818
3760,9,27,1,3,0.1818
2550,6,13,1,3,0.1818
8304,28,4,8,9,0.1818
1782,4,24,2,2,0.174
4262,11,7,2,2,0.174
2241,5,23,1,2,0.174
8007,27,5,1,2,0.174
9219,34,6,1,2,0.174
9260,34,10,1,2,0.174
8046,27,8,1,2,0.174
7286,23,34,2,2,0.174
7070,23,6,1,2,0.174
2067,5,9,2,2,0.174
2735,6,34,1,2,0.174
835,2,23,1,2,0.174
1422,3,34,1,2,0.174
4284,11,11,2,2,0.174
3209,8,9,2,2,0.174
2895,7,11,2,2,0.174
8023,27,6,1,2,0.174
7052,23,5,1,2,0.174
7038,23,4,1,2,0.174
4270,11,8,2,2,0.174
5310,16,4,2,2,0.174
4279,11,10,2,2,0.174
3627,9,9,2,2,0.174
3668,9,14,2,2,0.174
1321,3,23,1,2,0.174
9151,34,1,1,2,0.174
9436,34,37,2,2,0.174
1369,3,27,1,2,0.174
880,2,27,1,2,0.174
