,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoU
4934,14,16,2,1,0.003584
7446,24,15,2,2,0.003584
1051,3,4,3,3,0.003584
1866,4,35,1,4,0.003584
4177,10,29,11,6,0.003584
3217,8,9,12,4,0.003584
6690,22,6,3,3,0.003584
8771,32,2,1,3,0.003584
898,2,28,10,13,0.003584
4174,10,29,2,2,0.003584
8182,27,23,9,10,0.003584
8187,27,24,4,4,0.003584
4860,14,8,12,2,0.003584
833,2,22,12,2,0.00357
1871,4,35,4,2,0.00357
4699,13,25,1,6,0.00357
9475,35,4,1,4,0.00357
6455,21,9,2,1,0.00357
3872,10,4,2,6,0.00357
8648,30,6,4,4,0.00357
645,2,7,3,7,0.00357
1857,4,34,2,4,0.00357
648,2,7,5,1,0.00357
2660,6,23,12,2,0.00357
8466,29,6,11,8,0.00357
4178,10,29,12,2,0.00357
3954,10,8,11,6,0.00357
6633,22,3,3,3,0.00357
8494,29,10,2,2,0.00357
8497,29,10,11,6,0.00357
6800,22,16,4,1,0.00357
5139,15,9,2,1,0.00357
825,2,22,3,3,0.00357
5793,18,6,3,3,0.00357
949,2,35,4,1,0.00357
8784,32,2,7,5,0.00357
6286,19,23,1,2,0.00357
7247,23,26,5,7,0.00357
3072,8,2,2,5,0.00357
6116,19,6,1,2,0.00357
3075,8,2,3,3,0.00357
6139,19,8,1,3,0.00357
6118,19,6,1,4,0.00357
3073,8,2,2,6,0.00357
662,2,8,3,3,0.00356
6434,21,6,2,1,0.00356
7613,25,6,2,2,0.00356
2329,5,32,1,4,0.00356
9480,35,4,4,2,0.00356
8185,27,24,1,6,0.00356
8772,32,2,1,4,0.00356
3757,9,26,12,2,0.00356
659,2,8,2,5,0.00356
660,2,8,2,6,0.00356
2340,5,32,5,7,0.00356
696,2,10,2,6,0.00356
2671,6,24,12,2,0.00356
9198,34,4,2,4,0.00356
8498,29,10,12,2,0.00356
4157,10,27,1,6,0.00356
4985,14,23,7,5,0.00356
4986,14,23,12,2,0.00356
3567,9,4,2,4,0.00356
3083,8,2,12,2,0.00356
3084,8,2,12,4,0.00356
7189,23,19,1,2,0.00356
948,2,35,2,4,0.00356
2667,6,24,2,6,0.00356
7406,24,9,12,2,0.00356
3235,8,10,10,13,0.00356
7085,23,7,3,1,0.00356
3229,8,10,3,1,0.00356
6288,19,23,1,4,0.00356
2871,7,8,5,1,0.00356
3867,10,4,1,4,0.00356
4572,13,9,8,9,0.00356
5433,16,19,2,1,0.00356
7240,23,24,2,14,0.00356
8783,32,2,5,7,0.003546
1169,3,10,2,5,0.003546
2615,6,19,1,4,0.003546
1181,3,10,10,13,0.003546
2670,6,24,9,10,0.003546
5429,16,19,1,2,0.003546
2490,6,7,1,6,0.003546
6635,22,3,4,1,0.003546
3212,8,9,4,2,0.003546
8778,32,2,3,7,0.003546
3565,9,4,2,1,0.003546
2662,6,24,1,2,0.003546
2990,7,26,11,8,0.003546
4537,13,6,11,8,0.003546
2555,6,13,10,13,0.003546
1635,4,10,1,4,0.003546
1640,4,10,2,6,0.003546
7190,23,19,1,4,0.003546
7387,24,7,7,5,0.003546
7243,23,24,12,2,0.003546
8577,29,23,1,3,0.003546
6287,19,23,1,3,0.003546
4272,11,8,3,1,0.003546
3346,8,19,7,5,0.003546
3216,8,9,12,2,0.003546
2328,5,32,1,3,0.003546
4258,11,6,7,5,0.003546
6138,19,8,1,2,0.003546
4858,14,8,10,13,0.003546
2613,6,19,1,2,0.003546
3348,8,19,10,13,0.003546
2517,6,9,2,1,0.003546
6628,22,3,1,4,0.003546
673,2,8,12,2,0.003546
6289,19,23,2,1,0.003546
1944,5,3,2,14,0.003534
1957,5,3,12,2,0.003534
1868,4,35,2,2,0.003534
1869,4,35,2,4,0.003534
8074,27,10,1,6,0.003534
7427,24,13,1,6,0.003534
3349,8,19,12,4,0.003534
1734,4,19,12,12,0.003534
3387,8,23,3,1,0.003534
9174,34,2,3,3,0.003534
4866,14,9,4,2,0.003534
9178,34,2,11,6,0.003534
1943,5,3,2,6,0.003534
6490,21,15,2,1,0.003534
4855,14,8,6,8,0.003534
7528,24,26,1,3,0.003534
1733,4,19,12,4,0.003534
1937,5,3,1,4,0.003534
3953,10,8,10,13,0.003534
4865,14,9,2,4,0.003534
7191,23,19,2,1,0.003534
4039,10,16,1,4,0.003534
6691,22,6,4,1,0.003534
7899,26,24,1,3,0.003534
6640,22,3,7,5,0.003534
5464,16,23,2,4,0.003534
8782,32,2,5,1,0.003534
3067,8,2,1,4,0.003534
2306,5,28,1,3,0.003534
2310,5,28,12,4,0.003534
2335,5,32,3,7,0.003534
2339,5,32,5,1,0.003534
8817,32,5,1,4,0.003534
708,2,10,11,6,0.003534
8828,32,5,5,7,0.003534
1946,5,3,3,3,0.003534
945,2,35,1,4,0.003534
3210,8,9,2,4,0.003534
1958,5,3,12,4,0.003534
3350,8,19,12,12,0.003534
2973,7,23,3,1,0.003521
2334,5,32,3,3,0.003521
3958,10,9,2,1,0.003521
2677,6,25,4,4,0.003521
697,2,10,2,14,0.003521
9189,34,3,4,2,0.003521
3462,8,31,3,3,0.003521
8816,32,5,1,3,0.003521
7082,23,7,1,6,0.003521
6622,22,2,12,2,0.003521
828,2,22,4,2,0.003521
9185,34,3,2,4,0.003521
6614,22,2,3,3,0.003521
654,2,8,1,4,0.003521
5794,18,6,4,1,0.003521
646,2,7,4,1,0.003521
9176,34,2,4,2,0.003521
4260,11,6,11,8,0.003521
4255,11,6,1,6,0.003521
9477,35,4,2,2,0.003521
9478,35,4,2,4,0.003521
1222,3,14,12,2,0.003521
6042,19,2,1,2,0.003521
4166,10,27,11,6,0.003521
3921,10,6,12,2,0.003521
1112,3,7,2,5,0.003521
1117,3,7,4,4,0.003521
5006,14,26,2,1,0.003521
7249,23,26,12,2,0.003521
823,2,22,2,4,0.003521
1942,5,3,2,5,0.003521
3919,10,6,10,13,0.003521
8727,31,26,1,1,0.003521
8088,27,13,1,1,0.003521
6046,19,2,2,1,0.003521
3880,10,4,7,5,0.003521
6123,19,6,3,1,0.003521
7050,23,4,12,2,0.003521
6045,19,2,1,6,0.003521
6623,22,2,12,4,0.00351
1588,4,7,3,3,0.00351
4692,13,24,2,2,0.00351
6142,19,8,2,1,0.00351
7248,23,26,7,5,0.00351
2189,5,18,12,4,0.00351
6077,19,3,12,4,0.00351
6612,22,2,2,4,0.00351
8290,28,2,1,3,0.00351
1591,4,7,4,4,0.00351
3926,10,7,2,5,0.00351
6059,19,2,12,12,0.00351
6617,22,2,4,2,0.00351
4045,10,16,4,1,0.00351
3438,8,27,10,13,0.00351
3909,10,6,1,4,0.00351
8311,28,5,12,4,0.00351
4278,11,10,1,6,0.00351
7905,26,25,1,3,0.00351
9191,34,3,11,6,0.00351
6044,19,2,1,4,0.00351
4775,14,2,2,14,0.00351
2177,5,18,1,4,0.00351
6120,19,6,2,1,0.00351
2175,5,18,1,2,0.00351
1215,3,14,2,14,0.00351
7533,24,27,1,1,0.00351
5571,17,4,4,4,0.00351
2181,5,18,2,4,0.00351
6056,19,2,8,9,0.00351
8823,32,5,3,7,0.00351
8827,32,5,5,1,0.00351
832,2,22,7,5,0.00351
5573,17,4,12,4,0.00351
1114,3,7,3,3,0.00351
2178,5,18,1,6,0.00351
2188,5,18,12,2,0.00351
9172,34,2,2,4,0.00351
5956,18,26,2,1,0.00351
2185,5,18,4,2,0.00351
2969,7,23,1,3,0.00351
6078,19,3,12,12,0.00351
1299,3,21,12,2,0.00351
8307,28,5,1,3,0.00351
3214,8,9,8,9,0.00351
2651,6,23,1,4,0.00351
1110,3,7,1,6,0.00351
3081,8,2,10,13,0.003496
5771,18,5,1,6,0.003496
5778,18,5,4,2,0.003496
1867,4,35,2,1,0.003496
3992,10,11,1,6,0.003496
3347,8,19,8,9,0.003496
8822,32,5,3,3,0.003496
5781,18,5,12,2,0.003496
5782,18,5,12,4,0.003496
3928,10,7,3,7,0.003496
5774,18,5,2,4,0.003496
5768,18,5,1,2,0.003496
5770,18,5,1,4,0.003496
2814,7,4,3,3,0.003496
1589,4,7,3,7,0.003496
6058,19,2,12,4,0.003496
2886,7,10,2,5,0.003496
1442,3,35,4,2,0.003496
1440,3,35,2,4,0.003496
1439,3,35,2,2,0.003496
3437,8,27,9,10,0.003496
723,2,13,2,5,0.003496
1116,3,7,4,1,0.003496
9078,33,3,2,5,0.003496
2620,6,19,3,1,0.003496
2817,7,4,4,4,0.003496
1648,4,10,7,5,0.003496
9187,34,3,3,3,0.003496
9182,34,3,1,4,0.003496
1615,4,8,12,4,0.003496
4978,14,23,1,3,0.003485
7383,24,6,12,2,0.003485
7496,24,23,1,3,0.003485
8025,27,6,1,4,0.003485
7188,23,19,1,1,0.003485
6097,19,5,1,2,0.003485
8066,27,9,4,2,0.003485
1294,3,21,1,6,0.003485
6065,19,3,2,1,0.003485
2970,7,23,1,6,0.003485
8083,27,10,11,6,0.003485
4156,10,27,1,4,0.003485
2815,7,4,3,7,0.003485
9476,35,4,2,1,0.003485
6063,19,3,1,4,0.003485
647,2,7,4,4,0.003485
671,2,8,10,13,0.003485
2184,5,18,4,1,0.003485
690,2,10,1,4,0.003485
2183,5,18,3,3,0.003485
707,2,10,10,13,0.003485
7382,24,6,9,10,0.003485
6113,19,5,12,4,0.003485
6064,19,3,1,6,0.003485
820,2,22,1,4,0.003485
6061,19,3,1,2,0.003485
827,2,22,4,1,0.003485
8689,31,6,3,3,0.003485
7379,24,6,2,6,0.003485
4782,14,2,12,2,0.003485
9169,34,2,1,4,0.003485
7695,25,21,2,1,0.003485
8681,31,4,3,3,0.003485
2493,6,7,3,3,0.003485
2617,6,19,2,1,0.003485
1590,4,7,4,1,0.003485
6100,19,5,1,6,0.003485
1833,4,31,3,3,0.003485
3851,10,3,2,14,0.003485
1732,4,19,8,9,0.003485
3850,10,3,2,6,0.003485
1592,4,7,5,1,0.003485
1598,4,8,1,4,0.003485
7241,23,24,4,4,0.003485
5460,16,23,1,3,0.003485
2588,6,16,4,1,0.003485
1737,4,21,1,6,0.003485
6114,19,5,12,12,0.003485
8225,27,29,1,1,0.003485
8602,29,27,1,1,0.003485
2888,7,10,3,7,0.003485
6099,19,5,1,4,0.003485
3125,8,4,12,4,0.003485
3844,10,3,1,4,0.003485
709,2,10,12,2,0.003471
1741,4,21,12,2,0.003471
8144,27,19,1,2,0.003471
3863,10,3,12,2,0.003471
2816,7,4,4,1,0.003471
2818,7,4,5,1,0.003471
1605,4,8,3,3,0.003471
2342,5,33,2,5,0.003471
6075,19,3,8,9,0.003471
695,2,10,2,5,0.003471
2995,7,27,4,1,0.003471
7086,23,7,4,1,0.003471
6616,22,2,4,1,0.003471
8294,28,2,12,4,0.003471
6415,21,4,1,6,0.003471
1435,3,35,1,2,0.003471
1218,3,14,7,5,0.003471
1437,3,35,1,4,0.003471
8043,27,7,4,1,0.003471
1864,4,35,1,2,0.003471
5777,18,5,4,1,0.003471
2309,5,28,10,13,0.003471
3111,8,4,1,4,0.003471
7081,23,7,1,1,0.003471
3211,8,9,3,1,0.003471
7374,24,6,1,2,0.003471
1295,3,21,2,1,0.003471
5776,18,5,3,3,0.003471
7828,26,9,12,2,0.003471
6609,22,2,1,4,0.003471
7242,23,24,7,5,0.00346
8293,28,2,10,13,0.00346
6621,22,2,7,5,0.00346
3337,8,19,1,4,0.00346
9473,35,4,1,2,0.00346
9457,35,2,2,2,0.00346
1614,4,8,12,2,0.00346
1721,4,19,1,4,0.00346
7614,25,6,4,4,0.00346
3118,8,4,3,3,0.00346
7072,23,6,1,6,0.00346
1441,3,35,4,1,0.00346
1438,3,35,2,1,0.00346
6101,19,5,2,1,0.00346
4778,14,2,7,5,0.00346
6419,21,4,12,2,0.00346
7171,23,16,2,14,0.00346
3287,8,15,6,5,0.00346
797,2,19,2,1,0.00346
796,2,19,1,6,0.00346
793,2,19,1,2,0.00346
7163,23,15,2,2,0.00346
3338,8,19,1,6,0.00346
2981,7,24,7,5,0.00346
8688,31,6,3,1,0.00346
2350,5,34,2,4,0.00346
2354,5,34,4,2,0.00346
8073,27,10,1,4,0.00346
2668,6,24,4,4,0.00346
8698,31,8,3,3,0.00346
3439,8,27,11,6,0.00346
3436,8,27,8,9,0.00346
2347,5,34,1,4,0.00346
3931,10,7,5,1,0.00346
3924,10,7,1,6,0.00346
8680,31,4,3,1,0.003448
9210,34,5,2,4,0.003448
3336,8,19,1,3,0.003448
1630,4,9,12,4,0.003448
3862,10,3,11,6,0.003448
8310,28,5,10,13,0.003448
7244,23,25,2,2,0.003448
1115,3,7,3,7,0.003448
1118,3,7,5,1,0.003448
6111,19,5,8,9,0.003448
8482,29,8,12,4,0.003448
7808,26,6,11,8,0.003448
9214,34,5,4,2,0.003448
8479,29,8,7,5,0.003448
9207,34,5,1,4,0.003448
1832,4,31,3,1,0.003448
1980,5,4,12,4,0.003448
1979,5,4,12,2,0.003448
1968,5,4,2,6,0.003448
2884,7,10,1,6,0.003448
3741,9,24,2,1,0.003448
1290,3,19,12,4,0.003448
1291,3,19,12,12,0.003448
3124,8,4,12,2,0.003448
8463,29,6,7,5,0.003448
9081,33,5,2,5,0.003448
1963,5,4,1,4,0.003448
9460,35,2,4,2,0.003448
2891,7,10,5,1,0.003448
807,2,19,8,9,0.003448
9076,33,2,2,5,0.003437
2088,5,10,2,6,0.003437
1520,4,3,12,2,0.003437
7919,26,27,1,3,0.003437
7039,23,4,1,4,0.003437
1509,4,3,2,6,0.003437
8065,27,9,2,4,0.003437
2101,5,10,12,2,0.003437
1504,4,3,1,4,0.003437
5572,17,4,7,5,0.003437
3929,10,7,4,1,0.003437
2082,5,10,1,4,0.003437
2836,7,6,1,6,0.003437
2843,7,6,7,5,0.003437
9458,35,2,2,4,0.003437
1970,5,4,3,3,0.003437
9456,35,2,2,1,0.003437
1521,4,3,12,4,0.003437
9453,35,2,1,2,0.003437
3886,10,5,1,4,0.003437
3892,10,5,2,6,0.003437
2357,5,34,11,6,0.003437
4485,13,2,2,5,0.003437
3905,10,5,12,2,0.003437
1603,4,8,2,6,0.003437
2974,7,23,4,1,0.003437
5205,15,23,1,3,0.003437
729,2,13,8,9,0.003437
5338,16,6,4,1,0.003426
8148,27,19,2,1,0.003426
3427,8,27,1,6,0.003426
3585,9,5,4,2,0.003426
3305,8,16,10,13,0.003426
3590,9,5,12,2,0.003426
3591,9,5,12,4,0.003426
3426,8,27,1,4,0.003426
9217,34,5,11,6,0.003426
1564,4,5,12,2,0.003426
1278,3,19,2,1,0.003426
1277,3,19,1,6,0.003426
7804,26,6,1,6,0.003426
1198,3,13,2,5,0.003426
1276,3,19,1,4,0.003426
1274,3,19,1,2,0.003426
9459,35,2,4,1,0.003426
2352,5,34,3,3,0.003426
2889,7,10,4,1,0.003426
1548,4,5,1,4,0.003426
3582,9,5,2,4,0.003426
1738,4,21,2,1,0.003426
1586,4,7,2,2,0.003426
1565,4,5,12,4,0.003426
3335,8,19,1,2,0.003426
1553,4,5,2,6,0.003426
1776,4,23,12,2,0.003426
1511,4,3,3,3,0.003426
6553,21,25,2,1,0.003426
3930,10,7,4,4,0.003426
795,2,19,1,4,0.003426
3116,8,4,2,6,0.003426
7704,25,23,1,3,0.003412
9455,35,2,1,4,0.003412
5357,16,8,10,13,0.003412
910,2,31,3,3,0.003412
3284,8,15,2,2,0.003412
7080,23,6,12,2,0.003412
2890,7,10,4,4,0.003412
3827,10,2,2,6,0.003412
6416,21,4,2,1,0.003412
3891,10,5,2,5,0.003412
1288,3,19,8,9,0.003412
908,2,31,2,2,0.003412
4281,11,10,3,1,0.003412
3446,8,29,1,1,0.003412
3861,10,3,10,13,0.003412
4033,10,15,2,2,0.003412
3849,10,3,2,5,0.003412
1555,4,5,3,3,0.003412
8284,28,1,1,3,0.003412
9212,34,5,3,3,0.003412
2812,7,4,2,2,0.003412
7895,26,23,1,3,0.003412
2087,5,10,2,5,0.003412
3292,8,15,10,13,0.003412
3296,8,16,1,4,0.003412
423,1,28,1,3,0.003412
8481,29,8,12,2,0.003412
7173,23,16,4,2,0.003412
5348,16,8,1,4,0.0034
2790,7,2,3,3,0.0034
4691,13,24,1,6,0.0034
3995,10,11,3,1,0.0034
598,2,5,1,4,0.0034
618,2,5,12,2,0.0034
2986,7,26,3,1,0.0034
2553,6,13,4,4,0.0034
7380,24,6,4,4,0.0034
6423,21,5,1,6,0.0034
6429,21,5,12,2,0.0034
2844,7,6,11,8,0.0034
7728,25,26,1,3,0.0034
2213,5,21,1,6,0.0034
2788,7,2,2,5,0.0034
3893,10,5,2,14,0.0034
2089,5,10,2,14,0.0034
2219,5,21,12,2,0.0034
7386,24,7,2,2,0.0034
604,2,5,2,6,0.0034
607,2,5,3,3,0.0034
2100,5,10,11,6,0.00339
3300,8,16,2,4,0.00339
603,2,5,2,5,0.00339
2495,6,7,4,4,0.00339
629,2,6,3,3,0.00339
3461,8,31,3,1,0.00339
2786,7,2,1,6,0.00339
4519,13,5,2,5,0.00339
427,1,28,12,4,0.00339
3821,10,2,1,4,0.00339
8288,28,1,12,4,0.00339
3302,8,16,4,2,0.00339
3839,10,2,11,6,0.00339
5703,18,1,1,4,0.00339
5704,18,1,1,6,0.00339
5709,18,1,3,3,0.00339
5710,18,1,4,1,0.00339
627,2,6,2,6,0.00339
3828,10,2,2,14,0.00339
2140,5,14,12,2,0.00339
1911,5,2,1,4,0.00339
8031,27,6,3,3,0.00339
3676,9,15,2,1,0.00339
5461,16,23,1,4,0.00339
3904,10,5,11,6,0.00339
2407,6,2,2,6,0.00339
2409,6,2,3,3,0.00339
1932,5,2,12,4,0.00339
1931,5,2,12,2,0.00339
1920,5,2,3,3,0.00339
5715,18,1,12,4,0.00339
1917,5,2,2,6,0.00339
2356,5,34,8,9,0.003378
3580,9,5,2,1,0.003378
3306,8,16,11,6,0.003378
5354,16,8,4,2,0.003378
296,1,18,1,4,0.003378
8476,29,8,2,2,0.003378
4790,14,3,2,14,0.003378
2216,5,21,7,5,0.003378
302,1,18,3,3,0.003378
1916,5,2,2,5,0.003378
2792,7,2,4,1,0.003378
4491,13,2,8,9,0.003378
308,1,18,12,4,0.003378
297,1,18,1,6,0.003378
2839,7,6,3,3,0.003378
3339,8,19,2,1,0.003378
909,2,31,3,1,0.003378
303,1,18,4,1,0.003378
6426,21,5,7,5,0.003378
2136,5,14,7,5,0.003378
5352,16,8,2,4,0.003378
1722,4,19,2,1,0.003366
3903,10,5,10,13,0.003366
605,2,5,2,14,0.003366
2494,6,7,4,1,0.003366
1918,5,2,2,14,0.003366
7833,26,10,12,2,0.003366
7385,24,7,1,3,0.003366
4797,14,3,12,2,0.003366
2683,6,26,1,6,0.003366
2793,7,2,4,4,0.003366
9470,35,3,4,2,0.003366
5133,15,8,3,3,0.003366
8478,29,8,6,8,0.003366
2801,7,3,2,5,0.003366
2099,5,10,10,13,0.003366
9468,35,3,2,4,0.003366
1205,3,13,8,9,0.003366
6411,21,3,12,2,0.003366
3840,10,2,12,2,0.003366
4035,10,15,10,13,0.003366
7809,26,6,12,2,0.003366
9216,34,5,8,9,0.003366
1193,3,12,12,12,0.003366
9467,35,3,2,2,0.003366
4824,14,5,12,2,0.003366
2402,6,2,1,4,0.003366
8474,29,8,1,3,0.003366
2806,7,3,4,4,0.003366
426,1,28,10,13,0.003355
1628,4,9,8,9,0.003355
5136,15,8,10,13,0.003355
3418,8,26,6,5,0.003355
7631,25,9,2,1,0.003355
4498,13,3,2,5,0.003355
1719,4,19,1,2,0.003355
8287,28,1,10,13,0.003355
5131,15,8,2,2,0.003355
8473,29,8,1,1,0.003355
2803,7,3,3,3,0.003355
2799,7,3,1,6,0.003355
816,2,21,12,2,0.003355
4820,14,5,7,5,0.003355
6406,21,3,1,6,0.003355
2420,6,3,1,4,0.003355
8697,31,8,3,1,0.003355
3749,9,25,2,1,0.003355
5353,16,8,4,1,0.003355
1403,3,31,2,2,0.003355
2425,6,3,2,6,0.003355
2133,5,14,2,14,0.003355
717,2,12,7,5,0.003355
1765,4,23,1,4,0.003355
7170,23,16,2,4,0.003355
7071,23,6,1,4,0.003355
1405,3,31,3,3,0.003344
2805,7,3,4,1,0.003344
4863,14,9,2,1,0.003344
5132,15,8,3,1,0.003344
1629,4,9,12,2,0.003344
1624,4,9,4,2,0.003344
5711,18,1,4,2,0.003344
9674,37,1,3,1,0.003344
812,2,21,2,1,0.003344
2791,7,2,3,7,0.003344
5701,18,1,1,2,0.003344
3838,10,2,10,13,0.003344
811,2,21,1,6,0.003344
9465,35,3,1,4,0.003344
2794,7,2,5,1,0.003344
9463,35,3,1,2,0.003344
3402,8,24,7,5,0.003344
1700,4,17,12,4,0.003344
6424,21,5,2,1,0.003344
9676,37,1,4,4,0.003344
4525,13,5,8,9,0.003344
500,1,37,3,1,0.003344
501,1,37,4,1,0.003344
2434,6,3,12,2,0.003344
585,2,4,3,3,0.003344
502,1,37,4,4,0.003344
583,2,4,2,6,0.003344
594,2,4,12,2,0.003344
1697,4,17,4,4,0.003344
5714,18,1,12,2,0.003344
2427,6,3,3,3,0.003344
1831,4,31,2,2,0.003344
2416,6,2,12,2,0.003344
578,2,4,1,4,0.003344
1826,4,29,12,4,0.003344
2214,5,21,2,1,0.003344
6407,21,3,2,1,0.003344
9675,37,1,4,1,0.003344
9673,37,1,2,6,0.003334
3826,10,2,2,5,0.003334
975,3,1,3,3,0.003334
986,3,1,12,2,0.003334
9469,35,3,4,1,0.003334
9466,35,3,2,1,0.003334
987,3,1,12,4,0.003334
1764,4,23,1,3,0.003334
973,3,1,2,6,0.003334
4817,14,5,2,14,0.003334
307,1,18,12,2,0.003334
8447,29,4,12,4,0.003334
294,1,18,1,2,0.003334
968,3,1,1,4,0.003334
304,1,18,4,2,0.003334
499,1,37,2,6,0.003334
4514,13,4,8,9,0.003334
3400,8,24,2,6,0.003334
3404,8,24,12,2,0.003334
8677,31,3,3,3,0.003323
2459,6,5,2,6,0.003323
2028,5,7,1,6,0.003323
2030,5,7,2,5,0.003323
2032,5,7,3,3,0.003323
2454,6,5,1,4,0.003323
2192,5,19,1,2,0.003323
635,2,6,10,13,0.003323
1398,3,29,12,4,0.003323
5707,18,1,2,4,0.003323
1397,3,29,12,2,0.003323
2194,5,19,1,4,0.003323
4793,14,3,7,5,0.003323
2033,5,7,3,7,0.003323
2195,5,19,1,6,0.003323
7820,26,8,6,5,0.003323
1668,4,14,1,6,0.003323
2414,6,2,10,13,0.003323
3395,8,24,1,2,0.003323
7252,23,27,1,4,0.003323
2210,5,19,12,12,0.003323
2209,5,19,12,4,0.003323
3417,8,26,1,6,0.003323
2036,5,7,5,1,0.003323
7807,26,6,7,5,0.003323
7402,24,9,2,1,0.003323
4801,14,4,1,6,0.003323
1393,3,29,2,2,0.003323
1254,3,17,12,4,0.003323
1250,3,17,4,4,0.003323
1248,3,17,2,2,0.003323
1191,3,12,7,5,0.003323
2035,5,7,4,4,0.003323
2468,6,5,12,2,0.003323
2034,5,7,4,1,0.003323
4809,14,4,12,2,0.003311
5130,15,8,2,1,0.003311
3421,8,26,12,2,0.003311
637,2,6,12,2,0.003311
6397,21,2,1,6,0.003311
6398,21,2,2,1,0.003311
633,2,6,7,5,0.003311
6402,21,2,12,2,0.003311
3432,8,27,3,3,0.003311
2685,6,26,12,2,0.003311
300,1,18,2,4,0.003311
1676,4,14,12,2,0.003311
3403,8,24,8,9,0.003311
1404,3,31,3,1,0.003311
1621,4,9,2,4,0.003311
1499,4,2,12,4,0.0033
1487,4,2,2,6,0.0033
1489,4,2,3,3,0.0033
1498,4,2,12,2,0.0033
2831,7,5,5,1,0.0033
813,2,21,4,4,0.0033
2829,7,5,4,1,0.0033
2206,5,19,7,5,0.0033
2804,7,3,3,7,0.0033
2827,7,5,3,3,0.0033
3755,9,26,2,1,0.0033
4504,13,3,8,9,0.0033
1482,4,2,1,4,0.0033
2828,7,5,3,7,0.0033
2364,5,35,2,4,0.0033
2196,5,19,2,1,0.0033
1092,3,6,1,4,0.0033
2825,7,5,2,5,0.0033
5466,16,23,4,1,0.0033
1097,3,6,2,6,0.0033
2807,7,3,5,1,0.0033
1619,4,9,2,1,0.0033
2823,7,5,1,6,0.0033
2359,5,35,1,2,0.0033
2366,5,35,4,2,0.0033
2361,5,35,1,4,0.0033
2830,7,5,4,4,0.0033
2363,5,35,2,2,0.0033
471,1,34,1,4,0.00329
3416,8,26,1,3,0.00329
1107,3,6,12,2,0.00329
8175,27,23,1,4,0.00329
4151,10,26,5,7,0.00329
5569,17,3,12,4,0.00329
1251,3,17,7,5,0.00329
1249,3,17,2,5,0.00329
482,1,34,11,6,0.00329
8060,27,8,10,13,0.00329
1099,3,6,3,3,0.00329
476,1,34,3,3,0.00329
1338,3,23,12,2,0.00329
7819,26,8,1,6,0.00329
2207,5,19,8,9,0.00329
5567,17,3,4,4,0.00329
3286,8,15,3,3,0.00329
1331,3,23,3,7,0.00329
5298,16,3,2,14,0.00329
6026,19,1,1,6,0.00329
6025,19,1,1,4,0.00329
8676,31,3,3,1,0.00329
5565,17,3,2,2,0.00329
2841,7,6,4,4,0.00329
9153,34,1,1,4,0.00329
9158,34,1,3,3,0.00329
5293,16,3,1,4,0.00329
5300,16,3,4,2,0.00329
2432,6,3,10,13,0.00329
9164,34,1,11,6,0.00329
5297,16,3,2,4,0.00329
2461,6,5,3,3,0.003279
622,2,6,1,4,0.003279
5299,16,3,4,1,0.003279
9483,35,5,1,2,0.003279
8673,31,2,3,3,0.003279
9490,35,5,4,2,0.003279
3414,8,25,10,13,0.003279
9488,35,5,2,4,0.003279
8059,27,8,9,10,0.003279
712,2,11,2,5,0.003279
9487,35,5,2,2,0.003279
1329,3,23,2,14,0.003279
9485,35,5,1,4,0.003279
7396,24,8,7,5,0.003279
1698,4,17,7,5,0.003279
7832,26,10,2,1,0.003279
7823,26,8,12,2,0.003279
1664,4,13,8,9,0.003279
2840,7,6,4,1,0.003267
4152,10,26,12,2,0.003267
3552,9,3,2,4,0.003267
3550,9,3,2,1,0.003267
6039,19,1,12,4,0.003267
6040,19,1,12,12,0.003267
1655,4,12,12,12,0.003267
3555,9,3,4,2,0.003267
6602,22,1,11,8,0.003258
843,2,23,2,14,0.003258
2365,5,35,4,1,0.003258
8201,27,26,1,3,0.003258
6595,22,1,4,1,0.003258
6593,22,1,3,3,0.003258
7053,23,5,1,4,0.003258
7054,23,5,1,6,0.003258
7900,26,24,2,1,0.003258
7390,24,8,1,3,0.003258
6588,22,1,1,4,0.003258
7394,24,8,2,6,0.003258
7398,24,8,12,2,0.003258
5568,17,3,7,5,0.003258
2116,5,13,2,5,0.003258
2362,5,35,2,1,0.003258
3560,9,3,12,2,0.003258
5566,17,3,2,5,0.003258
3561,9,3,12,4,0.003258
7356,24,4,8,9,0.003258
7818,26,8,1,3,0.003258
5312,16,4,4,1,0.003258
7036,23,3,12,2,0.003258
6604,22,1,12,4,0.003258
1253,3,17,10,13,0.003258
2466,6,5,10,13,0.003258
7068,23,5,12,2,0.003258
4368,12,4,7,5,0.003258
7029,23,3,3,7,0.003258
1395,3,29,7,5,0.003258
7027,23,3,2,14,0.003258
1324,3,23,1,6,0.003258
1674,4,14,7,5,0.003258
1323,3,23,1,4,0.003258
4807,14,4,7,5,0.003258
7397,24,8,8,9,0.003246
1328,3,23,2,5,0.003246
6023,19,1,1,2,0.003246
713,2,11,3,1,0.003246
8672,31,2,3,1,0.003246
1825,4,29,12,2,0.003246
7389,24,8,1,2,0.003246
3285,8,15,3,1,0.003246
1337,3,23,7,5,0.003246
1322,3,23,1,3,0.003246
9160,34,1,4,2,0.003246
4366,12,3,7,5,0.003246
772,2,17,2,2,0.003246
902,2,29,2,2,0.003246
8058,27,8,8,9,0.003246
7059,23,5,2,14,0.003246
