Molecule,Score
EOS33411,-7.378
EOS33369,-8.644
EOS33372,-7.882
EOS33415,-7.305
EOS33781,-8.368
EOS33784,-6.796
EOS33787,-6.343
EOS33400,-7.235
EOS34139,-7.549
EOS33431,-7.624
EOS33816,-6.509
EOS34169,-6.834
EOS34176,-7.4
EOS34177,-7.038
EOS33440,-9.092
EOS34191,-7.38
EOS33847,-8.167
EOS33848,-7.787
EOS34195,-6.682
EOS33853,-7.595
EOS34203,-7.292
EOS34206,-7.746
EOS34207,-10.757
EOS33863,-7.257
EOS34212,-7.246
EOS33871,-7.158
EOS34227,-7.034
EOS33881,-6.75
EOS33451,-7.14
EOS33452,-7.507
EOS33894,-6.419
EOS33901,-7.796
EOS34254,-7.687
EOS34260,-7.798
EOS33913,-7.353
EOS33914,-7.341
EOS33918,-6.893
EOS34272,-6.795
EOS33920,-6.922
EOS33922,-8.061
EOS34275,-11.791
EOS34276,-7.222
EOS33923,-12.403
EOS33924,-7.877
EOS34281,-8.236
EOS33935,-7.667
EOS34289,-7.421
EOS34292,-7.374
EOS34293,-7.543
EOS34294,-7.264
EOS33948,-5.578
EOS33468,-7.667
EOS33469,-8.179
EOS34324,-7.83
EOS33967,-8.139
EOS33968,-6.289
EOS34334,-7.599
EOS33476,-6.142
EOS34336,-7.53
EOS33989,-6.277
EOS33482,-6.529
EOS34357,-7.347
EOS34360,-8.197
EOS34369,-7.437
EOS34006,-10.329
EOS34009,-8.894
EOS34012,-7.256
EOS34016,-7.336
EOS34022,-8.255
EOS34029,-7.857
EOS34032,-7.193
EOS34418,-5.51
EOS34437,-5.977
EOS34440,-7.272
EOS34441,-8.616
EOS34055,-6.813
EOS34442,-6.765
EOS34058,-7.722
EOS34088,-7.441
EOS34095,-8.298
EOS34501,-9.175
EOS34114,-7.538
EOS34129,-7.365
EOS34530,-7.951
EOS34871,-11.277
EOS34872,-5.617
EOS34540,-8.142
EOS34543,-7.234
EOS34548,-7.317
EOS33537,-7.327
EOS34897,-5.818
EOS34904,-5.833
EOS34909,-6.314
EOS34577,-6.847
EOS34920,-11.067
EOS34927,-8.906
EOS34947,-5.813
EOS34948,-7.009
EOS34951,-5.852
EOS33559,-5.741
EOS34626,-7.158
EOS34628,-5.963
EOS34630,-7.419
EOS34631,-7.745
EOS33563,-6.516
EOS34634,-7.552
EOS34639,-8.855
EOS34974,-11.736
EOS34640,-7.244
EOS33567,-7.229
EOS33568,-7.066
EOS34655,-6.838
EOS34665,-6.925
EOS33574,-7.783
EOS34672,-9.465
EOS34674,-7.089
EOS34675,-7.154
EOS34687,-7.425
EOS34696,-6.589
EOS35036,-7.802
EOS34698,-6.644
EOS34699,-6.555
EOS34701,-7.236
EOS34703,-8.02
EOS35048,-7.747
EOS34712,-7.32
EOS34713,-6.778
EOS35065,-7.99
EOS34729,-6.631
EOS35077,-7.82
EOS34741,-6.992
EOS35091,-7.361
EOS35106,-6.989
EOS34763,-6.963
EOS34769,-7.47
EOS35112,-6.669
EOS35114,-7.158
EOS35120,-7.677
EOS34780,-6.607
EOS35129,-8.013
EOS34790,-8.15
EOS34792,-7.237
EOS35146,-7.241
EOS34808,-7.099
EOS33608,-6.613
EOS33609,-6.464
EOS33615,-7.126
EOS35182,-6.748
EOS35186,-8.008
EOS33618,-6.667
EOS34862,-6.841
EOS33625,-7.279
EOS35239,-7.799
EOS35218,-7.166
EOS35242,-7.823
EOS35602,-7.566
EOS35262,-7.139
EOS35607,-6.999
EOS35608,-8.135
EOS35277,-7.863
EOS35280,-7.252
EOS35620,-6.554
EOS35624,-7.178
EOS35287,-7.136
EOS33643,-8.557
EOS35646,-7.404
EOS35313,-7.492
EOS33649,-7.099
EOS35663,-7.829
EOS35334,-6.418
EOS35340,-7.247
EOS33656,-7.186
EOS35694,-8.741
EOS35696,-7.615
EOS35345,-11.067
EOS35347,-7.491
EOS35348,-6.104
EOS33659,-7.079
EOS35352,-12.746
EOS35362,-7.332
EOS35722,-6.786
EOS35727,-8.111
EOS35729,-7.445
EOS35375,-8.29
EOS35381,-7.567
EOS35395,-6.761
EOS35397,-7.75
EOS35774,-7.301
EOS35423,-7.127
EOS35792,-6.986
EOS35794,-6.981
EOS35797,-7.246
EOS35799,-8.123
EOS35433,-6.803
EOS35444,-6.532
EOS35453,-7.152
EOS35454,-7.408
EOS35832,-11.624
EOS35464,-12.465
EOS35841,-7.508
EOS35473,-6.262
EOS35489,-7.719
EOS35883,-10.749
EOS35887,-6.538
EOS33707,-8.139
EOS35892,-7.235
EOS35512,-10.87
EOS35901,-7.875
EOS35902,-6.768
EOS35520,-7.496
EOS35904,-7.309
EOS35905,-6.709
EOS35907,-7.372
EOS35528,-7.582
EOS33714,-7.424
EOS35535,-6.651
EOS35925,-10.399
EOS35931,-7.614
EOS35545,-7.377
EOS35547,-7.974
EOS35555,-8.289
EOS33721,-6.973
EOS35958,-8.002
EOS35960,-7.253
EOS35568,-6.462
EOS35578,-7.041
EOS35977,-7.393
EOS35984,-8.206
EOS35586,-7.061
EOS35589,-7.624
EOS36000,-8.2
EOS35596,-7.175
EOS33735,-8.022
EOS36008,-6.75
EOS36029,-7.006
EOS36347,-7.518
EOS36031,-7.136
EOS36350,-6.975
EOS36354,-7.26
EOS33744,-7.089
EOS33745,-7.165
EOS36361,-7.434
EOS36368,-8.205
EOS36373,-7.62
EOS36060,-6.439
EOS36065,-7.338
EOS36391,-7.946
EOS33754,-7.554
EOS36082,-6.52
EOS36398,-6.575
EOS36086,-6.547
EOS33756,-10.201
EOS36087,-8.403
EOS36403,-7.994
EOS36404,-6.713
EOS33762,-6.82
EOS36113,-7.062
EOS36114,-7.367
EOS36432,-10.534
EOS36131,-5.009
EOS36135,-6.684
EOS36139,-7.669
EOS36441,-7.777
EOS36444,-6.848
EOS36165,-7.67
EOS36172,-7.84
EOS36175,-6.979
EOS36176,-7.126
EOS36179,-6.705
EOS36181,-6.193
EOS36459,-6.489
EOS36463,-7.222
EOS36464,-6.376
EOS36469,-6.792
EOS36471,-6.828
EOS36472,-7.29
EOS36474,-7.47
EOS36484,-6.063
EOS36495,-6.152
EOS36496,-6.543
EOS36185,-7.889
EOS36188,-6.682
EOS36192,-6.523
EOS36197,-6.439
EOS36198,-6.414
EOS36498,-6.456
EOS36499,-7.219
EOS36502,-7.357
EOS36503,-6.112
EOS36508,-6.099
EOS36204,-7.343
EOS36207,-7.263
EOS36208,-6.29
EOS36703,-7.827
EOS36217,-6.658
EOS36526,-7.576
EOS36229,-6.853
EOS36542,-6.766
EOS36235,-7.65
EOS36548,-8.051
EOS36562,-7.38
EOS36573,-7.323
EOS36574,-7.123
EOS36261,-7.854
EOS36582,-6.351
EOS36717,-7.801
EOS36719,-7.617
EOS36282,-6.992
EOS36599,-7.361
EOS36720,-6.861
EOS36292,-7.093
EOS36616,-9.522
EOS36617,-7.387
EOS36724,-6.414
EOS36618,-8.259
EOS36306,-7.885
EOS36311,-7.331
EOS36627,-7.598
EOS36727,-7.852
EOS36637,-11.159
EOS36639,-7.706
EOS36324,-6.855
EOS36325,-7.122
EOS36731,-7.542
EOS36331,-7.223
EOS36332,-7.303
EOS36654,-8.73
EOS37070,-6.743
EOS36662,-6.538
EOS36737,-7.764
EOS37076,-6.364
EOS36665,-7.855
EOS37089,-8.056
EOS36681,-7.862
EOS37092,-7.609
EOS36682,-7.753
EOS36687,-7.646
EOS36688,-6.783
EOS37433,-6.833
EOS37124,-7.913
EOS36750,-7.693
EOS37447,-7.118
EOS37448,-8.017
EOS37454,-7.529
EOS37459,-5.789
EOS37466,-6.083
EOS37149,-7.14
EOS37151,-7.424
EOS37154,-7.119
EOS37470,-6.935
EOS37480,-6.579
EOS37484,-7.217
EOS37491,-7.618
EOS37503,-6.962
EOS37188,-6.48
EOS37189,-7.198
EOS37523,-8.351
EOS37204,-8.979
EOS37215,-7.354
EOS37216,-7.493
EOS37549,-6.3
EOS37550,-7.539
EOS37551,-6.211
EOS36782,-6.975
EOS37242,-6.965
EOS37574,-6.785
EOS37256,-7.991
EOS37594,-8.124
EOS37601,-7.255
EOS37273,-6.934
EOS37274,-11.007
EOS37604,-7.326
EOS37284,-8.199
EOS36797,-6.18
EOS37621,-8.061
EOS37622,-7.373
EOS37291,-6.397
EOS37627,-11.152
EOS37303,-7.756
EOS37642,-7.369
EOS36807,-7.621
EOS37318,-6.887
EOS37319,-6.447
EOS37326,-6.702
EOS36811,-7.094
EOS37662,-6.997
EOS37664,-11.746
EOS37331,-7.773
EOS37333,-9.014
EOS37674,-8.023
EOS37686,-7.53
EOS37688,-5.81
EOS37690,-6.833
EOS37358,-6.906
EOS37707,-7.981
EOS37710,-5.885
EOS37379,-6.277
EOS37385,-6.944
EOS37717,-8.15
EOS37391,-7.425
EOS36830,-7.802
EOS37737,-7.604
EOS37741,-8.463
EOS37742,-8.618
EOS37743,-8.368
EOS37424,-7.307
EOS37426,-7.241
EOS37761,-7.691
EOS37766,-7.963
EOS37770,-6.616
EOS37808,-7.014
EOS37810,-6.619
EOS37819,-7.023
EOS37793,-6.901
EOS36850,-8.041
EOS37826,-8.588
EOS37795,-8.52
EOS36852,-8.021
EOS37834,-6.19
EOS36854,-7.414
EOS37835,-7.82
EOS38168,-7.76
EOS37838,-8.144
EOS37839,-8.486
EOS38172,-8.39
EOS38175,-8.458
EOS38176,-7.784
EOS37850,-6.978
EOS38182,-6.887
EOS38189,-7.274
EOS38200,-6.693
EOS38212,-6.935
EOS38214,-7.84
EOS37884,-7.648
EOS37890,-7.343
EOS38226,-7.06
EOS38230,-7.197
EOS36874,-7.367
EOS37904,-6.106
EOS38236,-7.977
EOS36875,-6.369
EOS37911,-6.775
EOS37915,-7.639
EOS37917,-7.058
EOS38249,-7.431
EOS37920,-7.146
EOS38253,-7.063
EOS37922,-7.709
EOS37923,-6.833
EOS38258,-11.063
EOS37931,-7.088
EOS38273,-7.983
EOS36885,-11.692
EOS37948,-7.979
EOS37956,-6.326
EOS37960,-6.611
EOS37964,-7.317
EOS37973,-7.105
EOS38312,-8.091
EOS38313,-7.315
EOS38315,-6.576
EOS37980,-6.377
EOS38320,-7.306
EOS37982,-7.326
EOS37983,-7.115
EOS37990,-6.455
EOS37996,-7.261
EOS38341,-6.85
EOS38349,-8.225
EOS38026,-7.329
EOS38362,-7.808
EOS38369,-8.049
EOS38048,-7.698
EOS38049,-8.263
EOS38391,-8.351
EOS38065,-8.094
EOS38399,-7.936
EOS38092,-5.254
EOS36925,-8.575
EOS38423,-7.211
EOS38105,-7.011
EOS38431,-7.334
EOS36928,-6.824
EOS38440,-7.524
EOS38125,-7.367
EOS38455,-6.048
EOS36934,-8.214
EOS38138,-9.721
EOS38139,-6.078
EOS38473,-6.368
EOS38529,-6.687
EOS38531,-6.973
EOS38536,-7.044
EOS38507,-6.205
EOS38545,-6.363
EOS38549,-7.585
EOS38551,-7.597
EOS38553,-7.048
EOS38523,-6.657
EOS38554,-6.073
EOS38555,-7.002
EOS38527,-7.487
EOS38569,-8.818
EOS38570,-6.785
EOS38903,-6.988
EOS38574,-7.654
EOS38909,-5.629
EOS38911,-6.892
EOS38586,-7.39
EOS38919,-7.19
EOS38591,-6.285
EOS38593,-6.765
EOS38926,-8.081
EOS38928,-7.479
EOS38594,-6.56
EOS38930,-7.727
EOS38936,-7.672
EOS38603,-7.666
EOS38604,-7.357
EOS38940,-6.327
EOS38946,-11.729
EOS38612,-11.712
EOS38621,-7.253
EOS38625,-5.958
EOS38961,-12.318
EOS38962,-6.997
EOS38633,-8.151
EOS38634,-7.859
EOS36975,-7.936
EOS38975,-8.358
EOS38977,-9.063
EOS38642,-8.154
EOS36977,-7.016
EOS38983,-7.237
EOS36980,-6.51
EOS38992,-7.757
EOS38995,-7.075
EOS39000,-7.737
EOS36985,-7.517
EOS39009,-6.92
EOS36988,-7.061
EOS39019,-6.929
EOS36990,-6.086
EOS39028,-6.608
EOS38695,-7.807
EOS39032,-7.214
EOS38711,-8.103
EOS38719,-7.096
EOS38725,-7.087
EOS39066,-8.179
EOS38738,-7.298
EOS39076,-6.985
EOS38742,-7.212
EOS37008,-7.156
EOS38747,-7.716
EOS39083,-7.292
EOS38748,-7.525
EOS37010,-7.782
EOS39086,-7.335
EOS39087,-7.23
EOS38757,-7.622
EOS38764,-6.909
EOS38768,-8.022
EOS38774,-7.753
EOS39111,-7.265
EOS39112,-7.426
EOS37020,-6.8
EOS39114,-7.687
EOS38780,-6.638
EOS38781,-6.035
EOS37021,-6.657
EOS39117,-6.755
EOS39118,-7.451
EOS38787,-6.55
EOS37024,-8.011
EOS38794,-6.894
EOS37028,-6.405
EOS38806,-8.178
EOS38808,-7.499
EOS37033,-11.272
EOS38816,-5.886
EOS38840,-7.27
EOS39184,-7.682
EOS38848,-6.574
EOS38860,-6.916
EOS38877,-5.776
EOS39212,-7.16
EOS37053,-7.412
EOS38881,-11.934
EOS38883,-6.939
EOS39222,-7.853
EOS38894,-6.931
EOS39231,-6.854
EOS39261,-7.219
EOS39262,-6.238
EOS39263,-7.466
EOS39264,-7.211
EOS37061,-6.855
EOS39274,-7.794
EOS39245,-6.855
EOS39279,-7.072
EOS39286,-8.405
EOS39297,-8.085
EOS39301,-7.643
EOS39302,-7.836
EOS39996,-8.326
EOS39997,-11.453
EOS40003,-7.595
EOS40009,-6.606
EOS39307,-7.633
EOS39628,-6.339
EOS40017,-7.51
EOS39322,-8.446
EOS40022,-6.424
EOS40023,-7.601
EOS40030,-6.874
EOS40031,-6.722
EOS40034,-8.313
EOS39341,-5.84
EOS40051,-5.902
EOS40053,-8.209
EOS39357,-7.355
EOS39363,-7.872
EOS39644,-7.243
EOS39374,-6.817
EOS40078,-6.59
EOS39378,-5.553
EOS40081,-11.151
EOS40083,-6.965
EOS39648,-7.673
EOS39382,-7.622
EOS40090,-8.044
EOS39650,-7.579
EOS40098,-12.201
EOS39397,-7.795
EOS40109,-7.761
EOS39414,-11.809
EOS40117,-7.801
EOS39416,-7.364
EOS40120,-7.045
EOS39417,-6.087
EOS40128,-8.622
EOS39428,-4.953
EOS40132,-7.577
EOS39433,-7.114
EOS40146,-5.904
EOS39444,-8.796
EOS39453,-8.116
EOS40158,-12.134
EOS39459,-7.002
EOS40164,-8.14
EOS39670,-7.306
EOS39473,-7.347
EOS40173,-8.062
EOS39490,-7.557
EOS39491,-7.893
EOS39497,-8.138
EOS40205,-8.113
EOS40215,-6.642
EOS39520,-7.268
EOS40227,-7.4
EOS39689,-8.576
EOS39531,-6.738
EOS40245,-8.276
EOS40250,-7.599
EOS39546,-12.534
EOS40268,-8.217
EOS40272,-7.962
EOS39561,-8.04
EOS40279,-6.225
EOS40286,-6.326
EOS39576,-7.634
EOS40299,-6.965
EOS40301,-7.19
EOS40307,-7.51
EOS39586,-7.434
EOS39587,-7.127
EOS39588,-12.01
EOS39593,-6.489
EOS40329,-7.428
EOS39608,-8.288
EOS39612,-7.333
EOS40338,-7.107
EOS39622,-6.623
EOS40348,-7.486
EOS40351,-11.834
EOS40356,-6.551
EOS40358,-7.209
EOS40364,-6.817
EOS40366,-7.173
EOS40731,-7.065
EOS40383,-8.681
EOS39735,-7.381
EOS40391,-7.605
EOS40402,-8.086
EOS40403,-6.836
EOS40426,-7.537
EOS40790,-11.702
EOS40441,-6.61
EOS40442,-11.56
EOS40802,-7.328
EOS39754,-6.584
EOS40813,-7.059
EOS40821,-6.761
EOS40466,-8.081
EOS40469,-6.851
EOS40483,-7.539
EOS39768,-6.458
EOS40857,-6.504
EOS40500,-11.865
EOS40864,-7.634
EOS39775,-6.364
EOS40873,-7.024
EOS40512,-8.325
EOS40890,-8.122
EOS39781,-7.741
EOS40534,-8.249
EOS40536,-7.112
EOS40538,-6.976
EOS40900,-7.894
EOS40539,-6.262
EOS40922,-6.377
EOS40925,-6.738
EOS40566,-6.681
EOS40568,-6.593
EOS40938,-6.989
EOS40944,-7.909
EOS40945,-7.599
EOS40946,-6.798
EOS40953,-8.239
EOS40609,-7.687
EOS40977,-6.522
EOS40979,-7.136
EOS40616,-6.799
EOS40620,-8.102
EOS40621,-6.955
EOS40987,-7.014
EOS41001,-8.319
EOS40657,-8.031
EOS41020,-6.1
EOS41022,-6.674
EOS41025,-6.262
EOS41028,-4.85
EOS41030,-8.016
EOS39823,-5.691
EOS41039,-7.729
EOS40675,-7.769
EOS41041,-8.176
EOS39824,-6.283
EOS41043,-4.85
EOS39825,-7.836
EOS41048,-6.608
EOS41054,-12.022
EOS41056,-6.65
EOS41058,-7.953
EOS41060,-7.792
EOS40692,-4.541
EOS40694,-7.358
EOS40695,-5.709
EOS40698,-7.634
EOS40703,-7.45
EOS39834,-11.772
EOS41085,-7.149
EOS39838,-12.44
EOS41092,-9.479
EOS40718,-8.123
EOS41097,-7.768
EOS41111,-7.534
EOS41123,-8.301
EOS41475,-7.862
EOS41477,-7.253
EOS41481,-6.448
EOS41131,-6.833
EOS41491,-7.836
EOS41496,-7.874
EOS41150,-6.779
EOS41151,-7.588
EOS41152,-7.792
EOS41153,-7.764
EOS39854,-6.705
EOS41162,-7.39
EOS41521,-6.766
EOS41527,-8.05
EOS41530,-7.761
EOS41539,-10.641
EOS41542,-7.869
EOS41210,-7.924
EOS41564,-8.624
EOS41572,-7.005
EOS39875,-8.264
EOS41228,-11.334
EOS41586,-7.939
EOS41244,-7.647
EOS41246,-6.915
EOS41247,-8.778
EOS41248,-7.7
EOS41250,-6.89
EOS41596,-7.431
EOS39882,-11.642
EOS41603,-8.012
EOS39885,-8.195
EOS41610,-7.514
EOS41623,-7.534
EOS39891,-8.306
EOS41626,-11.517
EOS41282,-7.575
EOS41632,-7.838
EOS41637,-7.594
EOS41287,-7.94
EOS41292,-7.404
EOS41310,-7.842
EOS41321,-6.272
EOS41327,-7.327
EOS41680,-12.079
EOS41681,-6.941
EOS41332,-6.664
EOS41333,-7.942
EOS41693,-6.928
EOS39912,-7.076
EOS41700,-7.194
EOS41348,-6.637
EOS41351,-7.757
EOS41706,-6.792
EOS41353,-5.9
EOS41361,-6.193
EOS39919,-6.814
EOS41369,-7.008
EOS41375,-6.491
EOS41729,-7.56
EOS41731,-6.887
EOS41733,-7.362
EOS39927,-7.695
EOS41387,-10.004
EOS39929,-6.639
EOS41749,-7.029
EOS41392,-8.045
EOS41755,-6.807
EOS41757,-7.509
EOS41402,-8.476
EOS41762,-7.64
EOS41765,-7.555
EOS41411,-8.192
EOS39936,-7.815
EOS41771,-8.029
EOS41431,-7.35
EOS41792,-6.132
EOS41433,-7.108
EOS39945,-6.903
EOS41440,-7.359
EOS41800,-8.038
EOS41807,-7.525
EOS39949,-7.359
EOS41813,-6.029
EOS41452,-7.837
EOS41817,-8.147
EOS39952,-6.265
EOS41818,-7.833
EOS39957,-7.354
EOS42196,-7.9
EOS41839,-7.433
EOS42204,-7.996
EOS41845,-10.948
EOS42206,-7.036
EOS42210,-9.044
EOS42215,-7.294
EOS42216,-5.559
EOS41862,-6.83
EOS39970,-6.273
EOS39972,-7.709
EOS41867,-7.476
EOS42228,-6.458
EOS41871,-6.804
EOS42232,-7.595
EOS42235,-6.255
EOS39976,-6.981
EOS41882,-6.717
EOS42241,-6.667
EOS39980,-7.019
EOS39981,-6.819
EOS42248,-7.088
EOS41891,-11.71
EOS41896,-6.991
EOS42257,-8.256
EOS42258,-5.672
EOS42259,-6.851
EOS41899,-6.796
EOS41901,-7.229
EOS41909,-5.446
EOS41912,-7.272
EOS42275,-8.165
EOS42555,-6.985
EOS42293,-6.842
EOS42299,-8.004
EOS41937,-7.919
EOS41942,-7.27
EOS41943,-6.807
EOS42314,-7.825
EOS41952,-6.905
EOS42558,-6.46
EOS41960,-8.124
EOS41966,-7.075
EOS42331,-7.562
EOS42561,-6.596
EOS42335,-7.692
EOS41975,-6.822
EOS41976,-6.448
EOS41977,-7.599
EOS42357,-8.414
EOS41996,-7.809
EOS41999,-7.875
EOS42000,-7.774
EOS42363,-8.157
EOS42367,-7.987
EOS42575,-7.111
EOS42577,-7.619
EOS42377,-6.472
EOS42014,-6.637
EOS42380,-7.684
EOS42381,-7.22
EOS42385,-7.507
EOS42580,-11.287
EOS42388,-6.475
EOS42024,-10.771
EOS42025,-10.537
EOS42392,-11.341
EOS42036,-7.35
EOS42037,-7.871
EOS42045,-7.819
EOS42588,-7.555
EOS42419,-7.02
EOS42052,-6.686
EOS42053,-6.908
EOS42423,-6.987
EOS42429,-6.555
EOS42596,-7.779
EOS42444,-6.809
EOS42448,-7.681
EOS42454,-7.769
EOS42600,-6.57
EOS42456,-11.423
EOS42093,-11.358
EOS42097,-5.41
EOS42468,-7.807
EOS42473,-7.444
EOS42478,-7.357
EOS42481,-7.458
EOS42490,-8.126
EOS42126,-6.548
EOS42132,-7.294
EOS42495,-7.869
EOS42134,-10.487
EOS42501,-8.433
EOS42147,-8.15
EOS42151,-6.505
EOS42522,-8.05
EOS42531,-6.077
EOS42538,-9.116
EOS42178,-7.674
EOS42542,-7.548
EOS42921,-6.681
EOS43294,-6.981
EOS42942,-6.772
EOS43308,-6.821
EOS43314,-6.825
EOS42955,-6.625
EOS43317,-7.39
EOS43322,-7.78
EOS42966,-7.729
EOS43335,-7.713
EOS43336,-9.0
EOS43343,-7.434
EOS42986,-12.278
EOS42995,-7.958
EOS43004,-7.16
EOS43009,-8.326
EOS43373,-7.284
EOS43390,-7.74
EOS43397,-6.94
EOS43401,-6.693
EOS43043,-8.185
EOS43414,-7.397
EOS43415,-7.294
EOS43420,-8.377
EOS43066,-7.337
EOS43074,-7.725
EOS42673,-8.332
EOS43078,-7.583
EOS42674,-6.296
EOS43080,-10.577
EOS43448,-6.753
EOS43455,-6.808
EOS43461,-8.613
EOS43094,-7.165
EOS43096,-7.739
EOS42680,-7.302
EOS43473,-5.95
EOS43107,-6.322
EOS43109,-11.569
EOS43483,-6.951
EOS43117,-6.318
EOS43494,-6.7
EOS43496,-7.545
EOS42690,-5.221
EOS43140,-6.249
EOS42692,-7.102
EOS43141,-7.199
EOS43509,-7.677
EOS43514,-6.244
EOS43515,-7.765
EOS43151,-8.676
EOS43523,-5.859
EOS43533,-7.299
EOS43168,-7.871
EOS43170,-11.39
EOS43544,-7.666
EOS43180,-7.033
EOS43186,-7.923
EOS43556,-6.769
EOS42709,-7.195
EOS43560,-6.63
EOS43196,-7.678
EOS43198,-8.022
EOS43567,-7.571
EOS43202,-6.056
EOS43578,-6.383
EOS43584,-8.331
EOS43594,-5.853
EOS43600,-8.132
EOS43244,-6.777
EOS43609,-7.075
EOS43610,-7.057
EOS43245,-7.675
EOS43247,-7.308
EOS43248,-5.759
EOS43614,-6.693
EOS43615,-7.147
EOS43258,-8.781
EOS42729,-7.213
EOS43264,-6.916
EOS43628,-7.216
EOS42733,-7.358
EOS43271,-7.372
EOS43272,-8.007
EOS43273,-7.872
EOS43638,-7.668
EOS43277,-7.652
EOS43640,-6.052
EOS43646,-7.468
EOS43648,-7.28
EOS42738,-7.132
EOS43653,-6.477
EOS43660,-8.437
EOS43665,-7.466
EOS43666,-6.597
EOS44031,-10.018
EOS44032,-7.766
EOS44034,-7.179
EOS43671,-7.311
EOS43672,-6.906
EOS43675,-7.473
EOS44041,-6.745
EOS44044,-7.508
EOS44047,-7.167
EOS43690,-6.878
EOS43691,-7.057
EOS42753,-7.063
EOS44062,-7.412
EOS43702,-7.913
EOS43703,-7.269
EOS43705,-7.545
EOS43706,-7.386
EOS43709,-7.801
EOS43714,-6.676
EOS44075,-6.251
EOS44084,-8.32
EOS44087,-6.496
EOS44088,-6.319
EOS43729,-7.471
EOS43732,-7.03
EOS44094,-7.829
EOS44104,-6.797
EOS44108,-6.112
EOS44109,-7.755
EOS43747,-7.572
EOS44113,-7.516
EOS44117,-7.874
EOS42774,-6.238
EOS43766,-5.834
EOS43769,-7.187
EOS44138,-10.303
EOS43780,-6.837
EOS43781,-6.888
EOS44145,-5.462
EOS44153,-7.236
EOS44158,-7.917
EOS43800,-6.607
EOS43801,-7.965
EOS43802,-6.754
EOS44178,-6.725
EOS44179,-7.563
EOS44180,-7.743
EOS44184,-8.328
EOS44186,-7.418
EOS43824,-7.497
EOS44187,-6.786
EOS43833,-6.143
EOS43836,-7.637
EOS44199,-7.517
EOS43840,-6.797
EOS44204,-8.247
EOS44209,-6.943
EOS42803,-7.882
EOS43855,-7.713
EOS43861,-11.28
EOS43863,-6.714
EOS42807,-7.868
EOS43864,-7.933
EOS43867,-6.914
EOS44228,-7.847
EOS44232,-6.452
EOS43874,-8.416
EOS43886,-7.084
EOS44249,-8.436
EOS43892,-7.801
EOS44254,-7.477
EOS44256,-7.177
EOS43903,-6.554
EOS43904,-7.781
EOS44263,-7.973
EOS44269,-6.153
EOS44272,-7.059
EOS43914,-7.791
EOS43915,-6.363
EOS44277,-7.156
EOS42826,-7.538
EOS44279,-11.723
EOS43922,-5.773
EOS44286,-7.004
EOS42831,-12.101
EOS43939,-8.272
EOS42833,-6.071
EOS44301,-6.596
EOS42836,-7.33
EOS43954,-7.862
EOS44314,-6.212
EOS42840,-6.58
EOS42843,-6.959
EOS43970,-7.577
EOS44330,-6.967
EOS44335,-6.294
EOS43977,-7.162
EOS44339,-6.827
EOS44345,-7.92
EOS44348,-7.757
EOS42858,-7.425
EOS42865,-6.304
EOS44754,-6.838
EOS42868,-9.264
EOS44773,-7.229
EOS44421,-7.205
EOS44782,-5.254
EOS44784,-7.723
EOS44809,-6.732
EOS44456,-6.363
EOS44460,-7.83
EOS44463,-8.067
EOS44824,-6.532
EOS42889,-8.468
EOS44482,-8.248
EOS44836,-7.461
EOS42893,-6.914
EOS44496,-7.215
EOS44848,-7.596
EOS44861,-5.927
EOS44864,-8.012
EOS44518,-7.255
EOS44519,-7.333
EOS44876,-7.037
EOS44526,-7.477
EOS44893,-7.287
EOS44896,-8.034
EOS44902,-11.136
EOS44554,-5.794
EOS44907,-7.31
EOS44910,-6.816
EOS44561,-11.388
EOS44568,-5.919
EOS44572,-11.01
EOS44576,-8.02
EOS44928,-11.209
EOS44932,-12.271
EOS44942,-6.834
EOS44947,-6.915
EOS44948,-8.195
EOS44950,-7.876
EOS44600,-6.653
EOS44601,-12.453
EOS44603,-13.088
EOS44609,-7.723
EOS44960,-5.663
EOS44966,-8.631
EOS44629,-6.891
EOS44633,-6.839
EOS44643,-6.984
EOS44988,-6.397
EOS44989,-8.064
EOS44990,-7.713
EOS45129,-8.103
EOS45000,-7.459
EOS45131,-7.557
EOS44662,-6.89
EOS45006,-7.584
EOS44664,-7.201
EOS44667,-6.533
EOS44672,-8.233
EOS44675,-8.307
EOS45137,-7.555
EOS44682,-8.037
EOS44684,-6.531
EOS44688,-7.246
EOS45043,-6.971
EOS44703,-7.169
EOS44704,-7.555
EOS45150,-7.911
EOS45056,-6.871
EOS45064,-6.925
EOS44726,-7.117
EOS45090,-8.021
EOS44744,-6.653
EOS45162,-7.993
EOS45111,-8.613
EOS45497,-6.767
EOS45857,-12.354
EOS45179,-7.294
EOS45181,-7.182
EOS45537,-6.694
EOS45889,-7.131
EOS45543,-7.678
EOS45545,-6.473
EOS45902,-6.153
EOS45559,-6.945
EOS45561,-6.336
EOS45574,-6.407
EOS45578,-6.927
EOS45198,-6.87
EOS45582,-7.041
EOS45200,-7.138
EOS45937,-7.69
EOS45205,-5.868
EOS45947,-6.791
EOS45208,-6.27
EOS45956,-6.905
EOS45961,-6.979
EOS45964,-7.158
EOS45966,-6.318
EOS45978,-7.608
EOS45979,-7.562
EOS45216,-7.861
EOS45636,-7.534
EOS45984,-12.926
EOS45987,-8.041
EOS45990,-8.488
EOS45221,-6.042
EOS45223,-8.407
EOS45664,-7.161
EOS46011,-7.334
EOS45665,-7.892
EOS46020,-6.438
EOS45674,-7.141
EOS46028,-7.928
EOS46039,-10.468
EOS46040,-7.569
